,INSTNM,BRANCH,Address,City,State,ZIP,sector_cd,Sector_desc,men_total,women_total,Total,RAPE16,FONDL16,ROBBE16,AGG_A16,geo_address
4645,Culinary Institute of America,Greystone Campus,2555 Main St.,Saint Helena,CA,94575,2,"Private nonprofit, 4-year or above",1353.0,1440.0,2793.0,0,2,0,0,"Culinary Institute of America, 2555 Main St., Saint Helena, CA, 94575"
4661,CUNY Hunter College,Main Campus,695 Park Avenue,New York,NY,10065,1,"Public, 4-year or above",7367.0,15626.0,22993.0,0,1,0,3,"CUNY Hunter College, 695 Park Avenue, New York, NY, 10065"
4664,CUNY Hunter College,Brookdale,425 East 25th. Street,New York,NY,10010,1,"Public, 4-year or above",7367.0,15626.0,22993.0,1,0,0,0,"CUNY Hunter College, 425 East 25th. Street, New York, NY, 10010"
4665,CUNY Hunter College,Campus Schools,71 East 94th Street,New York,NY,10128,1,"Public, 4-year or above",7367.0,15626.0,22993.0,0,1,0,0,"CUNY Hunter College, 71 East 94th Street, New York, NY, 10128"
4696,Fordham University,Main Campus,441 E FORDHAM RD,BRONX,NY,10458,2,"Private nonprofit, 4-year or above",6201.0,9381.0,15582.0,2,6,0,1,"Fordham University, 441 E FORDHAM RD, BRONX, NY, 10458"
4697,Fordham University,FORDHAM UNI-LINCOLN CENTER CAMPUS,113 W 60 ST,NEW YORK,NY,10023,2,"Private nonprofit, 4-year or above",6201.0,9381.0,15582.0,6,1,0,0,"Fordham University, 113 W 60 ST, NEW YORK, NY, 10023"
4709,Hartwick College,Main Campus,One Hartwick Drive,ONEONTA,NY,138204020,2,"Private nonprofit, 4-year or above",559.0,837.0,1396.0,3,1,0,0,"Hartwick College, One Hartwick Drive, ONEONTA, NY, 138204020"
4712,Hilbert College,Main Campus,5200 S PARK AVE,HAMBURG,NY,140751597,2,"Private nonprofit, 4-year or above",371.0,495.0,866.0,0,1,0,0,"Hilbert College, 5200 S PARK AVE, HAMBURG, NY, 140751597"
4739,Keuka College,Main Campus,Central Avenue,Keuka Park,NY,14478,2,"Private nonprofit, 4-year or above",489.0,1514.0,2003.0,2,0,0,0,"Keuka College, Central Avenue, Keuka Park, NY, 14478"
4750,LIU Brentwood,Long Island University - Brentwood,Michael J Grant Campus 1001 Crooked Hill Road,BRENTWOOD,NY,11717,2,"Private nonprofit, 4-year or above",31.0,129.0,160.0,0,0,0,1,"LIU Brentwood, Michael J Grant Campus 1001 Crooked Hill Road, BRENTWOOD, NY, 11717"
4754,Manhattan School of Music,Main Campus,120 CLAREMONT AVE,NEW YORK,NY,100274698,2,"Private nonprofit, 4-year or above",485.0,586.0,1071.0,1,1,0,0,"Manhattan School of Music, 120 CLAREMONT AVE, NEW YORK, NY, 100274698"
4766,Mercy College,Mercy College - Dobbs Ferry Campus,555 Broadway,Dobbs Ferry,NY,10522,2,"Private nonprofit, 4-year or above",2934.0,7165.0,10099.0,0,2,0,1,"Mercy College, 555 Broadway, Dobbs Ferry, NY, 10522"
4767,Mercy College,Mercy College - Bronx Campus,1200 Waters Place,Bronx,NY,10461,2,"Private nonprofit, 4-year or above",2934.0,7165.0,10099.0,0,0,0,3,"Mercy College, 1200 Waters Place, Bronx, NY, 10461"
4787,Mount Saint Mary College,Main Campus,330 POWELL AVE,NEWBURGH,NY,12550,2,"Private nonprofit, 4-year or above",681.0,1787.0,2468.0,2,0,0,1,"Mount Saint Mary College, 330 POWELL AVE, NEWBURGH, NY, 12550"
4810,New York University,NYU Main Campus,70 WASHINGTON SQ SOUTH,NEW YORK,NY,10012,2,"Private nonprofit, 4-year or above",22152.0,28398.0,50550.0,16,8,0,0,"New York University, 70 WASHINGTON SQ SOUTH, NEW YORK, NY, 10012"
4822,New York University,NYU in Abu Dhabi,P.O. Box 129188,Abu Dhabi,,,2,"Private nonprofit, 4-year or above",22152.0,28398.0,50550.0,1,1,0,0,
4824,New York University,"NYU in Washington, DC","1307 L Street, NW",Washington,DC,200054112,2,"Private nonprofit, 4-year or above",22152.0,28398.0,50550.0,1,0,0,0,"New York University, 1307 L Street, NW, Washington, DC, 200054112"
4825,New York University,NYU Tandon School of Engineering,SIX METROTECH CTR,BROOKLYN,NY,112013840,2,"Private nonprofit, 4-year or above",22152.0,28398.0,50550.0,2,0,0,0,"New York University, SIX METROTECH CTR, BROOKLYN, NY, 112013840"
4834,New York Institute of Technology,Main Campus,Northern Blvd,Old Westbury,NY,115688000,2,"Private nonprofit, 4-year or above",4350.0,3278.0,7628.0,0,1,0,0,"New York Institute of Technology, Northern Blvd, Old Westbury, NY, 115688000"
4836,New York Institute of Technology,Central Islip,300 Carleton Ave.,Central Islip,NY,117229029,2,"Private nonprofit, 4-year or above",4350.0,3278.0,7628.0,0,3,0,0,"New York Institute of Technology, 300 Carleton Ave., Central Islip, NY, 117229029"
4846,Pace University-New York,Pace University,1 PACE PLAZA,NEW YORK,NY,100381598,2,"Private nonprofit, 4-year or above",5214.0,8031.0,13245.0,1,2,0,0,"Pace University-New York, 1 PACE PLAZA, NEW YORK, NY, 100381598"
4848,Pace University-New York,Pleasantville/Briarcliff,861 Bedford Rd,Pleasantville,NY,10570,2,"Private nonprofit, 4-year or above",5214.0,8031.0,13245.0,1,0,0,1,"Pace University-New York, 861 Bedford Rd, Pleasantville, NY, 10570"
4873,The Sage Colleges,Russell Sage College for Women,65 First St.,TROY,NY,12180,2,"Private nonprofit, 4-year or above",520.0,2193.0,2713.0,0,0,0,1,"The Sage Colleges, 65 First St., TROY, NY, 12180"
4874,The Sage Colleges,Sage College of Albany,140 New Scotland Ave.,Albany,NY,12208,2,"Private nonprofit, 4-year or above",520.0,2193.0,2713.0,1,0,0,0,"The Sage Colleges, 140 New Scotland Ave., Albany, NY, 12208"
4879,St Lawrence University,St. Lawrence University,23 Romoda Drive,CANTON,NY,13617,2,"Private nonprofit, 4-year or above",1106.0,1358.0,2464.0,2,3,0,0,"St Lawrence University, 23 Romoda Drive, CANTON, NY, 13617"
4895,St John's University-New York,Main Campus,8000 UTOPIA PKY,JAMAICA,NY,11439,2,"Private nonprofit, 4-year or above",8884.0,12192.0,21076.0,4,2,1,1,"St John's University-New York, 8000 UTOPIA PKY, JAMAICA, NY, 11439"
4896,St John's University-New York,STATEN ISLAND,300 HOWARD AVE.,STATEN ISLAND,NY,10301,2,"Private nonprofit, 4-year or above",8884.0,12192.0,21076.0,0,0,0,1,"St John's University-New York, 300 HOWARD AVE., STATEN ISLAND, NY, 10301"
4911,Morrisville State College,Morrisville State College,State Route 20,MORRISVILLE,NY,134080901,1,"Public, 4-year or above",1565.0,1438.0,3003.0,1,0,0,0,"Morrisville State College, State Route 20, MORRISVILLE, NY, 134080901"
4918,SUNY College of Environmental Science and Forestry,SUNY College of Environmental Science and Forestry,ONE FORESTRY DR,SYRACUSE,NY,13210,1,"Public, 4-year or above",1145.0,1041.0,2186.0,3,0,0,0,"SUNY College of Environmental Science and Forestry, ONE FORESTRY DR, SYRACUSE, NY, 13210"
4927,State University of New York at New Paltz,"State University of New York, College at New Paltz",1 Hawk Drive,NEW PALTZ,NY,12561,1,"Public, 4-year or above",2867.0,4761.0,7628.0,12,8,0,0,"State University of New York at New Paltz, 1 Hawk Drive, NEW PALTZ, NY, 12561"
4935,SUNY College at Plattsburgh,Main Campus,101 Broad Street,PLATTSBURGH,NY,12901,1,"Public, 4-year or above",2324.0,3196.0,5520.0,10,6,0,2,"SUNY College at Plattsburgh, 101 Broad Street, PLATTSBURGH, NY, 12901"
4936,SUNY College at Plattsburgh,Queensbury,640 Bay Road,Queensbury,NY,128041445,1,"Public, 4-year or above",2324.0,3196.0,5520.0,2,1,1,1,"SUNY College at Plattsburgh, 640 Bay Road, Queensbury, NY, 128041445"
4991,Tompkins Cortland Community College,Main Campus,170 NORTH ST,DRYDEN,NY,13053,4,"Public, 2-year",1236.0,1607.0,2843.0,0,0,1,2,"Tompkins Cortland Community College, 170 NORTH ST, DRYDEN, NY, 13053"
5019,Union College,Main Campus,807 UNION ST,SCHENECTADY,NY,123082311,2,"Private nonprofit, 4-year or above",1203.0,1000.0,2203.0,4,1,2,2,"Union College, 807 UNION ST, SCHENECTADY, NY, 123082311"
5020,Union Theological Seminary in the City of New York,Main Campus,3041 BROADWAY,NEW YORK,NY,100275792,2,"Private nonprofit, 4-year or above",95.0,147.0,242.0,0,0,1,0,"Union Theological Seminary in the City of New York, 3041 BROADWAY, NEW YORK, NY, 100275792"
5128,Davidson College,Main Campus,102 North Main Street,Davidson,NC,28035,2,"Private nonprofit, 4-year or above",911.0,885.0,1796.0,20,5,0,0,"Davidson College, 102 North Main Street, Davidson, NC, 28035"
5155,Guilford College,Main Campus,5800 W FRIENDLY AVE,GREENSBORO,NC,27410,2,"Private nonprofit, 4-year or above",867.0,942.0,1809.0,2,2,0,2,"Guilford College, 5800 W FRIENDLY AVE, GREENSBORO, NC, 27410"
5157,Guilford Technical Community College,GTCC High Point Campus,901 South Main Street,High Point,NC,27260,4,"Public, 2-year",4765.0,6294.0,11059.0,0,1,0,0,"Guilford Technical Community College, 901 South Main Street, High Point, NC, 27260"
5158,Guilford Technical Community College,Greensboro Campus,3505 East Wendover Avenue,Greensboro,NC,27405,4,"Public, 2-year",4765.0,6294.0,11059.0,0,1,0,0,"Guilford Technical Community College, 3505 East Wendover Avenue, Greensboro, NC, 27405"
5179,Lenoir-Rhyne University,Main Campus,625 7TH Ave. NE,HICKORY,NC,28601,2,"Private nonprofit, 4-year or above",914.0,1609.0,2523.0,10,0,0,0,"Lenoir-Rhyne University, 625 7TH Ave. NE, HICKORY, NC, 28601"
5181,Lenoir-Rhyne University,"Lutheran Theological Southern Seminary and Center for Graduate Studies, Columbia",4201 N. Main St.,Columbia,SC,29203,2,"Private nonprofit, 4-year or above",914.0,1609.0,2523.0,0,0,0,2,"Lenoir-Rhyne University, 4201 N. Main St., Columbia, SC, 29203"
5263,St Andrews University,Main Campus,1700 DOGWOOD MILE,LAURINBURG,NC,283525521,2,"Private nonprofit, 4-year or above",386.0,336.0,722.0,0,0,1,0,"St Andrews University, 1700 DOGWOOD MILE, LAURINBURG, NC, 283525521"
5266,Southwestern Community College,Macon Campus,44 Siler Farm Road,Franklin,NC,28734,4,"Public, 2-year",999.0,1468.0,2467.0,0,1,0,0,"Southwestern Community College, 44 Siler Farm Road, Franklin, NC, 28734"
5284,Wake Forest University,Main Campus,1834 Wake Forest Rd.,Winston-Salem,NC,27109,2,"Private nonprofit, 4-year or above",3717.0,4251.0,7968.0,3,3,1,2,"Wake Forest University, 1834 Wake Forest Rd., Winston-Salem, NC, 27109"
5285,Wake Forest University,Medical Center Campus,Medical Center Blvd.,Winston-Salem,NC,27157,2,"Private nonprofit, 4-year or above",3717.0,4251.0,7968.0,2,1,0,3,"Wake Forest University, Medical Center Blvd., Winston-Salem, NC, 27157"
5297,Wake Technical Community College,Northern Wake Campus,6600 Louisburg Rd,Raleigh,NC,27616,4,"Public, 2-year",9868.0,11879.0,21747.0,0,0,0,1,"Wake Technical Community College, 6600 Louisburg Rd, Raleigh, NC, 27616"
5300,Wake Technical Community College,Beltline Education Center,3200 Bush Street,Raleigh,NC,27609,4,"Public, 2-year",9868.0,11879.0,21747.0,0,1,0,0,"Wake Technical Community College, 3200 Bush Street, Raleigh, NC, 27609"
5307,Wilkes Community College,Main Campus,1328 SOUTH COLLEGIATE DR,WILKESBORO,NC,28697,4,"Public, 2-year",1195.0,1414.0,2609.0,0,2,0,0,"Wilkes Community College, 1328 SOUTH COLLEGIATE DR, WILKESBORO, NC, 28697"
5310,Wilkes Community College,North Wilkesboro Center,122 White Pine Street,North Wilkesboro,NC,28659,4,"Public, 2-year",1195.0,1414.0,2609.0,0,1,0,0,"Wilkes Community College, 122 White Pine Street, North Wilkesboro, NC, 28659"
5351,North Dakota State College of Science,Main Campus,800 N 6TH ST,WAHPETON,ND,58076,4,"Public, 2-year",1711.0,1292.0,3003.0,0,0,1,0,"North Dakota State College of Science, 800 N 6TH ST, WAHPETON, ND, 58076"
5378,Ashland University,Ashland University,401 College Ave,Ashland,OH,448053702,2,"Private nonprofit, 4-year or above",3245.0,3334.0,6579.0,6,0,0,0,"Ashland University, 401 College Ave, Ashland, OH, 448053702"
5380,Ashland University,Elyria Program Center,1005 N Abbe Rd,Elyria,OH,44035,2,"Private nonprofit, 4-year or above",3245.0,3334.0,6579.0,1,0,0,0,"Ashland University, 1005 N Abbe Rd, Elyria, OH, 44035"
5431,Columbus College of Art and Design,Main Campus,60 Cleveland Ave.,COLUMBUS,OH,43215,2,"Private nonprofit, 4-year or above",351.0,744.0,1095.0,0,2,0,0,"Columbus College of Art and Design, 60 Cleveland Ave., COLUMBUS, OH, 43215"
5440,Cuyahoga Community College District,Metropolitan Campus,2900 Community College Ave.,Cleveland,OH,44115,4,"Public, 2-year",9311.0,14676.0,23987.0,1,1,0,0,"Cuyahoga Community College District, 2900 Community College Ave., Cleveland, OH, 44115"
5441,Cuyahoga Community College District,Eastern Campus,4250 Richmond RD.,Highland Hills,OH,44122,4,"Public, 2-year",9311.0,14676.0,23987.0,0,0,1,0,"Cuyahoga Community College District, 4250 Richmond RD., Highland Hills, OH, 44122"
5455,Denison University,Denison University,100 West Loop,GRANVILLE,OH,43023,2,"Private nonprofit, 4-year or above",1020.0,1257.0,2277.0,4,3,0,0,"Denison University, 100 West Loop, GRANVILLE, OH, 43023"
5479,Hiram College,Main Campus,11753 Garfield Road,HIRAM,OH,44234,2,"Private nonprofit, 4-year or above",543.0,571.0,1114.0,2,1,0,0,"Hiram College, 11753 Garfield Road, HIRAM, OH, 44234"
5504,Kenyon College,Main Campus,101 Scott Lane,GAMBIER,OH,43022,2,"Private nonprofit, 4-year or above",770.0,938.0,1708.0,20,1,0,0,"Kenyon College, 101 Scott Lane, GAMBIER, OH, 43022"
5525,Mercy College of Ohio,Mercy College of Ohio - Youngstown,1044 Belmont Avenue,Youngstown,OH,445011790,2,"Private nonprofit, 4-year or above",188.0,1163.0,1351.0,0,0,0,17,"Mercy College of Ohio, 1044 Belmont Avenue, Youngstown, OH, 445011790"
5529,Miami University-Oxford,Miami University-Oxford (204024),501 East High Street,Oxford,OH,45056,1,"Public, 4-year or above",9207.0,10490.0,19697.0,19,6,0,10,"Miami University-Oxford, 501 East High Street, Oxford, OH, 45056"
5535,Miami University-Oxford,Miami University-Dublin Cofman,6780 Coffman Road,Dublin,OH,450171027,1,"Public, 4-year or above",9207.0,10490.0,19697.0,1,0,0,0,"Miami University-Oxford, 6780 Coffman Road, Dublin, OH, 450171027"
5541,University of Mount Union,University of Mount Union,1972 CLARK AVE,ALLIANCE,OH,44601,2,"Private nonprofit, 4-year or above",1165.0,1116.0,2281.0,4,0,0,1,"University of Mount Union, 1972 CLARK AVE, ALLIANCE, OH, 44601"
5556,Northeast Ohio Medical University,Main Campus,4209 STATE ROUTE 44,ROOTSTOWN,OH,442720095,1,"Public, 4-year or above",478.0,481.0,959.0,0,1,0,0,"Northeast Ohio Medical University, 4209 STATE ROUTE 44, ROOTSTOWN, OH, 442720095"
5563,Ohio State University Agricultural Technical Institute,Main Campus,1328 DOVER RD,WOOSTER,OH,446914000,4,"Public, 2-year",350.0,372.0,722.0,0,1,0,0,"Ohio State University Agricultural Technical Institute, 1328 DOVER RD, WOOSTER, OH, 446914000"
5611,Stark State College,Automotive Technology Center,5600 Whipple Ave NW,North Canton,OH,44720,4,"Public, 2-year",5338.0,7026.0,12364.0,0,0,0,1,"Stark State College, 5600 Whipple Ave NW, North Canton, OH, 44720"
5617,Franciscan University of Steubenville,Main Campus,1235 UNIVERSITY BLVD,STEUBENVILLE,OH,439521763,2,"Private nonprofit, 4-year or above",1124.0,1635.0,2759.0,0,1,0,0,"Franciscan University of Steubenville, 1235 UNIVERSITY BLVD, STEUBENVILLE, OH, 439521763"
5618,Franciscan University of Steubenville,"Franciscan University - Gaming Campus, Austria","Kartause 1, A-3292 Gaming, NO, Austria, Europe",Gaming,,A-3292,2,"Private nonprofit, 4-year or above",1124.0,1635.0,2759.0,1,0,0,0,
5630,University of Toledo,University of Toledo,2801 West Bancroft Street,Toledo,OH,436063390,1,"Public, 4-year or above",10214.0,10401.0,20615.0,4,3,2,0,"University of Toledo, 2801 West Bancroft Street, Toledo, OH, 436063390"
5631,University of Toledo,Health Science Campus,3000 Arlington Avenue,Toledo,OH,43614,1,"Public, 4-year or above",10214.0,10401.0,20615.0,0,1,0,0,"University of Toledo, 3000 Arlington Avenue, Toledo, OH, 43614"
5667,The College of Wooster,Main Campus,1189 Beall Avenue,Wooster,OH,44691,2,"Private nonprofit, 4-year or above",906.0,1097.0,2003.0,5,2,0,0,"The College of Wooster, 1189 Beall Avenue, Wooster, OH, 44691"
5675,Southern Nazarene University,Main Campus,6729 NW 39TH EXPY,BETHANY,OK,73008,2,"Private nonprofit, 4-year or above",1011.0,1175.0,2186.0,0,0,0,8,"Southern Nazarene University, 6729 NW 39TH EXPY, BETHANY, OK, 73008"
5694,Langston University,Main Campus,102 Page Hall,LANGSTON,OK,730500907,1,"Public, 4-year or above",854.0,1566.0,2420.0,3,1,3,4,"Langston University, 102 Page Hall, LANGSTON, OK, 730500907"
5711,University of Oklahoma-Health Sciences Center,Main Campus,1100 N Lindsay,Oklahoma City,OK,731045810,1,"Public, 4-year or above",1088.0,2234.0,3322.0,0,2,3,0,"University of Oklahoma-Health Sciences Center, 1100 N Lindsay, Oklahoma City, OK, 731045810"
5712,University of Oklahoma-Health Sciences Center,The University of Oklahoma-Tulsa Schusterman Ctr,4502 E. 41st Street,Tulsa,OK,741352512,1,"Public, 4-year or above",1088.0,2234.0,3322.0,0,2,0,2,"University of Oklahoma-Health Sciences Center, 4502 E. 41st Street, Tulsa, OK, 741352512"
5730,Rogers State University,Rogers State University,1701 West Will Rogers Blvd.,Claremore,OK,740173252,1,"Public, 4-year or above",1530.0,2373.0,3903.0,0,1,0,0,"Rogers State University, 1701 West Will Rogers Blvd., Claremore, OK, 740173252"
5763,Central Oregon Community College,Main Campus - Bend,2600 NW COLLEGE WAY,BEND,OR,977035933,4,"Public, 2-year",2638.0,3073.0,5711.0,0,3,2,0,"Central Oregon Community College, 2600 NW COLLEGE WAY, BEND, OR, 977035933"
5801,Lane Community College,Main Campus,4000 E 30TH AVE,EUGENE,OR,97405,4,"Public, 2-year",4639.0,4403.0,9042.0,2,2,0,0,"Lane Community College, 4000 E 30TH AVE, EUGENE, OR, 97405"
5805,Lane Community College,LCC at Downtown (Academic),101 West 10th Avenue,Eugene,OR,97401,4,"Public, 2-year",4639.0,4403.0,9042.0,0,1,0,0,"Lane Community College, 101 West 10th Avenue, Eugene, OR, 97401"
5845,Portland Community College,Sylvania Campus,12000 SW 49th Avenue,Portland,OR,972197132,4,"Public, 2-year",13285.0,15209.0,28494.0,0,2,1,3,"Portland Community College, 12000 SW 49th Avenue, Portland, OR, 972197132"
5846,Portland Community College,Rock Creek Campus,17705 NW Springville Road,Portland,OR,97229,4,"Public, 2-year",13285.0,15209.0,28494.0,0,1,0,1,"Portland Community College, 17705 NW Springville Road, Portland, OR, 97229"
5847,Portland Community College,Cascade Campus,705 N Killingsworth Street,Portland,OR,97217,4,"Public, 2-year",13285.0,15209.0,28494.0,1,1,0,1,"Portland Community College, 705 N Killingsworth Street, Portland, OR, 97217"
5851,Portland Community College,Willow Creek  Center,241 SW Edgeway Drive,Beaverton,OR,97006,4,"Public, 2-year",13285.0,15209.0,28494.0,0,0,2,0,"Portland Community College, 241 SW Edgeway Drive, Beaverton, OR, 97006"
5852,Portland Community College,Hillsboro Education Center,775 Se Baseline Street,Hillsboro,OR,97123,4,"Public, 2-year",13285.0,15209.0,28494.0,0,2,0,0,"Portland Community College, 775 Se Baseline Street, Hillsboro, OR, 97123"
5857,Reed College,Main Campus,3203 SE WOODSTOCK BLVD,PORTLAND,OR,972028199,2,"Private nonprofit, 4-year or above",645.0,782.0,1427.0,35,1,0,0,"Reed College, 3203 SE WOODSTOCK BLVD, PORTLAND, OR, 972028199"
5871,Southwestern Oregon Community College,Southwestern Oregon Community College,1988 NEWMARK AVE,COOS BAY,OR,974202912,4,"Public, 2-year",898.0,1262.0,2160.0,1,0,0,0,"Southwestern Oregon Community College, 1988 NEWMARK AVE, COOS BAY, OR, 974202912"
5893,University of Western States,University of Western States,2900 NE 132ND AVE,PORTLAND,OR,972303099,2,"Private nonprofit, 4-year or above",394.0,570.0,964.0,0,0,1,0,"University of Western States, 2900 NE 132ND AVE, PORTLAND, OR, 972303099"
5916,DeSales University,DeSales University (Main Campus),2755 Station Ave,Center Valley,PA,180349568,2,"Private nonprofit, 4-year or above",1294.0,2015.0,3309.0,1,0,0,2,"DeSales University, 2755 Station Ave, Center Valley, PA, 180349568"
5922,The Art Institute of Philadelphia,The Art Institute of Philadelphia,1622 CHESTNUT STREET,PHILADELPHIA,PA,191035198,3,"Private for-profit, 4-year or above",498.0,573.0,1071.0,1,0,0,0,"The Art Institute of Philadelphia, 1622 CHESTNUT STREET, PHILADELPHIA, PA, 191035198"
5936,Bryn Mawr College,Main Campus,101 N MERION AVE,BRYN MAWR,PA,190102899,2,"Private nonprofit, 4-year or above",76.0,1632.0,1708.0,4,5,0,0,"Bryn Mawr College, 101 N MERION AVE, BRYN MAWR, PA, 190102899"
5937,Bucknell University,"Bucknell University, Main Campus",1 Dent Drive,LEWISBURG,PA,17837,2,"Private nonprofit, 4-year or above",1786.0,1840.0,3626.0,11,5,0,1,"Bucknell University, 1 Dent Drive, LEWISBURG, PA, 17837"
5938,Bucks County Community College,Newtown Campus,275 SWAMP RD,Newtown,PA,189404106,4,"Public, 2-year",3683.0,4549.0,8232.0,1,0,0,0,"Bucks County Community College, 275 SWAMP RD, Newtown, PA, 189404106"
5945,Carlow University,Main Campus,3333 Fifth Avenue,Pittsburgh,PA,152133165,2,"Private nonprofit, 4-year or above",305.0,1950.0,2255.0,1,0,0,0,"Carlow University, 3333 Fifth Avenue, Pittsburgh, PA, 152133165"
5948,Carnegie Mellon University,Main Campus,5000 FORBES AVE,PITTSBURGH,PA,15213,2,"Private nonprofit, 4-year or above",7887.0,5371.0,13258.0,8,7,1,0,"Carnegie Mellon University, 5000 FORBES AVE, PITTSBURGH, PA, 15213"
5950,Carnegie Mellon University,Qatar,Education City,Doha,,,2,"Private nonprofit, 4-year or above",7887.0,5371.0,13258.0,0,0,0,1,
5971,Dickinson College,Main Campus,P.O. Box 1773,CARLISLE,PA,170132896,2,"Private nonprofit, 4-year or above",1000.0,1420.0,2420.0,9,6,0,0,"Dickinson College, P.O. Box 1773, CARLISLE, PA, 170132896"
5987,Eastern University,Main Campus,1300 EAGLE RD,SAINT DAVIDS,PA,190873696,2,"Private nonprofit, 4-year or above",1034.0,2386.0,3420.0,0,2,0,0,"Eastern University, 1300 EAGLE RD, SAINT DAVIDS, PA, 190873696"
6012,Franklin and Marshall College,Franklin and Marshall College Main Campus,415 Harrisburg Ave.,LANCASTER,PA,176043003,2,"Private nonprofit, 4-year or above",1062.0,1193.0,2255.0,9,5,3,1,"Franklin and Marshall College, 415 Harrisburg Ave., LANCASTER, PA, 176043003"
6013,Franklin and Marshall College,Bath England Campus,"Advanced Studies in England, Nelson House, 2 Pierrepont Street",Bath,,BA1 1LB,2,"Private nonprofit, 4-year or above",1062.0,1193.0,2255.0,1,0,0,0,
6025,Harrisburg Area Community College-Harrisburg,Harrisburg Campus,ONE HACC Drive,HARRISBURG,PA,17110,4,"Public, 2-year",6766.0,12071.0,18837.0,0,2,0,0,"Harrisburg Area Community College-Harrisburg, ONE HACC Drive, HARRISBURG, PA, 17110"
6027,Harrisburg Area Community College-Harrisburg,Harrisburg Area Community College York Campus,2010 Pennsylvania Avenue,York,PA,17404,4,"Public, 2-year",6766.0,12071.0,18837.0,0,0,0,1,"Harrisburg Area Community College-Harrisburg, 2010 Pennsylvania Avenue, York, PA, 17404"
6032,Commonwealth Technical Institute,Main Campus,727 GOUCHER ST,JOHNSTOWN,PA,159053092,5,"Private nonprofit, 2-year",137.0,51.0,188.0,0,2,0,0,"Commonwealth Technical Institute, 727 GOUCHER ST, JOHNSTOWN, PA, 159053092"
6039,Indiana University of Pennsylvania-Main Campus,Main Campus,850 MAPLE STREET,INDIANA,PA,15705,1,"Public, 4-year or above",5601.0,7370.0,12971.0,1,1,3,4,"Indiana University of Pennsylvania-Main Campus, 850 MAPLE STREET, INDIANA, PA, 15705"
6040,Indiana University of Pennsylvania-Main Campus,Punxsutawney Campus,1010 WINSLOW ST,PUNXSUTAWNEY,PA,15767,1,"Public, 4-year or above",5601.0,7370.0,12971.0,1,0,0,0,"Indiana University of Pennsylvania-Main Campus, 1010 WINSLOW ST, PUNXSUTAWNEY, PA, 15767"
6086,Lutheran Theological Seminary at Philadelphia,Main Campus,7301 GERMANTOWN AVE,PHILADELPHIA,PA,191191794,2,"Private nonprofit, 4-year or above",81.0,109.0,190.0,0,0,0,1,"Lutheran Theological Seminary at Philadelphia, 7301 GERMANTOWN AVE, PHILADELPHIA, PA, 191191794"
6107,Muhlenberg College,Muhlenberg College,2400 Chew Street,Allentown,PA,18104,2,"Private nonprofit, 4-year or above",952.0,1456.0,2408.0,8,2,0,0,"Muhlenberg College, 2400 Chew Street, Allentown, PA, 18104"
6112,Northampton County Area Community College,Main Campus,3835 GREEN POND RD,BETHLEHEM,PA,180207599,4,"Public, 2-year",4098.0,5969.0,10067.0,0,1,0,4,"Northampton County Area Community College, 3835 GREEN POND RD, BETHLEHEM, PA, 180207599"
6113,Northampton County Area Community College,Northampton Community College -Monroe,205 Old Mill Road,Tannersville,PA,18372,4,"Public, 2-year",4098.0,5969.0,10067.0,0,0,0,1,"Northampton County Area Community College, 205 Old Mill Road, Tannersville, PA, 18372"
6129,Pennsylvania State University-Penn State Altoona,Altoona Campus Penn State,3000 IVYSIDE PK,ALTOONA,PA,16601,1,"Public, 4-year or above",1913.0,1578.0,3491.0,4,3,0,0,"Pennsylvania State University-Penn State Altoona, 3000 IVYSIDE PK, ALTOONA, PA, 16601"
6149,Pennsylvania College of Art and Design,Main Campus,204 N PRINCE ST,LANCASTER,PA,176030059,2,"Private nonprofit, 4-year or above",77.0,156.0,233.0,1,0,0,0,"Pennsylvania College of Art and Design, 204 N PRINCE ST, LANCASTER, PA, 176030059"
6183,Pittsburgh Technical Institute,Main Campus,1111 McKee Road,Oakdale,PA,15071,6,"Private for-profit, 2-year",1094.0,786.0,1880.0,1,1,0,0,"Pittsburgh Technical Institute, 1111 McKee Road, Oakdale, PA, 15071"
6190,Reading Hospital School of Health Sciences,Main Campus,420 S. 5TH AVENUE,WEST READING,PA,196126052,5,"Private nonprofit, 2-year",51.0,271.0,322.0,0,0,0,1,"Reading Hospital School of Health Sciences, 420 S. 5TH AVENUE, WEST READING, PA, 196126052"
6224,Temple University,Main Campus,1801 N. BROAD STREET,PHILADELPHIA,PA,191226096,1,"Public, 4-year or above",18627.0,20669.0,39296.0,6,1,2,2,"Temple University, 1801 N. BROAD STREET, PHILADELPHIA, PA, 191226096"
6226,Temple University,Health Science Campus,3401 N. BROAD ST.,PHILADELPHIA,PA,19140,1,"Public, 4-year or above",18627.0,20669.0,39296.0,1,2,0,4,"Temple University, 3401 N. BROAD ST., PHILADELPHIA, PA, 19140"
6250,Washington & Jefferson College,Main Campus,60 S LINCOLN ST,WASHINGTON,PA,15301,2,"Private nonprofit, 4-year or above",718.0,688.0,1406.0,4,3,0,0,"Washington & Jefferson College, 60 S LINCOLN ST, WASHINGTON, PA, 15301"
6268,Wilkes University,Wilkes  University,84 West South Street,Wilkes-Barre,PA,18766,2,"Private nonprofit, 4-year or above",2084.0,3468.0,5552.0,4,2,0,1,"Wilkes University, 84 West South Street, Wilkes-Barre, PA, 18766"
