,INSTNM,BRANCH,Address,City,State,ZIP,sector_cd,Sector_desc,men_total,women_total,Total,RAPE16,FONDL16,ROBBE16,AGG_A16,geo_address,lat_lng,lat,long
1998,Joliet Junior College,Main Campus,1215 HOUBOLT RD,JOLIET,IL,60431,4,"Public, 2-year",7052.0,8331.0,15383.0,0,0,0,1,"1215 HOUBOLT RD, JOLIET, IL, 60431","[41.5007756, -88.1799424]",41.5007756,-88.1799424
2004,Judson University,Elgin Campus,1151 N STATE ST,ELGIN,IL,601231498,2,"Private nonprofit, 4-year or above",513.0,785.0,1298.0,0,2,0,0,"1151 N STATE ST, ELGIN, IL, 601231498","[42.0620182, -88.29250239999999]",42.0620182,-88.2925024
2007,Kaskaskia College,Main Campus,27210 COLLEGE RD,CENTRALIA,IL,62801,4,"Public, 2-year",1488.0,2177.0,3665.0,0,1,0,0,"27210 COLLEGE RD, CENTRALIA, IL, 62801","[38.5625771, -89.1925433]",38.5625771,-89.1925433
2010,Knox College,Knox College,2 E SOUTH ST,GALESBURG,IL,614019999,2,"Private nonprofit, 4-year or above",557.0,802.0,1359.0,4,8,0,0,"2 E SOUTH ST, GALESBURG, IL, 614019999","[40.9434729, -90.3701785]",40.9434729,-90.3701785
2012,College of Lake County,Grayslake Campus,19351 W WASHINGTON ST.,GRAYSLAKE,IL,600301198,4,"Public, 2-year",6683.0,8085.0,14768.0,0,2,0,0,"19351 W WASHINGTON ST., GRAYSLAKE, IL, 600301198","[42.3540735, -88.012306]",42.3540735,-88.012306
2015,Lake Forest College,Main Campus,555 N SHERIDAN ROAD,LAKE FOREST,IL,600452399,2,"Private nonprofit, 4-year or above",673.0,905.0,1578.0,4,0,0,1,"555 N SHERIDAN ROAD, LAKE FOREST, IL, 600452399","[42.250595, -87.8277062]",42.250595,-87.8277062
2022,Lewis University,Main Campus,ONE UNIVERSITY PARKWAY,ROMEOVILLE,IL,604462200,2,"Private nonprofit, 4-year or above",2809.0,3735.0,6544.0,2,1,0,1,"ONE UNIVERSITY PARKWAY, ROMEOVILLE, IL, 604462200","[41.6047245, -88.08133339999999]",41.6047245,-88.0813334
2032,Lincoln College,Main Campus,300 KEOKUK ST,LINCOLN,IL,62656,2,"Private nonprofit, 4-year or above",480.0,589.0,1069.0,3,0,0,0,"300 KEOKUK ST, LINCOLN, IL, 62656","[40.1575092, -89.3606727]",40.1575092,-89.3606727
2034,Lincoln Land Community College,Main Campus,5250 SHEPHERD RD,SPRINGFIELD,IL,627949256,4,"Public, 2-year",2424.0,3320.0,5744.0,0,0,0,2,"5250 SHEPHERD RD, SPRINGFIELD, IL, 627949256","[39.7229502, -89.6150483]",39.7229502,-89.6150483
2043,Loyola University Chicago,Lake Shore Campus,1032 W. Sheridan Rd.,CHICAGO,IL,60626,2,"Private nonprofit, 4-year or above",5587.0,10835.0,16422.0,3,2,0,0,"1032 W. Sheridan Rd., CHICAGO, IL, 60626","[41.9982254, -87.6570627]",41.9982254,-87.6570627
2049,Lutheran School of Theology at Chicago,Main Campus,1100 E 55TH ST,CHICAGO,IL,606155112,2,"Private nonprofit, 4-year or above",146.0,66.0,212.0,0,1,0,0,"1100 E 55TH ST, CHICAGO, IL, 606155112","[41.7958154, -87.5984632]",41.7958154,-87.5984632
2053,MacMurray College,MacMurray College,447 E COLLEGE AVE,JACKSONVILLE,IL,62650,2,"Private nonprofit, 4-year or above",276.0,276.0,552.0,3,0,0,0,"447 E COLLEGE AVE, JACKSONVILLE, IL, 62650","[39.7320718, -90.2225976]",39.7320718,-90.2225976
2054,McCormick Theological Seminary,Main Campus,5460 S. University Avenue,Chicago,IL,60615,2,"Private nonprofit, 4-year or above",109.0,91.0,200.0,0,1,0,0,"5460 S. University Avenue, Chicago, IL, 60615","[41.7963092, -87.59886829999999]",41.7963092,-87.5988683
2061,Millikin University,Main Campus,1184 W MAIN ST,DECATUR,IL,625222084,2,"Private nonprofit, 4-year or above",856.0,1199.0,2055.0,3,1,0,0,"1184 W MAIN ST, DECATUR, IL, 625222084","[39.8433566, -88.975267]",39.8433566,-88.975267
2062,Monmouth College,Main Campus,700 E BROADWAY,MONMOUTH,IL,614621998,2,"Private nonprofit, 4-year or above",548.0,599.0,1147.0,4,2,0,0,"700 E BROADWAY, MONMOUTH, IL, 614621998","[40.9137541, -90.6388503]",40.9137541,-90.6388503
2063,Moody Bible Institute,Chicago Campus,820 N LaSalle Blvd,Chicago,IL,606103284,2,"Private nonprofit, 4-year or above",2062.0,1539.0,3601.0,1,1,1,4,"820 N LaSalle Blvd, Chicago, IL, 606103284","[41.8973004, -87.633019]",41.8973004,-87.633019
2064,Moody Bible Institute,Spokane,611 E. Indina Avenue,Spokane,WA,99207,2,"Private nonprofit, 4-year or above",2062.0,1539.0,3601.0,0,0,0,2,"611 E. Indina Avenue, Spokane, WA, 99207","[47.6756392, -117.400589]",47.6756392,-117.400589
2066,Moraine Valley Community College,Moraine Valley Community College,9000 W. College Parkway,PALOS HILLS,IL,604650937,4,"Public, 2-year",7254.0,7767.0,15021.0,0,2,0,0,"9000 W. College Parkway, PALOS HILLS, IL, 604650937","[41.6922508, -87.83893560000001]",41.6922508,-87.8389356
2080,North Central College,Main Campus,30 N BRAINARD ST,NAPERVILLE,IL,60540,2,"Private nonprofit, 4-year or above",1366.0,1583.0,2949.0,4,1,0,0,"30 N BRAINARD ST, NAPERVILLE, IL, 60540","[41.7757531, -88.1428133]",41.7757531,-88.1428133
2083,Northern Illinois University,Main Campus,1425 West Lincoln Highway,DeKalb,IL,601152854,1,"Public, 4-year or above",9440.0,9575.0,19015.0,7,2,2,6,"1425 West Lincoln Highway, DeKalb, IL, 601152854","[41.9339755, -88.77985369999999]",41.9339755,-88.7798537
2089,Northwestern University,Main Campus,633 CLARK ST,EVANSTON,IL,602081320,2,"Private nonprofit, 4-year or above",11336.0,10487.0,21823.0,13,1,0,1,"633 CLARK ST, EVANSTON, IL, 602081320","[42.0506258, -87.679727]",42.0506258,-87.679727
2090,Northwestern University,Chicago Campus,710 N. Lake Shore Drive,Chicago,IL,606113078,2,"Private nonprofit, 4-year or above",11336.0,10487.0,21823.0,2,0,1,2,"710 N. Lake Shore Drive, Chicago, IL, 606113078","[41.895236, -87.61686379999999]",41.895236,-87.6168638
2095,Oakton Community College,Main Campus,1600 E GOLF RD,DES PLAINES,IL,600161268,4,"Public, 2-year",4572.0,4871.0,9443.0,0,1,0,0,"1600 E GOLF RD, DES PLAINES, IL, 600161268","[42.0633881, -87.88022260000001]",42.0633881,-87.8802226
2096,Oakton Community College,Ray Hartstein Skokie Campus,7701 Lincloln Avenue,Skokie,IL,60077,4,"Public, 2-year",4572.0,4871.0,9443.0,0,1,0,0,"7701 Lincloln Avenue, Skokie, IL, 60077","[42.0211676, -87.7494991]",42.0211676,-87.7494991
2101,Parkland College,Main Campus,2400 W BRADLEY AVE,CHAMPAIGN,IL,618211899,4,"Public, 2-year",3530.0,4039.0,7569.0,0,3,0,0,"2400 W BRADLEY AVE, CHAMPAIGN, IL, 618211899","[40.1327671, -88.29075979999999]",40.1327671,-88.2907598
2110,Richland Community College,Main Campus,One College Park,Decatur,IL,625218512,4,"Public, 2-year",1180.0,1659.0,2839.0,0,0,0,1,"One College Park, Decatur, IL, 625218512","[39.88411800000001, -88.8960311]",39.884118,-88.8960311
2121,Rock Valley College,Main Campus,3301 N MULFORD RD,ROCKFORD,IL,611145699,4,"Public, 2-year",3485.0,4214.0,7699.0,1,0,0,0,"3301 N MULFORD RD, ROCKFORD, IL, 611145699","[42.30968439999999, -88.9994207]",42.3096844,-88.9994207
2128,Rockford University,Main Campus,5050 E STATE ST,ROCKFORD,IL,611082393,2,"Private nonprofit, 4-year or above",558.0,729.0,1287.0,4,0,0,1,"5050 E STATE ST, ROCKFORD, IL, 611082393","[42.2688957, -89.0187474]",42.2688957,-89.0187474
2129,Roosevelt University,Chicago Campus,430 S MICHIGAN AVE,CHICAGO,IL,606051394,2,"Private nonprofit, 4-year or above",1628.0,3072.0,4700.0,0,1,1,0,"430 S MICHIGAN AVE, CHICAGO, IL, 606051394","[41.87599580000001, -87.62485509999999]",41.8759958,-87.6248551
2131,Dominican University,Main Campus,7900 W Division St.,River Forest,IL,60305,2,"Private nonprofit, 4-year or above",1027.0,2495.0,3522.0,1,0,0,0,"7900 W Division St., River Forest, IL, 60305","[41.902411, -87.822057]",41.902411,-87.822057
2132,Dominican University,Priory Campus,7200 w. Division,River Forest,IL,60305,2,"Private nonprofit, 4-year or above",1027.0,2495.0,3522.0,0,1,0,0,"7200 w. Division, River Forest, IL, 60305","[41.9028824, -87.807554]",41.9028824,-87.807554
2133,Rush University,Main Campus,600 S. Paulina Ave,CHICAGO,IL,606123833,2,"Private nonprofit, 4-year or above",645.0,1858.0,2503.0,0,2,2,9,"600 S. Paulina Ave, CHICAGO, IL, 606123833","[41.873283, -87.6693633]",41.873283,-87.6693633
2135,University of St Francis,Main Campus,500 N WILCOX ST,JOLIET,IL,604356188,2,"Private nonprofit, 4-year or above",979.0,2885.0,3864.0,0,1,0,0,"500 N WILCOX ST, JOLIET, IL, 604356188","[41.533381, -88.0971031]",41.533381,-88.0971031
2139,University of Illinois at Springfield,University of Illinois at Springfield,One University Plaza,Springfield,IL,627949243,1,"Public, 4-year or above",2805.0,2623.0,5428.0,2,2,0,1,"One University Plaza, Springfield, IL, 627949243","[39.7260708, -89.6186903]",39.7260708,-89.6186903
2160,Southern Illinois University-Carbondale,Southern Illinois University Carbondale,Anthony Hall Room 116,Carbondale,IL,629014512,1,"Public, 4-year or above",8583.0,7404.0,15987.0,4,2,0,8,"Anthony Hall Room 116, Carbondale, IL, 629014512","[37.7152379, -89.2167419]",37.7152379,-89.2167419
2164,Southern Illinois University-Edwardsville,SIUE School of Nursing Program at Carbondale,600 Agricultural Drive,Carbondale,IL,62901,1,"Public, 4-year or above",6479.0,7663.0,14142.0,0,0,0,1,"600 Agricultural Drive, Carbondale, IL, 62901","[37.715312, -89.2216839]",37.715312,-89.2216839
2167,South Suburban College,Main Campus,15800 S STATE ST,SOUTH HOLLAND,IL,604731200,4,"Public, 2-year",1233.0,2470.0,3703.0,0,0,0,1,"15800 S STATE ST, SOUTH HOLLAND, IL, 604731200","[41.60636179999999, -87.6187563]",41.6063618,-87.6187563
2173,Trinity International University-Illinois,Deerfield Campus,2065 HALF DAY RD,DEERFIELD,IL,600151283,2,"Private nonprofit, 4-year or above",1349.0,765.0,2114.0,1,0,0,1,"2065 HALF DAY RD, DEERFIELD, IL, 600151283","[42.1978322, -87.8793936]",42.1978322,-87.8793936
2175,Triton College,Main Campus,2000 5th Ave.,River Grove,IL,60171,4,"Public, 2-year",5028.0,6358.0,11386.0,0,0,0,1,"2000 5th Ave., River Grove, IL, 60171","[41.9150378, -87.83885889999999]",41.9150378,-87.8388589
2180,Western Illinois University,Macomb Campus,1 UNIVERSITY CIRCLE,MACOMB,IL,61455,1,"Public, 4-year or above",4946.0,5427.0,10373.0,10,1,0,1,"1 UNIVERSITY CIRCLE, MACOMB, IL, 61455","[40.4761742, -90.6844012]",40.4761742,-90.6844012
2182,Wheaton College,Main Campus,501 E COLLEGE AVE,WHEATON,IL,601875593,2,"Private nonprofit, 4-year or above",1326.0,1575.0,2901.0,0,1,0,0,"501 E COLLEGE AVE, WHEATON, IL, 601875593","[41.868737, -88.09960579999999]",41.868737,-88.0996058
2188,Ball State University,Main Campus,2000 UNIVERSITY AVE,MUNCIE,IN,47306,1,"Public, 4-year or above",8256.0,13742.0,21998.0,13,10,0,0,"2000 UNIVERSITY AVE, MUNCIE, IN, 47306","[40.1999048, -85.4115988]",40.1999048,-85.4115988
2191,Butler University,Butler University,4600 SUNSET AVE,INDIANAPOLIS,IN,46208,2,"Private nonprofit, 4-year or above",2047.0,3048.0,5095.0,11,4,0,0,"4600 SUNSET AVE, INDIANAPOLIS, IN, 46208","[39.8400607, -86.17203660000001]",39.8400607,-86.1720366
2197,DePauw University,Main Campus,313 S LOCUST ST,GREENCASTLE,IN,461351772,2,"Private nonprofit, 4-year or above",1046.0,1179.0,2225.0,4,3,0,0,"313 S LOCUST ST, GREENCASTLE, IN, 461351772","[39.6408691, -86.86032689999999]",39.6408691,-86.8603269
2200,Earlham College,Earlham College,801 National Road West,Richmond,IN,473744095,2,"Private nonprofit, 4-year or above",487.0,615.0,1102.0,5,0,0,0,"801 National Road West, Richmond, IN, 473744095","[39.8239393, -84.9130069]",39.8239393,-84.9130069
2201,University of Evansville,Main Campus,1800 LINCOLN AVE,EVANSVILLE,IN,47722,2,"Private nonprofit, 4-year or above",1046.0,1368.0,2414.0,3,1,0,0,"1800 LINCOLN AVE, EVANSVILLE, IN, 47722","[37.9702202, -87.5341366]",37.9702202,-87.5341366
2203,Franklin College,Franklin College,101Branigin Blvd.,FRANKLIN,IN,461312598,2,"Private nonprofit, 4-year or above",493.0,530.0,1023.0,5,4,0,0,"101Branigin Blvd., FRANKLIN, IN, 461312598","[39.4787892, -86.0459398]",39.4787892,-86.0459398
2204,Goshen College,Main Campus,1700 S MAIN ST,GOSHEN,IN,465264794,2,"Private nonprofit, 4-year or above",326.0,544.0,870.0,0,4,0,0,"1700 S MAIN ST, GOSHEN, IN, 465264794","[41.562224, -85.82802579999999]",41.562224,-85.8280258
2205,Grace College and Theological Seminary,Main Campus,200 Seminary Drive,Winona Lake,IN,46590,2,"Private nonprofit, 4-year or above",1060.0,1240.0,2300.0,1,1,0,0,"200 Seminary Drive, Winona Lake, IN, 46590","[41.225148, -85.812665]",41.225148,-85.812665
2207,Hanover College,Hanover College,517 Ball Drive,Hanover,IN,47243,2,"Private nonprofit, 4-year or above",467.0,623.0,1090.0,4,0,0,1,"517 Ball Drive, Hanover, IN, 47243","[38.7189081, -85.46231519999999]",38.7189081,-85.4623152
2215,Ivy Tech Community College,Ivy Tech Central Indiana Main Campus,50 WEST FALL CREEK PARKWAY NORTH DRIVE,INDIANAPOLIS,IN,462085752,4,"Public, 2-year",33843.0,45067.0,78910.0,0,3,0,1,"50 WEST FALL CREEK PARKWAY NORTH DRIVE, INDIANAPOLIS, IN, 462085752","[39.8039066, -86.1580864]",39.8039066,-86.1580864
2239,Indiana University-Purdue University-Fort Wayne,Main Campus,2101 E COLISEUM BLVD,FORT WAYNE,IN,468051499,1,"Public, 4-year or above",5255.0,6755.0,12010.0,2,2,0,0,"2101 E COLISEUM BLVD, FORT WAYNE, IN, 468051499","[41.1156421, -85.1117074]",41.1156421,-85.1117074
2240,Indiana University-Purdue University-Indianapolis,Main Campus,301 University Blvd.,INDIANAPOLIS,IN,462022896,1,"Public, 4-year or above",13114.0,16690.0,29804.0,4,1,4,22,"301 University Blvd., INDIANAPOLIS, IN, 462022896","[39.772215, -86.17526459999999]",39.772215,-86.1752646
2242,Indiana University-Purdue University-Indianapolis,IUSM - Bloomington,1001 East 3rd Street,Bloomington,IN,47405,1,"Public, 4-year or above",13114.0,16690.0,29804.0,15,9,2,1,"1001 East 3rd Street, Bloomington, IN, 47405","[39.164341, -86.521304]",39.164341,-86.521304
2243,Indiana University-Purdue University-Indianapolis,IUSM - Evansville,8600 University Blvd,Evansville,IN,47712,1,"Public, 4-year or above",13114.0,16690.0,29804.0,3,4,1,0,"8600 University Blvd, Evansville, IN, 47712","[37.9614351, -87.6761982]",37.9614351,-87.6761982
2244,Indiana University-Purdue University-Indianapolis,IUSM - Ft. Wayne,2101 Coliseum Blvd. East,Fort Wayne,IN,46805,1,"Public, 4-year or above",13114.0,16690.0,29804.0,2,2,0,0,"2101 Coliseum Blvd. East, Fort Wayne, IN, 46805","[41.1156421, -85.1117074]",41.1156421,-85.1117074
2245,Indiana University-Purdue University-Indianapolis,IUSM -  West Lafayette,715 Clinic Dr.,West Lafayette,IN,47907,1,"Public, 4-year or above",13114.0,16690.0,29804.0,19,11,2,4,"715 Clinic Dr., West Lafayette, IN, 47907","[40.4210818, -86.9167846]",40.4210818,-86.9167846
2246,Indiana University-Purdue University-Indianapolis,IUSM - Muncie,221 N. Celia Avenue,Muncie,IN,47306,1,"Public, 4-year or above",13114.0,16690.0,29804.0,13,10,0,0,"221 N. Celia Avenue, Muncie, IN, 47306","[40.1952921, -85.41619539999999]",40.1952921,-85.4161954
2248,Indiana University-Purdue University-Indianapolis,IUSM - South Bend,1234 Notre Dame Avenue,South Bend,IN,46617,1,"Public, 4-year or above",13114.0,16690.0,29804.0,11,0,0,2,"1234 Notre Dame Avenue, South Bend, IN, 46617","[41.6923981, -86.23740800000002]",41.6923981,-86.237408
2249,Indiana University-Purdue University-Indianapolis,IUSM - Terre Haute,620 N. Chestnut Street,Terre Haute,IN,47809,1,"Public, 4-year or above",13114.0,16690.0,29804.0,5,3,3,9,"620 N. Chestnut Street, Terre Haute, IN, 47809","[39.470521, -87.4080735]",39.470521,-87.4080735
2261,University of Indianapolis,UNIVERSITY OF INDIANAPOLIS,1400 E HANNA AVE,INDIANAPOLIS,IN,462273697,2,"Private nonprofit, 4-year or above",1861.0,3850.0,5711.0,0,2,0,1,"1400 E HANNA AVE, INDIANAPOLIS, IN, 462273697","[39.709623, -86.1364602]",39.709623,-86.1364602
2276,University of Southern Indiana,Main Campus,8600 UNIVERSITY BLVD,EVANSVILLE,IN,477123597,1,"Public, 4-year or above",3918.0,6750.0,10668.0,3,4,1,0,"8600 UNIVERSITY BLVD, EVANSVILLE, IN, 477123597","[37.9614351, -87.6761982]",37.9614351,-87.6761982
2277,Indiana State University,Main Campus,210 N 7TH ST,TERRE HAUTE,IN,47809,1,"Public, 4-year or above",6042.0,7523.0,13565.0,5,3,3,9,"210 N 7TH ST, TERRE HAUTE, IN, 47809","[39.4683597, -87.40740319999999]",39.4683597,-87.4074032
2282,Indiana University-South Bend,Main Campus,1700 Mishawaka Avenue,SOUTH BEND,IN,466151408,1,"Public, 4-year or above",2803.0,4382.0,7185.0,2,1,0,2,"1700 Mishawaka Avenue, SOUTH BEND, IN, 466151408","[41.6651913, -86.21886719999999]",41.6651913,-86.2188672
2284,Indiana University-Bloomington,Indiana University - Bloomington Campus,"Bryan Hall 100, 107 South Indiana",BLOOMINGTON,IN,474057000,1,"Public, 4-year or above",24920.0,24775.0,49695.0,15,9,2,1,"Bryan Hall 100, 107 South Indiana, BLOOMINGTON, IN, 474057000","[39.16609, -86.5265478]",39.16609,-86.5265478
2286,Indiana University-Southeast,Main Campus,4201 GRANT LINE RD,NEW ALBANY,IN,471506405,1,"Public, 4-year or above",2357.0,3517.0,5874.0,1,0,1,0,"4201 GRANT LINE RD, NEW ALBANY, IN, 471506405","[38.347053, -85.81948550000001]",38.347053,-85.8194855
2296,Manchester University,Main Campus,604 E. COLLEGE AVE,NORTH MANCHESTER,IN,46962,2,"Private nonprofit, 4-year or above",734.0,864.0,1598.0,0,1,0,0,"604 E. COLLEGE AVE, NORTH MANCHESTER, IN, 46962","[41.0126887, -85.76404939999999]",41.0126887,-85.7640494
2298,Marian University,Marian University,3200 COLD SPRING RD,INDIANAPOLIS,IN,462221997,2,"Private nonprofit, 4-year or above",1300.0,1865.0,3165.0,3,0,0,0,"3200 COLD SPRING RD, INDIANAPOLIS, IN, 462221997","[39.81232079999999, -86.2025871]",39.8123208,-86.2025871
2304,University of Notre Dame,Main Campus,204 Hammes Mowbray Hall,Notre Dame,IN,46556,2,"Private nonprofit, 4-year or above",6789.0,5604.0,12393.0,11,0,0,2,"204 Hammes Mowbray Hall, Notre Dame, IN, 46556","[41.7058097, -86.2350201]",41.7058097,-86.2350201
2317,Purdue University-Calumet Campus,Main Campus,"2200 169th ST,",HAMMOND,IN,463232094,1,"Public, 4-year or above",3880.0,5314.0,9194.0,0,2,0,1,"2200 169th ST,, HAMMOND, IN, 463232094","[41.5877606, -87.4750581]",41.5877606,-87.4750581
2325,University of Saint Francis-Fort Wayne,University of Saint Francis,2701 Spring Street,Fort Wayne,IN,468083994,2,"Private nonprofit, 4-year or above",642.0,1570.0,2212.0,0,0,0,1,"2701 Spring Street, Fort Wayne, IN, 468083994","[41.0878185, -85.177343]",41.0878185,-85.177343
2327,Saint Mary's College,Main Campus,54445 S.R. 933,NOTRE DAME,IN,465565001,2,"Private nonprofit, 4-year or above",30.0,1671.0,1701.0,0,0,0,1,"54445 S.R. 933, NOTRE DAME, IN, 465565001","[41.7086253, -86.2502731]",41.7086253,-86.2502731
2331,Taylor University,Main Campus,236 W READE AVE,UPLAND,IN,469891001,2,"Private nonprofit, 4-year or above",935.0,1235.0,2170.0,0,1,0,0,"236 W READE AVE, UPLAND, IN, 469891001","[40.4579819, -85.4977866]",40.4579819,-85.4977866
2332,Trine University,Main Campus,1 UNIVERSITY AVE,ANGOLA,IN,467031764,2,"Private nonprofit, 4-year or above",2196.0,1516.0,3712.0,0,0,1,1,"1 UNIVERSITY AVE, ANGOLA, IN, 467031764","[41.6323886, -85.0078726]",41.6323886,-85.0078726
2337,Allen College,Main Campus,1825 Logan Ave,WATERLOO,IA,507031999,2,"Private nonprofit, 4-year or above",66.0,554.0,620.0,0,0,0,3,"1825 Logan Ave, WATERLOO, IA, 507031999","[42.5266507, -92.3395639]",42.5266507,-92.3395639
2338,Briar Cliff University,Main Campus,3303 REBECCA ST,SIOUX CITY,IA,51104,2,"Private nonprofit, 4-year or above",575.0,741.0,1316.0,1,0,0,0,"3303 REBECCA ST, SIOUX CITY, IA, 51104","[42.5263769, -96.4281821]",42.5263769,-96.4281821
2339,Buena Vista University,Main Campus and GPS sites,610 W 4TH ST,STORM LAKE,IA,50588,2,"Private nonprofit, 4-year or above",674.0,1440.0,2114.0,3,4,0,0,"610 W 4TH ST, STORM LAKE, IA, 50588","[42.6419535, -95.2073401]",42.6419535,-95.2073401
2343,Central College,Main Campus,812 UNIVERSITY,PELLA,IA,50219,2,"Private nonprofit, 4-year or above",593.0,655.0,1248.0,6,2,0,0,"812 UNIVERSITY, PELLA, IA, 50219","[41.4015297, -92.92216760000001]",41.4015297,-92.9221676
2344,Clarke University,Clarke University,1550 CLARKE DR,DUBUQUE,IA,520013198,2,"Private nonprofit, 4-year or above",316.0,727.0,1043.0,1,2,0,0,"1550 CLARKE DR, DUBUQUE, IA, 520013198","[42.5101836, -90.6922883]",42.5101836,-90.6922883
2345,Coe College,Main Campus,1220 FIRST AVE NE,CEDAR RAPIDS,IA,524025092,2,"Private nonprofit, 4-year or above",600.0,806.0,1406.0,13,0,0,1,"1220 FIRST AVE NE, CEDAR RAPIDS, IA, 524025092","[41.9885896, -91.65739769999999]",41.9885896,-91.6573977
2346,Cornell College,Main Campus,600 FIRST ST SW,Mount Vernon,IA,523141098,2,"Private nonprofit, 4-year or above",491.0,487.0,978.0,8,2,0,0,"600 FIRST ST SW, Mount Vernon, IA, 523141098","[41.9245718, -91.42376519999999]",41.9245718,-91.4237652
2348,Des Moines Area Community College,Des Moines Area Com. Col. - Ankeny Campus,2006 South Ankeny Blvd.,Ankeny,IA,500238995,4,"Public, 2-year",10291.0,12155.0,22446.0,1,1,0,1,"2006 South Ankeny Blvd., Ankeny, IA, 500238995","[41.7053318, -93.6106935]",41.7053318,-93.6106935
2353,Des Moines Area Community College,Des Moines Area Com. Col. - Urban Campus,1100 7th St.,Des Moines,IA,50314,4,"Public, 2-year",10291.0,12155.0,22446.0,0,0,0,2,"1100 7th St., Des Moines, IA, 50314","[41.5980524, -93.627709]",41.5980524,-93.627709
