,INSTNM,BRANCH,Address,City,State,ZIP,sector_cd,Sector_desc,men_total,women_total,Total,RAPE16,FONDL16,ROBBE16,AGG_A16,geo_address,lat_lng,lat,long
7669,Lawrence University,Main Campus,711 E. Boldt Way,APPLETON,WI,54911,2,"Private nonprofit, 4-year or above",704.0,824.0,1528.0,9,26,0,0,"Lawrence University, 711 E. Boldt Way, APPLETON, WI 54911","[44.2615759, -88.39809989999999]",44.2615759,-88.3980999
7672,Marquette University,Main Campus,1250 W. Wisconsin Ave,Milwaukee,WI,532011881,2,"Private nonprofit, 4-year or above",5242.0,6052.0,11294.0,4,0,5,1,"Marquette University, 1250 W. Wisconsin Ave, Milwaukee, WI 532011881","[43.0382216, -87.9297546]",43.0382216,-87.9297546
7673,Medical College of Wisconsin,Main Campus,8701 WATERTOWN PLANK RD,MILWAUKEE,WI,532260509,2,"Private nonprofit, 4-year or above",702.0,595.0,1297.0,2,0,0,1,"Medical College of Wisconsin, 8701 WATERTOWN PLANK RD, MILWAUKEE, WI 532260509","[43.0435866, -88.02112079999999]",43.0435866,-88.0211208
7674,Medical College of Wisconsin,MCW - Green Bay,110 Grant Street,De Pere,WI,54115,2,"Private nonprofit, 4-year or above",702.0,595.0,1297.0,1,2,0,0,"Medical College of Wisconsin, 110 Grant Street, De Pere, WI 54115","[44.4453458, -88.0685888]",44.4453458,-88.0685888
7679,Milwaukee Area Technical College,Milwaukee Campus,700 W STATE STREET,MILWAUKEE,WI,532331443,4,"Public, 2-year",6729.0,8328.0,15057.0,0,2,2,0,"Milwaukee Area Technical College, 700 W STATE STREET, MILWAUKEE, WI 532331443","[43.04329810000001, -87.9207247]",43.0432981,-87.9207247
7703,Ripon College,Main Campus,300 W SEWARD ST,RIPON,WI,549710248,2,"Private nonprofit, 4-year or above",383.0,410.0,793.0,2,0,0,0,"Ripon College, 300 W SEWARD ST, RIPON, WI 549710248","[43.8432217, -88.8409595]",43.8432217,-88.8409595
7705,Saint Norbert College,Main Campus,100 GRANT ST,DE PERE,WI,541152099,2,"Private nonprofit, 4-year or above",952.0,1259.0,2211.0,1,2,0,0,"Saint Norbert College, 100 GRANT ST, DE PERE, WI 541152099","[44.44485, -88.06637669999999]",44.44485,-88.0663767
7708,Southwest Wisconsin Technical College,Main Campus,1800 BRONSON BLVD,FENNIMORE,WI,538099778,4,"Public, 2-year",876.0,1163.0,2039.0,1,0,0,0,"Southwest Wisconsin Technical College, 1800 BRONSON BLVD, FENNIMORE, WI 538099778","[42.9761517, -90.6367349]",42.9761517,-90.6367349
7709,Bryant & Stratton College-Milwaukee,Main Campus,310 W. WISCONSIN AVENUE SUITE 500E,MILWAUKEE,WI,532032214,3,"Private for-profit, 4-year or above",101.0,281.0,382.0,0,0,1,0,"Bryant & Stratton College-Milwaukee, 310 W. WISCONSIN AVENUE SUITE 500E, MILWAUKEE, WI 532032214","[43.0420231, -88.0510764]",43.0420231,-88.0510764
7710,University of Wisconsin Colleges,University of Wisconsin-Baraboo/Sauk County,1006 Connie Road,Baraboo,WI,539131098,4,"Public, 2-year",5528.0,6412.0,11940.0,0,1,0,0,"University of Wisconsin Colleges, 1006 Connie Road, Baraboo, WI 539131098","[43.48262649999999, -89.7625477]",43.4826265,-89.7625477
7723,Viterbo University,Viterbo University,900 Viterbo Drive,LA CROSSE,WI,546018802,2,"Private nonprofit, 4-year or above",732.0,1967.0,2699.0,0,1,0,0,"Viterbo University, 900 Viterbo Drive, LA CROSSE, WI 546018802","[43.8031114, -91.2445494]",43.8031114,-91.2445494
7735,Waukesha County Technical College,Main Campus,800 MAIN ST,PEWAUKEE,WI,53072,4,"Public, 2-year",3989.0,3958.0,7947.0,1,0,0,3,"Waukesha County Technical College, 800 MAIN ST, PEWAUKEE, WI 53072","[43.0720371, -88.2546246]",43.0720371,-88.2546246
7738,Western Technical College,Main Campus,400 Seventh St. North,LA CROSSE,WI,546020908,4,"Public, 2-year",1999.0,2273.0,4272.0,1,0,0,0,"Western Technical College, 400 Seventh St. North, LA CROSSE, WI 546020908","[43.8153635, -91.2460309]",43.8153635,-91.2460309
7745,University of Wisconsin-Whitewater,Main Campus,800 W. Main St.,WHITEWATER,WI,53190,1,"Public, 4-year or above",6337.0,6320.0,12657.0,9,4,1,2,"University of Wisconsin-Whitewater, 800 W. Main St., WHITEWATER, WI 53190","[42.8411986, -88.7430845]",42.8411986,-88.7430845
7754,University of Wisconsin-Eau Claire,Main Campus,Park and Garfield,Eau Claire,WI,547024004,1,"Public, 4-year or above",4117.0,6630.0,10747.0,4,3,0,0,"University of Wisconsin-Eau Claire, Park and Garfield, Eau Claire, WI 547024004","[44.7967459, -91.5034191]",44.7967459,-91.5034191
7755,University of Wisconsin-Green Bay,Main Campus,2420 NICOLET DR,GREEN BAY,WI,543117001,1,"Public, 4-year or above",2347.0,4682.0,7029.0,6,4,0,0,"University of Wisconsin-Green Bay, 2420 NICOLET DR, GREEN BAY, WI 543117001","[44.53207339999999, -87.92171429999999]",44.5320734,-87.9217143
7756,University of Wisconsin-La Crosse,Main Campus,1725 STATE ST,LA CROSSE,WI,546019959,1,"Public, 4-year or above",4544.0,6093.0,10637.0,2,8,0,0,"University of Wisconsin-La Crosse, 1725 STATE ST, LA CROSSE, WI 546019959","[43.8160517, -91.23115159999999]",43.8160517,-91.2311516
7757,Wisconsin Lutheran College,Main Campus,8800 W BLUEMOUND RD,MILWAUKEE,WI,532264699,2,"Private nonprofit, 4-year or above",481.0,633.0,1114.0,0,1,0,0,"Wisconsin Lutheran College, 8800 W BLUEMOUND RD, MILWAUKEE, WI 532264699","[43.0367864, -88.02269230000002]",43.0367864,-88.0226923
7759,University of Wisconsin-Parkside,University of Wisconsin-Parkside Main Campus,"900 Wood Road, BOX 2000",Kenosha,WI,531412000,1,"Public, 4-year or above",2068.0,2303.0,4371.0,3,6,0,0,"University of Wisconsin-Parkside, 900 Wood Road, BOX 2000, Kenosha, WI 531412000","[42.6476245, -87.85498779999999]",42.6476245,-87.8549878
7761,University of Wisconsin-Stout,Main Campus,PO Box 790,MENOMONIE,WI,547510790,1,"Public, 4-year or above",5022.0,4611.0,9633.0,3,0,0,0,"University of Wisconsin-Stout, PO Box 790, MENOMONIE, WI 547510790","[44.8715765, -91.92669889999999]",44.8715765,-91.9266989
7763,University of Wisconsin-Madison,Main Campus,500 LINCOLN DR,MADISON,WI,53706,1,"Public, 4-year or above",20932.0,21650.0,42582.0,7,28,1,4,"University of Wisconsin-Madison, 500 LINCOLN DR, MADISON, WI 53706","[43.0743394, -89.4037072]",43.0743394,-89.4037072
7764,University of Wisconsin-Milwaukee,Main Campus,PO BOX 413,MILWAUKEE,WI,53211,1,"Public, 4-year or above",11943.0,13658.0,25601.0,5,3,1,0,"University of Wisconsin-Milwaukee, PO BOX 413, MILWAUKEE, WI 53211","[43.078263, -87.8819686]",43.078263,-87.8819686
7767,University of Wisconsin-Platteville,University of Wisconsin Platteville,1 UNIVERSITY PLZ,PLATTEVILLE,WI,538183099,1,"Public, 4-year or above",5690.0,3089.0,8779.0,1,2,0,0,"University of Wisconsin-Platteville, 1 UNIVERSITY PLZ, PLATTEVILLE, WI 538183099","[42.7323713, -90.48726040000001]",42.7323713,-90.4872604
7768,University of Wisconsin-River Falls,University of Wisconsin River Falls,410 S 3RD ST,RIVER FALLS,WI,54022,1,"Public, 4-year or above",2270.0,3668.0,5938.0,2,0,0,2,"University of Wisconsin-River Falls, 410 S 3RD ST, RIVER FALLS, WI 54022","[44.8526697, -92.6206021]",44.8526697,-92.6206021
7770,University of Wisconsin-Stevens Point,Main Campus,MAIN ST,STEVENS POINT,WI,54481,1,"Public, 4-year or above",4003.0,4624.0,8627.0,10,7,0,0,"University of Wisconsin-Stevens Point, MAIN ST, STEVENS POINT, WI 54481","[44.5259097, -89.56899539999999]",44.5259097,-89.5689954
7772,Central Wyoming College,Central Wyoming College Main Campus,2660 Peck Avenue,Riverton,WY,82501,4,"Public, 2-year",924.0,1058.0,1982.0,1,1,0,0,"Central Wyoming College, 2660 Peck Avenue, Riverton, WY 82501","[43.029753, -108.426307]",43.029753,-108.426307
7779,Northwest College,Northwest College,231 W 6TH ST,POWELL,WY,82435,4,"Public, 2-year",680.0,976.0,1656.0,1,0,0,0,"Northwest College, 231 W 6TH ST, POWELL, WY 82435","[44.7614863, -108.7623575]",44.7614863,-108.7623575
7780,Sheridan College,Sheridan College,3059 S COFFEEN AVE,SHERIDAN,WY,82801,4,"Public, 2-year",2121.0,1867.0,3988.0,3,0,0,0,"Sheridan College, 3059 S COFFEEN AVE, SHERIDAN, WY 82801","[44.7645816, -106.9429825]",44.7645816,-106.9429825
7781,Sheridan College,Gillette College,300 W Sinclair St,Gillette,WY,82718,4,"Public, 2-year",2121.0,1867.0,3988.0,3,0,0,0,"Sheridan College, 300 W Sinclair St, Gillette, WY 82718","[44.2616642, -105.5072394]",44.2616642,-105.5072394
7782,Western Wyoming Community College,Main Campus,2500 COLLEGE DR,ROCK SPRINGS,WY,829020428,4,"Public, 2-year",1623.0,1839.0,3462.0,1,2,0,0,"Western Wyoming Community College, 2500 COLLEGE DR, ROCK SPRINGS, WY 829020428","[41.5911755, -109.2370195]",41.5911755,-109.2370195
7786,Wyotech-Laramie,Wyotech-Laramie,1889 Venture Drive,Laramie,WY,82070,5,"Private nonprofit, 2-year",488.0,30.0,518.0,0,0,0,1,"Wyotech-Laramie, 1889 Venture Drive, Laramie, WY 82070","[41.30348670000001, -105.6210064]",41.3034867,-105.6210064
7788,American Samoa Community College,American Samoa Community College,PO BOX 2609,Pago Pago,AS,96799,1,"Public, 4-year or above",411.0,842.0,1253.0,0,0,0,2,"American Samoa Community College, PO BOX 2609, Pago Pago, AS 96799","[-14.3222987, -170.7419422]",-14.3222987,-170.7419422
7789,Guam Community College,Guam Community College,One Sesame Street,Mangilao,GU,96913,4,"Public, 2-year",929.0,1213.0,2142.0,0,0,1,3,"Guam Community College, One Sesame Street, Mangilao, GU 96913","[13.4403188, 144.8091978]",13.4403188,144.8091978
7790,University of Guam,UOG Main Campus,"303 University Drive, UOG Station",Mangilao,GU,96923,1,"Public, 4-year or above",1631.0,2244.0,3875.0,1,0,0,0,"University of Guam, 303 University Drive, UOG Station, Mangilao, GU 96923","[13.4322112, 144.8033219]",13.4322112,144.8033219
7801,Universidad Adventista de las Antillas,UNIVERSIDAD ADVENTISTA DE LAS ANTILLAS,CARR 106 KM 2.2 INT,MAYAGUEZ,PR,006800118,2,"Private nonprofit, 4-year or above",490.0,861.0,1351.0,0,0,6,0,"Universidad Adventista de las Antillas, CARR 106 KM 2.2 INT, MAYAGUEZ, PR 006800118","[18.2055053, -67.1126405]",18.2055053,-67.1126405
7813,Colegio Universitario de San Juan,Colegio Universitario de San Juan,180 Jose Oliver St Tres Monjitas Ind. Park,San Juan,PR,00918,1,"Public, 4-year or above",644.0,884.0,1528.0,0,0,2,0,"Colegio Universitario de San Juan, 180 Jose Oliver St Tres Monjitas Ind. Park, San Juan, PR 00918","[18.428577, -66.066599]",18.428577,-66.066599
7834,ICPR Junior College-Arecibo,ARECIBO CAMPUS,20 SAN PATRICIO,ARECIBO,PR,006140067,6,"Private for-profit, 2-year",132.0,311.0,443.0,0,0,0,1,"ICPR Junior College-Arecibo, 20 SAN PATRICIO, ARECIBO, PR 006140067","[18.478006, -66.759328]",18.478006,-66.759328
7838,Instituto de Banca y Comercio Inc,Main Campus,"Ave. Ponce de Leon 61, 70 & 72",Hato Rey,PR,009171102,6,"Private for-profit, 2-year",5165.0,6115.0,11280.0,0,0,0,1,"Instituto de Banca y Comercio Inc, Ave. Ponce de Leon 61, 70 & 72, Hato Rey, PR 009171102","[18.4315767, -66.0589727]",18.4315767,-66.0589727
7855,Instituto Tecnologico de Puerto Rico-Recinto de Ponce,Instituto Tecnologico de P.R.-Recinto de Ponce,CANDIDO HOYOS 4820 URB. PERLA DEL SUR,PONCE,PR,00717,4,"Public, 2-year",472.0,221.0,693.0,0,0,2,0,"Instituto Tecnologico de Puerto Rico-Recinto de Ponce, CANDIDO HOYOS 4820 URB. PERLA DEL SUR, PONCE, PR 00717","[17.9990315, -66.6297395]",17.9990315,-66.6297395
7871,National University College-Arecibo,Arecibo Branch Campus,Manuel Perez Aviles St. Victor Rojas Avenue,ARECIBO,PR,00612,3,"Private for-profit, 4-year or above",563.0,847.0,1410.0,0,0,5,1,"National University College-Arecibo, Manuel Perez Aviles St. Victor Rojas Avenue, ARECIBO, PR 00612","[18.4741547, -66.7197072]",18.4741547,-66.7197072
7878,University of Puerto Rico-Cayey,UPR-Cayey,205 Antonio R. Barcelo Ave.,Cayey,PR,00736,1,"Public, 4-year or above",1322.0,2444.0,3766.0,0,0,1,0,"University of Puerto Rico-Cayey, 205 Antonio R. Barcelo Ave., Cayey, PR 00736","[18.1176554, -66.1616042]",18.1176554,-66.1616042
7880,University of Puerto Rico-Mayaguez,"University of PR, Mayaguez Campus",POST ST,MAYAGUEZ,PR,006819000,1,"Public, 4-year or above",7185.0,6129.0,13314.0,0,0,9,2,"University of Puerto Rico-Mayaguez, POST ST, MAYAGUEZ, PR 006819000","[18.2108895, -67.14090250000001]",18.2108895,-67.1409025
7881,University of Puerto Rico-Ponce,University of Puerto Rico in Ponce,2151 Santiago de los Caballeros Avenue,PONCE,PR,007169996,1,"Public, 4-year or above",1557.0,2073.0,3630.0,0,0,1,0,"University of Puerto Rico-Ponce, 2151 Santiago de los Caballeros Avenue, PONCE, PR 007169996","[17.9927746, -66.6071892]",17.9927746,-66.6071892
7882,University of Puerto Rico-Rio Piedras,University of Puerto Rico-Rio Piedras Campus,PONCE DE LEON  AVE,San Juan,PR,009313301,1,"Public, 4-year or above",6473.0,10399.0,16872.0,0,0,6,0,"University of Puerto Rico-Rio Piedras, PONCE DE LEON  AVE, San Juan, PR 009313301","[18.40461, -66.050151]",18.40461,-66.050151
7918,Stanford University,Main Campus,Building 10,STANFORD,CA,943052061,2,"Private nonprofit, 4-year or above",9950.0,7234.0,17184.0,33,12,0,3,"Stanford University, Building 10, STANFORD, CA 943052061","[37.4277143, -122.16924]",37.4277143,-122.16924
7930,Purdue University-Main Campus,Main Campus,1801 NEWMAN ROAD,WEST LAFAYETTE,IN,479071076,1,"Public, 4-year or above",24092.0,17421.0,41513.0,18,12,2,4,"Purdue University-Main Campus, 1801 NEWMAN ROAD, WEST LAFAYETTE, IN 479071076","[40.4237054, -86.92119459999999]",40.4237054,-86.9211946
7933,Purdue University-Main Campus,New Albany Campus,3000 Technology Ave.,New Albany,IN,47150,1,"Public, 4-year or above",24092.0,17421.0,41513.0,1,0,0,0,"Purdue University-Main Campus, 3000 Technology Ave., New Albany, IN 47150","[38.3387259, -85.79878769999999]",38.3387259,-85.7987877
7934,Purdue University-Main Campus,South Bend Campus,1733 Northside Boulevard,South Bend,IN,466347111,1,"Public, 4-year or above",24092.0,17421.0,41513.0,2,0,0,1,"Purdue University-Main Campus, 1733 Northside Boulevard, South Bend, IN 466347111","[41.6615165, -86.22184469999999]",41.6615165,-86.2218447
7935,Purdue University-Main Campus,Vincennes Campus,1002 North First St.,Vincennes,IN,47591,1,"Public, 4-year or above",24092.0,17421.0,41513.0,0,1,0,4,"Purdue University-Main Campus, 1002 North First St., Vincennes, IN 47591","[40.4237054, -86.92119459999999]",40.4237054,-86.9211946
7941,Parker University,PARKER UNIVERSITY,2500 WALNUT HILL LN,DALLAS,TX,752295668,2,"Private nonprofit, 4-year or above",553.0,575.0,1128.0,0,0,0,1,"Parker University, 2500 WALNUT HILL LN, DALLAS, TX 752295668","[32.880139, -96.8928024]",32.880139,-96.8928024
7960,St. John's College,St. John's College Santa Fe,1160 CAMINO de CRUZ BLANCA,SANTA FE,NM,875054599,2,"Private nonprofit, 4-year or above",233.0,167.0,400.0,1,0,0,0,"St. John's College, 1160 CAMINO de CRUZ BLANCA, SANTA FE, NM 875054599","[35.666789, -105.912226]",35.666789,-105.912226
7966,Antioch University-Seattle,Main Campus,2326 Sixth Avenue,Seattle,WA,981211814,2,"Private nonprofit, 4-year or above",92.0,476.0,568.0,0,0,1,0,"Antioch University-Seattle, 2326 Sixth Avenue, Seattle, WA 981211814","[47.61592049999999, -122.3462821]",47.6159205,-122.3462821
7982,Palo Alto College,Main Campus,1400 VILLARET,SAN ANTONIO,TX,782242499,4,"Public, 2-year",3661.0,5447.0,9108.0,0,0,1,0,"Palo Alto College, 1400 VILLARET, SAN ANTONIO, TX 782242499","[29.3253065, -98.5414536]",29.3253065,-98.5414536
7987,Athens Technical College,Athens Technical College - Athens,800 US Highway 29 N,ATHENS,GA,306011500,4,"Public, 2-year",1547.0,2663.0,4210.0,0,1,0,0,"Athens Technical College, 800 US Highway 29 N, ATHENS, GA 306011500","[33.9914893, -83.33919519999999]",33.9914893,-83.3391952
8013,Collin County Community College District,Spring Creek Campus,2800 E. Spring Creek,Plano,TX,75074,4,"Public, 2-year",13314.0,16389.0,29703.0,1,0,0,0,"Collin County Community College District, 2800 E. Spring Creek, Plano, TX 75074","[33.0506283, -96.6770104]",33.0506283,-96.6770104
8059,Dorsey Business Schools-Roseville,Dorsey School of Business - Roseville,31542 GRATIOT Avenue,ROSEVILLE,MI,48066,9,"Private for-profit, less-than 2-year",33.0,356.0,389.0,0,0,0,1,"Dorsey Business Schools-Roseville, 31542 GRATIOT Avenue, ROSEVILLE, MI 48066","[42.5277201, -82.9154947]",42.5277201,-82.9154947
8068,Clinton Technical School,Main Campus,602 S. Fifth St.,CLINTON,MO,64735,7,"Public, less-than 2-year",1.0,15.0,16.0,0,1,0,0,"Clinton Technical School, 602 S. Fifth St., CLINTON, MO 64735","[38.3636552, -93.7684297]",38.3636552,-93.7684297
8075,Kaplan University-Davenport Campus,Main Campus,1801 E Kimberly Rd Ste 1,Davenport,IA,52807,3,"Private for-profit, 4-year or above",10287.0,27207.0,37494.0,0,0,1,0,"Kaplan University-Davenport Campus, 1801 E Kimberly Rd Ste 1, Davenport, IA 52807","[41.5550123, -90.5506759]",41.5550123,-90.5506759
8112,Brandman University,Brandman University - Santa Clarita Campus,"University Ctr.Rm. UCEN 204C ,26455 Rockwell Canyon Rd",Santa Clarita,CA,91355,2,"Private nonprofit, 4-year or above",2621.0,4710.0,7331.0,0,2,0,0,"Brandman University, University Ctr.Rm. UCEN 204C ,26455 Rockwell Canyon Rd, Santa Clarita, CA 91355","[34.3994633, -118.5703057]",34.3994633,-118.5703057
8136,Everest College-Everett,Altierus Career College Everett,906 SE Everett Mall Way Suite 600,Everett,WA,982083700,5,"Private nonprofit, 2-year",31.0,223.0,254.0,0,0,1,0,"Everest College-Everett, 906 SE Everett Mall Way Suite 600, Everett, WA 982083700","[47.9092111, -122.2202991]",47.9092111,-122.2202991
8137,Luna Community College,Main Campus,366 Luna Dr.,LAS VEGAS,NM,87701,4,"Public, 2-year",647.0,792.0,1439.0,0,0,0,1,"Luna Community College, 366 Luna Dr., LAS VEGAS, NM 87701","[35.6164057, -105.2508968]",35.6164057,-105.2508968
8147,Paradise Valley Community College,Main Campus,18401 N 32ND ST,PHOENIX,AZ,85032,4,"Public, 2-year",3643.0,4750.0,8393.0,0,0,1,1,"Paradise Valley Community College, 18401 N 32ND ST, PHOENIX, AZ 85032","[33.652851, -112.010357]",33.652851,-112.010357
8148,Paradise Valley Community College,Black Mountain Campus,34250 N. 60th Street,Scottsdale,AZ,85266,4,"Public, 2-year",3643.0,4750.0,8393.0,0,1,0,0,"Paradise Valley Community College, 34250 N. 60th Street, Scottsdale, AZ 85266","[33.7963345, -111.9528535]",33.7963345,-111.9528535
8149,Chandler-Gilbert Community College,Chandler-Gilbert Community College - Pecos Campus,2626 E PECOS RD,CHANDLER,AZ,852252499,4,"Public, 2-year",6906.0,7724.0,14630.0,0,1,0,0,"Chandler-Gilbert Community College, 2626 E PECOS RD, CHANDLER, AZ 852252499","[33.295542, -111.7952073]",33.295542,-111.7952073
8150,Chandler-Gilbert Community College,CGCC/Williams Campus,7360 E. Tahoe Ave.,Mesa,AZ,852120908,4,"Public, 2-year",6906.0,7724.0,14630.0,1,1,0,0,"Chandler-Gilbert Community College, 7360 E. Tahoe Ave., Mesa, AZ 852120908","[33.31101280000001, -111.6738817]",33.3110128,-111.6738817
8179,Wilkes-Barre Area Career and Technical Center Practical Nursing,Wilkes-Barre Area Career and Technical Center Practical Nursing,350 Jumper Rd,Wilkes-Barre,PA,187050699,7,"Public, less-than 2-year",13.0,134.0,147.0,0,3,0,1,"Wilkes-Barre Area Career and Technical Center Practical Nursing, 350 Jumper Rd, Wilkes-Barre, PA 187050699","[41.262094, -75.8102667]",41.262094,-75.8102667
8180,Mayo Graduate School,Main Campus,200 1ST ST SW,ROCHESTER,MN,55905,2,"Private nonprofit, 4-year or above",146.0,158.0,304.0,0,0,0,1,"Mayo Graduate School, 200 1ST ST SW, ROCHESTER, MN 55905","[44.0224073, -92.46684739999999]",44.0224073,-92.4668474
8189,Universal Technical Institute of Illinois Inc,"UNIVERSAL TECHNICAL INSTITUTE OF ILLINOIS, INC.",2611 CORPORATE WEST DRIVE,LISLE,IL,60532,6,"Private for-profit, 2-year",1145.0,39.0,1184.0,0,1,0,0,"Universal Technical Institute of Illinois Inc, 2611 CORPORATE WEST DRIVE, LISLE, IL 60532","[41.8073101, -88.10392159999999]",41.8073101,-88.1039216
8190,Pennsylvania College of Technology,Main Campus,ONE COLLEGE AVE,WILLIAMSPORT,PA,177015799,1,"Public, 4-year or above",3466.0,1980.0,5446.0,3,1,0,0,"Pennsylvania College of Technology, ONE COLLEGE AVE, WILLIAMSPORT, PA 177015799","[41.234716, -77.021041]",41.234716,-77.021041
8198,Suffolk County Community College,MICHAEL J. GRANT CAMPUS,1001 Crooked Hill Road,Brentwood,NY,11717,4,"Public, 2-year",12462.0,14604.0,27066.0,0,0,0,1,"Suffolk County Community College, 1001 Crooked Hill Road, Brentwood, NY 11717","[40.795586, -73.2736644]",40.795586,-73.2736644
8209,Mercy-St Luke's School of Radiologic Technology,Main Campus,1026 A AVE NE,CEDAR RAPIDS,IA,52402,5,"Private nonprofit, 2-year",3.0,18.0,21.0,0,0,0,1,"Mercy-St Luke's School of Radiologic Technology, 1026 A AVE NE, CEDAR RAPIDS, IA 52402","[41.9852983, -91.6604849]",41.9852983,-91.6604849
8213,California State University-San Marcos,Main Campus,333 S TWIN OAKS VALLEY RD,San Marcos,CA,920960001,1,"Public, 4-year or above",5125.0,8019.0,13144.0,4,2,1,0,"California State University-San Marcos, 333 S TWIN OAKS VALLEY RD, San Marcos, CA 920960001","[33.12974, -117.1586638]",33.12974,-117.1586638
8225,McNally Smith College of Music,Main Campus,19 Exchange St E,Saint Paul,MN,551012220,3,"Private for-profit, 4-year or above",262.0,114.0,376.0,0,0,2,0,"McNally Smith College of Music, 19 Exchange St E, Saint Paul, MN 551012220","[44.9499965, -93.0972724]",44.9499965,-93.0972724
8293,Sunstate Academy,Clearwater Campus,2525 Drew St,CLEARWATER,FL,337652702,9,"Private for-profit, less-than 2-year",45.0,218.0,263.0,0,0,1,0,"Sunstate Academy, 2525 Drew St, CLEARWATER, FL 337652702","[27.9670512, -82.7327139]",27.9670512,-82.7327139
8349,College of the Marshall Islands,Arrak Campus,PO BOX 1258,Majuro,MH,96960,4,"Public, 2-year",502.0,506.0,1008.0,0,0,0,1,"College of the Marshall Islands, PO BOX 1258, Majuro, MH 96960","[7.142089299999999, 171.0371411]",7.1420893,171.0371411
8351,University of Cosmetology Arts & Sciences-San Antonio Jamar,University of Cosmetology Arts and Sciences,910 SE Military Suite 100,San Antonio,TX,78226,9,"Private for-profit, less-than 2-year",2.0,24.0,26.0,0,0,1,0,"University of Cosmetology Arts & Sciences-San Antonio Jamar, 910 SE Military Suite 100, San Antonio, TX 78226","[29.3543075, -98.4848651]",29.3543075,-98.4848651
8363,University of Washington-Tacoma Campus,Tacoma Campus,1900 COMMERCE ST,TACOMA,WA,984023100,1,"Public, 4-year or above",2307.0,2680.0,4987.0,0,1,0,0,"University of Washington-Tacoma Campus, 1900 COMMERCE ST, TACOMA, WA 984023100","[47.24457990000001, -122.4376184]",47.2445799,-122.4376184
8412,Miller-Motte Technical College-Clarksville,Main Campus,1820 BUSINESS PARK DR,CLARKSVILLE,TN,37040,6,"Private for-profit, 2-year",134.0,282.0,416.0,0,0,1,0,"Miller-Motte Technical College-Clarksville, 1820 BUSINESS PARK DR, CLARKSVILLE, TN 37040","[36.5562145, -87.3253069]",36.5562145,-87.3253069
8416,Southwest Collegiate Institute for the Deaf,SouthWest Colligate Institute for the Deaf,3200 AVE C,BIG SPRING,TX,797207298,4,"Public, 2-year",44.0,62.0,106.0,1,0,0,0,"Southwest Collegiate Institute for the Deaf, 3200 AVE C, BIG SPRING, TX 797207298","[32.2288288, -101.5027855]",32.2288288,-101.5027855
8434,Antonelli College-Hattiesburg,ANTONELLI COLLEGE,1500 N 31ST AVE,HATTIESBURG,MS,39401,6,"Private for-profit, 2-year",21.0,167.0,188.0,0,0,0,1,"Antonelli College-Hattiesburg, 1500 N 31ST AVE, HATTIESBURG, MS 39401","[31.3496364, -89.3356295]",31.3496364,-89.3356295
8440,Estrella Mountain Community College,Main Campus,3000 N DYSART RD,Avondale,AZ,853921000,4,"Public, 2-year",3750.0,5594.0,9344.0,0,1,0,0,"Estrella Mountain Community College, 3000 N DYSART RD, Avondale, AZ 853921000","[33.480405, -112.343463]",33.480405,-112.343463
8475,Diversified Vocational College,Diversified Vocational College,1670 Wilshire Blvd,Los Angeles,CA,900171604,9,"Private for-profit, less-than 2-year",323.0,361.0,684.0,0,0,0,1,"Diversified Vocational College, 1670 Wilshire Blvd, Los Angeles, CA 900171604","[34.056086, -118.272484]",34.056086,-118.272484
8476,UEI College-Fresno,Main Campus,3602 N. Blackstone Ave. Ste. 0268,FRESNO,CA,93726,9,"Private for-profit, less-than 2-year",231.0,610.0,841.0,0,0,1,2,"UEI College-Fresno, 3602 N. Blackstone Ave. Ste. 0268, FRESNO, CA 93726","[36.7828658, -119.7889783]",36.7828658,-119.7889783
8478,Santiago Canyon College,Santiago Canyon College,8045 E CHAPMAN,ORANGE,CA,928694512,4,"Public, 2-year",7506.0,4559.0,12065.0,0,0,0,1,"Santiago Canyon College, 8045 E CHAPMAN, ORANGE, CA 928694512","[33.794566, -117.766756]",33.794566,-117.766756
8481,Soka University of America,Soka University of America,1 University Drive,Aliso Viejo,CA,926568081,2,"Private nonprofit, 4-year or above",165.0,265.0,430.0,0,1,0,0,"Soka University of America, 1 University Drive, Aliso Viejo, CA 926568081","[33.5548343, -117.7353296]",33.5548343,-117.7353296
8538,Arizona State University-West,West Campus,4701 W. Thunderbird Road,Glendale,AZ,853060153,1,"Public, 4-year or above",1454.0,2209.0,3663.0,0,0,1,0,"Arizona State University-West, 4701 W. Thunderbird Road, Glendale, AZ 853060153","[33.6075228, -112.1598496]",33.6075228,-112.1598496
8543,Empire Beauty School-Malden,"Empire Beauty School, Malden MA",347 PLEASANT STREET,MALDEN,MA,02148,9,"Private for-profit, less-than 2-year",6.0,95.0,101.0,0,0,0,1,"Empire Beauty School-Malden, 347 PLEASANT STREET, MALDEN, MA 02148","[42.4274588, -71.0765871]",42.4274588,-71.0765871
8566,University of Cosmetology Arts & Sciences-Harlingen,Branch Campus,913 N 13TH ST,HARLINGEN,TX,785505034,9,"Private for-profit, less-than 2-year",4.0,101.0,105.0,0,0,0,1,"University of Cosmetology Arts & Sciences-Harlingen, 913 N 13TH ST, HARLINGEN, TX 785505034","[26.2016802, -97.6840052]",26.2016802,-97.6840052
