,INSTNM,BRANCH,Address,City,State,ZIP,sector_cd,Sector_desc,men_total,women_total,Total,RAPE16,FONDL16,ROBBE16,AGG_A16,geo_address,lat_lng,lat,long,Assault,Robbery,Fondling,Rape,AGG_A16_hover_text,ROBBE16_hover_text,FONDL16_hover_text,RAPE16_hover_text
17,Saint Edward's University,Main Campus,3001 S CONGRESS AVE,AUSTIN,TX,787046489,2,"Private nonprofit, 4-year or above",1770,2831,4601,5,1,0,0,"Saint Edward's University, AUSTIN, TX","[30.2297224, -97.7538582]",30.2297224,-97.7538582,0,0,0,0,"Saint Edward's University<br>Austin, TX<br>Crime Count: 0<br>Enrollment: 4601<br>Rate per 1000 students: 0.0","Saint Edward's University<br>Austin, TX<br>Crime Count: 0<br>Enrollment: 4601<br>Rate per 1000 students: 0.0","Saint Edward's University<br>Austin, TX<br>Crime Count: 1<br>Enrollment: 4601<br>Rate per 1000 students: 0.0","Saint Edward's University<br>Austin, TX<br>Crime Count: 5<br>Enrollment: 4601<br>Rate per 1000 students: 0.0"
18,Tarrant County College District,Southeast Campus,2100 Southeast Parkway,Arlington,TX,760182907,4,"Public, 2-year",21766,29584,51350,0,1,0,0,"Tarrant County College District, Arlington, TX","[32.638997, -97.071834]",32.638997,-97.071834,0,0,0,0,"Tarrant County College District<br>Arlington, TX<br>Crime Count: 0<br>Enrollment: 51350<br>Rate per 1000 students: 0.0","Tarrant County College District<br>Arlington, TX<br>Crime Count: 0<br>Enrollment: 51350<br>Rate per 1000 students: 0.0","Tarrant County College District<br>Arlington, TX<br>Crime Count: 1<br>Enrollment: 51350<br>Rate per 1000 students: 0.0","Tarrant County College District<br>Arlington, TX<br>Crime Count: 0<br>Enrollment: 51350<br>Rate per 1000 students: 0.0"
19,Temple College,Temple College Campus,2600 S 1ST ST,TEMPLE,TX,765047435,4,"Public, 2-year",1724,3222,4946,1,0,0,0,"Temple College, TEMPLE, TX","[31.072684, -97.3522031]",31.072684,-97.3522031,0,0,0,0,"Temple College<br>Temple, TX<br>Crime Count: 0<br>Enrollment: 4946<br>Rate per 1000 students: 0.0","Temple College<br>Temple, TX<br>Crime Count: 0<br>Enrollment: 4946<br>Rate per 1000 students: 0.0","Temple College<br>Temple, TX<br>Crime Count: 0<br>Enrollment: 4946<br>Rate per 1000 students: 0.0","Temple College<br>Temple, TX<br>Crime Count: 1<br>Enrollment: 4946<br>Rate per 1000 students: 0.0"
20,Texas Tech University,Texas Tech University - Lubbock,"150 Administration Building, Box 42005",LUBBOCK,TX,794092005,1,"Public, 4-year or above",19614,16937,36551,5,0,2,2,"Texas Tech University, LUBBOCK, TX","[33.5842591, -101.8782822]",33.5842591,-101.8782822,0,0,0,0,"Texas Tech University<br>Lubbock, TX<br>Crime Count: 2<br>Enrollment: 36551<br>Rate per 1000 students: 0.0","Texas Tech University<br>Lubbock, TX<br>Crime Count: 2<br>Enrollment: 36551<br>Rate per 1000 students: 0.0","Texas Tech University<br>Lubbock, TX<br>Crime Count: 0<br>Enrollment: 36551<br>Rate per 1000 students: 0.0","Texas Tech University<br>Lubbock, TX<br>Crime Count: 5<br>Enrollment: 36551<br>Rate per 1000 students: 0.0"
21,Hampden-Sydney College,Main Campus,"College Road, Box 128",Hampden-Sydney,VA,239430128,2,"Private nonprofit, 4-year or above",1025,2,1027,0,0,0,3,"Hampden-Sydney College, Hampden-Sydney, VA","[37.2403758, -78.46102979999999]",37.2403758,-78.4610298,0,0,0,0,"Hampden-Sydney College<br>Hampden-Sydney, VA<br>Crime Count: 3<br>Enrollment: 1027<br>Rate per 1000 students: 0.0","Hampden-Sydney College<br>Hampden-Sydney, VA<br>Crime Count: 0<br>Enrollment: 1027<br>Rate per 1000 students: 0.0","Hampden-Sydney College<br>Hampden-Sydney, VA<br>Crime Count: 0<br>Enrollment: 1027<br>Rate per 1000 students: 0.0","Hampden-Sydney College<br>Hampden-Sydney, VA<br>Crime Count: 0<br>Enrollment: 1027<br>Rate per 1000 students: 0.0"
22,Skagit Valley College,Mount Vernon Campus,2405 East College Way,Mount Vernon,WA,982735899,1,"Public, 4-year or above",2276,2810,5086,0,0,0,1,"Skagit Valley College, Mount Vernon, WA","[48.4382193, -122.3086072]",48.4382193,-122.3086072,0,0,0,0,"Skagit Valley College<br>Mount Vernon, WA<br>Crime Count: 1<br>Enrollment: 5086<br>Rate per 1000 students: 0.0","Skagit Valley College<br>Mount Vernon, WA<br>Crime Count: 0<br>Enrollment: 5086<br>Rate per 1000 students: 0.0","Skagit Valley College<br>Mount Vernon, WA<br>Crime Count: 0<br>Enrollment: 5086<br>Rate per 1000 students: 0.0","Skagit Valley College<br>Mount Vernon, WA<br>Crime Count: 0<br>Enrollment: 5086<br>Rate per 1000 students: 0.0"
23,University of Wyoming,University of Wyoming,Dept. 3434 1000 E. University Old Main #206,Laramie,WY,82071,1,"Public, 4-year or above",6049,6317,12366,19,0,0,0,"University of Wyoming, Laramie, WY","[41.3148754, -105.5665744]",41.3148754,-105.5665744,0,0,0,0,"University of Wyoming<br>Laramie, WY<br>Crime Count: 0<br>Enrollment: 12366<br>Rate per 1000 students: 0.0","University of Wyoming<br>Laramie, WY<br>Crime Count: 0<br>Enrollment: 12366<br>Rate per 1000 students: 0.0","University of Wyoming<br>Laramie, WY<br>Crime Count: 0<br>Enrollment: 12366<br>Rate per 1000 students: 0.0","University of Wyoming<br>Laramie, WY<br>Crime Count: 19<br>Enrollment: 12366<br>Rate per 1000 students: 0.0"
24,Universidad Central de Bayamon,Universidad Central de Bayamon,AVENIDA ZAYA VERDE  REPARTO LA MILAGROSA,BAYAMON,PR,9591725,2,"Private nonprofit, 4-year or above",583,1082,1665,0,0,3,0,"Universidad Central de Bayamon, BAYAMON, PR","[18.399549, -66.180761]",18.399549,-66.180761,0,0,0,0,"Universidad Central de Bayamon<br>Bayamon, PR<br>Crime Count: 0<br>Enrollment: 1665<br>Rate per 1000 students: 0.0","Universidad Central de Bayamon<br>Bayamon, PR<br>Crime Count: 3<br>Enrollment: 1665<br>Rate per 1000 students: 0.0","Universidad Central de Bayamon<br>Bayamon, PR<br>Crime Count: 0<br>Enrollment: 1665<br>Rate per 1000 students: 0.0","Universidad Central de Bayamon<br>Bayamon, PR<br>Crime Count: 0<br>Enrollment: 1665<br>Rate per 1000 students: 0.0"
25,Colegio Universitario de San Juan,Colegio Universitario de San Juan,180 Jose Oliver St Tres Monjitas Ind. Park,San Juan,PR,918,1,"Public, 4-year or above",644,884,1528,0,0,2,0,"Colegio Universitario de San Juan, San Juan, PR","[18.428577, -66.066599]",18.428577,-66.066599,0,0,0,0,"Colegio Universitario de San Juan<br>San Juan, PR<br>Crime Count: 0<br>Enrollment: 1528<br>Rate per 1000 students: 0.0","Colegio Universitario de San Juan<br>San Juan, PR<br>Crime Count: 2<br>Enrollment: 1528<br>Rate per 1000 students: 0.0","Colegio Universitario de San Juan<br>San Juan, PR<br>Crime Count: 0<br>Enrollment: 1528<br>Rate per 1000 students: 0.0","Colegio Universitario de San Juan<br>San Juan, PR<br>Crime Count: 0<br>Enrollment: 1528<br>Rate per 1000 students: 0.0"
26,National University College-Arecibo,Arecibo Branch Campus,Manuel Perez Aviles St. Victor Rojas Avenue,ARECIBO,PR,612,3,"Private for-profit, 4-year or above",563,847,1410,0,0,5,1,"National University College-Arecibo, ARECIBO, PR","[18.4741547, -66.7197072]",18.4741547,-66.7197072,0,0,0,0,"National University College-Arecibo<br>Arecibo, PR<br>Crime Count: 1<br>Enrollment: 1410<br>Rate per 1000 students: 0.0","National University College-Arecibo<br>Arecibo, PR<br>Crime Count: 5<br>Enrollment: 1410<br>Rate per 1000 students: 0.0","National University College-Arecibo<br>Arecibo, PR<br>Crime Count: 0<br>Enrollment: 1410<br>Rate per 1000 students: 0.0","National University College-Arecibo<br>Arecibo, PR<br>Crime Count: 0<br>Enrollment: 1410<br>Rate per 1000 students: 0.0"
27,Ilisagvik College,Ilisagvik College,360 NARL Stevenson St.,BARROW,AK,997230749,4,"Public, 2-year",62,126,188,0,0,1,1,"Ilisagvik College, BARROW, AK","[71.32495600000001, -156.6804919]",71.324956,-156.6804919,0,0,0,0,"Ilisagvik College<br>Barrow, AK<br>Crime Count: 1<br>Enrollment: 188<br>Rate per 1000 students: 0.0","Ilisagvik College<br>Barrow, AK<br>Crime Count: 1<br>Enrollment: 188<br>Rate per 1000 students: 0.0","Ilisagvik College<br>Barrow, AK<br>Crime Count: 0<br>Enrollment: 188<br>Rate per 1000 students: 0.0","Ilisagvik College<br>Barrow, AK<br>Crime Count: 0<br>Enrollment: 188<br>Rate per 1000 students: 0.0"
28,Blue Cliff College-Metairie,Main Campus,3200 Cleary Avenue,Metairie,LA,70001,6,"Private for-profit, 2-year",65,802,867,0,0,0,1,"Blue Cliff College-Metairie, Metairie, LA","[30.0026992, -90.17281919999999]",30.0026992,-90.1728192,0,0,0,0,"Blue Cliff College-Metairie<br>Metairie, LA<br>Crime Count: 1<br>Enrollment: 867<br>Rate per 1000 students: 0.0","Blue Cliff College-Metairie<br>Metairie, LA<br>Crime Count: 0<br>Enrollment: 867<br>Rate per 1000 students: 0.0","Blue Cliff College-Metairie<br>Metairie, LA<br>Crime Count: 0<br>Enrollment: 867<br>Rate per 1000 students: 0.0","Blue Cliff College-Metairie<br>Metairie, LA<br>Crime Count: 0<br>Enrollment: 867<br>Rate per 1000 students: 0.0"
29,Pontifical John Paul II Institute for Studies on Marriage and Family,Main Campus,620 Michigan Ave NE McGivney Hall,Washington,DC,200640001,2,"Private nonprofit, 4-year or above",29,33,62,4,4,0,0,"Pontifical John Paul II Institute for Studies on Marriage and Family, Washington, DC","[38.9332524, -76.9985789]",38.9332524,-76.9985789,0,0,0,0,"Pontifical John Paul II Institute for Studies on Marriage and Family<br>Washington, DC<br>Crime Count: 0<br>Enrollment: 62<br>Rate per 1000 students: 0.0","Pontifical John Paul II Institute for Studies on Marriage and Family<br>Washington, DC<br>Crime Count: 0<br>Enrollment: 62<br>Rate per 1000 students: 0.0","Pontifical John Paul II Institute for Studies on Marriage and Family<br>Washington, DC<br>Crime Count: 4<br>Enrollment: 62<br>Rate per 1000 students: 0.0","Pontifical John Paul II Institute for Studies on Marriage and Family<br>Washington, DC<br>Crime Count: 4<br>Enrollment: 62<br>Rate per 1000 students: 0.0"
30,Wade Gordon Hairdressing Academy,Main Campus,7701 Interstate 40 West,Amarillo,TX,791210548,9,"Private for-profit, less-than 2-year",5,85,90,0,0,3,0,"Wade Gordon Hairdressing Academy, Amarillo, TX","[35.183499, -101.927397]",35.183499,-101.927397,0,0,0,0,"Wade Gordon Hairdressing Academy<br>Amarillo, TX<br>Crime Count: 0<br>Enrollment: 90<br>Rate per 1000 students: 0.0","Wade Gordon Hairdressing Academy<br>Amarillo, TX<br>Crime Count: 3<br>Enrollment: 90<br>Rate per 1000 students: 0.0","Wade Gordon Hairdressing Academy<br>Amarillo, TX<br>Crime Count: 0<br>Enrollment: 90<br>Rate per 1000 students: 0.0","Wade Gordon Hairdressing Academy<br>Amarillo, TX<br>Crime Count: 0<br>Enrollment: 90<br>Rate per 1000 students: 0.0"
0,Alabama A & M University,Main Campus,4900 MERIDIAN ST,NORMAL,AL,35762,1,"Public, 4-year or above",2413,3446,5859,1,0,1,0,"4900 MERIDIAN ST, NORMAL, AL","[34.7936653, -86.57152880000001]",34.7936653,-86.5715288,0,0.2,0,0.2,"Alabama A & M University<br>Normal, AL<br>Crime Count: 0<br>Enrollment: 5859<br>Rate per 1000 students: 0.0","Alabama A & M University<br>Normal, AL<br>Crime Count: 1<br>Enrollment: 5859<br>Rate per 1000 students: 0.2","Alabama A & M University<br>Normal, AL<br>Crime Count: 0<br>Enrollment: 5859<br>Rate per 1000 students: 0.0","Alabama A & M University<br>Normal, AL<br>Crime Count: 1<br>Enrollment: 5859<br>Rate per 1000 students: 0.2"
1,Alabama State University,Main Campus,915 SOUTH JACKSON ST,MONTGOMERY,AL,361040271,1,"Public, 4-year or above",1952,3366,5318,0,0,3,3,"915 SOUTH JACKSON ST, MONTGOMERY, AL","[32.3650918, -86.2956923]",32.3650918,-86.2956923,0.6,0.6,0,0,"Alabama State University<br>Montgomery, AL<br>Crime Count: 3<br>Enrollment: 5318<br>Rate per 1000 students: 0.6","Alabama State University<br>Montgomery, AL<br>Crime Count: 3<br>Enrollment: 5318<br>Rate per 1000 students: 0.6","Alabama State University<br>Montgomery, AL<br>Crime Count: 0<br>Enrollment: 5318<br>Rate per 1000 students: 0.0","Alabama State University<br>Montgomery, AL<br>Crime Count: 0<br>Enrollment: 5318<br>Rate per 1000 students: 0.0"
2,University of South Alabama,Main Campus,307 N UNIVERSITY BLVD,MOBILE,AL,366880002,1,"Public, 4-year or above",6516,9927,16443,8,2,1,0,"307 N UNIVERSITY BLVD, MOBILE, AL","[30.6954258, -88.1752139]",30.6954258,-88.1752139,0,0.1,0.1,0.5,"University of South Alabama<br>Mobile, AL<br>Crime Count: 0<br>Enrollment: 16443<br>Rate per 1000 students: 0.0","University of South Alabama<br>Mobile, AL<br>Crime Count: 1<br>Enrollment: 16443<br>Rate per 1000 students: 0.1","University of South Alabama<br>Mobile, AL<br>Crime Count: 2<br>Enrollment: 16443<br>Rate per 1000 students: 0.1","University of South Alabama<br>Mobile, AL<br>Crime Count: 8<br>Enrollment: 16443<br>Rate per 1000 students: 0.5"
3,Troy University,Troy Campus,University Avenue,TROY,AL,360820001,1,"Public, 4-year or above",6871,10984,17855,2,1,1,0,"University Avenue, TROY, AL","[31.7972059, -85.9517144]",31.7972059,-85.9517144,0,0.1,0.1,0.1,"Troy University<br>Troy, AL<br>Crime Count: 0<br>Enrollment: 17855<br>Rate per 1000 students: 0.0","Troy University<br>Troy, AL<br>Crime Count: 1<br>Enrollment: 17855<br>Rate per 1000 students: 0.1","Troy University<br>Troy, AL<br>Crime Count: 1<br>Enrollment: 17855<br>Rate per 1000 students: 0.1","Troy University<br>Troy, AL<br>Crime Count: 2<br>Enrollment: 17855<br>Rate per 1000 students: 0.1"
4,Tuskegee University,TUSKEGEE UNIVERSITY,"Kresge Center, 3rd Floor RM 310",Tuskegee,AL,360881920,2,"Private nonprofit, 4-year or above",1083,1768,2851,0,0,0,4,"Kresge Center, 3rd Floor RM 310, Tuskegee, AL","[32.430112, -85.70669099999999]",32.430112,-85.706691,1.4,0,0,0,"Tuskegee University<br>Tuskegee, AL<br>Crime Count: 4<br>Enrollment: 2851<br>Rate per 1000 students: 1.4","Tuskegee University<br>Tuskegee, AL<br>Crime Count: 0<br>Enrollment: 2851<br>Rate per 1000 students: 0.0","Tuskegee University<br>Tuskegee, AL<br>Crime Count: 0<br>Enrollment: 2851<br>Rate per 1000 students: 0.0","Tuskegee University<br>Tuskegee, AL<br>Crime Count: 0<br>Enrollment: 2851<br>Rate per 1000 students: 0.0"
5,Universal Technical Institute of Arizona Inc-Motorcycle Mechanics Institute Division,Universal Technical Institute-Motorcycle Mechanics Institute Division,2844 W DEER VALLEY RD,PHOENIX,AZ,85027,6,"Private for-profit, 2-year",1127,55,1182,0,1,0,0,"2844 W DEER VALLEY RD, PHOENIX, AZ","[33.6844981, -112.1215044]",33.6844981,-112.1215044,0,0,0.8,0,"Universal Technical Institute of Arizona Inc-Motorcycle Mechanics Institute Division<br>Phoenix, AZ<br>Crime Count: 0<br>Enrollment: 1182<br>Rate per 1000 students: 0.0","Universal Technical Institute of Arizona Inc-Motorcycle Mechanics Institute Division<br>Phoenix, AZ<br>Crime Count: 0<br>Enrollment: 1182<br>Rate per 1000 students: 0.0","Universal Technical Institute of Arizona Inc-Motorcycle Mechanics Institute Division<br>Phoenix, AZ<br>Crime Count: 1<br>Enrollment: 1182<br>Rate per 1000 students: 0.8","Universal Technical Institute of Arizona Inc-Motorcycle Mechanics Institute Division<br>Phoenix, AZ<br>Crime Count: 0<br>Enrollment: 1182<br>Rate per 1000 students: 0.0"
6,Academy of Art University,Main Campus,79 NEW MONTGOMERY,SAN FRANCISCO,CA,94105,3,"Private for-profit, 4-year or above",5128,7480,12608,2,1,0,4,"79 NEW MONTGOMERY, SAN FRANCISCO, CA","[37.7879584, -122.4004678]",37.7879584,-122.4004678,0.3,0,0.1,0.2,"Academy of Art University<br>San Francisco, CA<br>Crime Count: 4<br>Enrollment: 12608<br>Rate per 1000 students: 0.3","Academy of Art University<br>San Francisco, CA<br>Crime Count: 0<br>Enrollment: 12608<br>Rate per 1000 students: 0.0","Academy of Art University<br>San Francisco, CA<br>Crime Count: 1<br>Enrollment: 12608<br>Rate per 1000 students: 0.1","Academy of Art University<br>San Francisco, CA<br>Crime Count: 2<br>Enrollment: 12608<br>Rate per 1000 students: 0.2"
7,Bakersfield College,Bakersfield College,1801 Panorama Drive,Bakersfield,CA,933051299,4,"Public, 2-year",10124,12586,22710,1,0,1,0,"1801 Panorama Drive, Bakersfield, CA","[35.4079936, -118.971651]",35.4079936,-118.971651,0,0,0,0,"Bakersfield College<br>Bakersfield, CA<br>Crime Count: 0<br>Enrollment: 22710<br>Rate per 1000 students: 0.0","Bakersfield College<br>Bakersfield, CA<br>Crime Count: 1<br>Enrollment: 22710<br>Rate per 1000 students: 0.0","Bakersfield College<br>Bakersfield, CA<br>Crime Count: 0<br>Enrollment: 22710<br>Rate per 1000 students: 0.0","Bakersfield College<br>Bakersfield, CA<br>Crime Count: 1<br>Enrollment: 22710<br>Rate per 1000 students: 0.0"
8,Cabrillo College,Aptos Campus,6500 SOQUEL DR,APTOS,CA,95003,4,"Public, 2-year",5466,6512,11978,0,0,0,3,"6500 SOQUEL DR, APTOS, CA","[36.9870845, -121.9255315]",36.9870845,-121.9255315,0.3,0,0,0,"Cabrillo College<br>Aptos, CA<br>Crime Count: 3<br>Enrollment: 11978<br>Rate per 1000 students: 0.3","Cabrillo College<br>Aptos, CA<br>Crime Count: 0<br>Enrollment: 11978<br>Rate per 1000 students: 0.0","Cabrillo College<br>Aptos, CA<br>Crime Count: 0<br>Enrollment: 11978<br>Rate per 1000 students: 0.0","Cabrillo College<br>Aptos, CA<br>Crime Count: 0<br>Enrollment: 11978<br>Rate per 1000 students: 0.0"
9,California State University-Fullerton,Main Campus,800 N STATE COLLEGE BLVD,FULLERTON,CA,928319480,1,"Public, 4-year or above",17625,22610,40235,3,2,1,4,"800 N STATE COLLEGE BLVD, FULLERTON, CA","[33.8791104, -117.8835005]",33.8791104,-117.8835005,0.1,0,0,0.1,"California State University-Fullerton<br>Fullerton, CA<br>Crime Count: 4<br>Enrollment: 40235<br>Rate per 1000 students: 0.1","California State University-Fullerton<br>Fullerton, CA<br>Crime Count: 1<br>Enrollment: 40235<br>Rate per 1000 students: 0.0","California State University-Fullerton<br>Fullerton, CA<br>Crime Count: 2<br>Enrollment: 40235<br>Rate per 1000 students: 0.0","California State University-Fullerton<br>Fullerton, CA<br>Crime Count: 3<br>Enrollment: 40235<br>Rate per 1000 students: 0.1"
10,California State University-Long Beach,Main Campus,1250 BELLFLOWER BLVD,LONG BEACH,CA,908400115,1,"Public, 4-year or above",16103,21673,37776,3,3,2,4,"1250 BELLFLOWER BLVD, LONG BEACH, CA","[33.7770433, -118.1143953]",33.7770433,-118.1143953,0.1,0.1,0.1,0.1,"California State University-Long Beach<br>Long Beach, CA<br>Crime Count: 4<br>Enrollment: 37776<br>Rate per 1000 students: 0.1","California State University-Long Beach<br>Long Beach, CA<br>Crime Count: 2<br>Enrollment: 37776<br>Rate per 1000 students: 0.1","California State University-Long Beach<br>Long Beach, CA<br>Crime Count: 3<br>Enrollment: 37776<br>Rate per 1000 students: 0.1","California State University-Long Beach<br>Long Beach, CA<br>Crime Count: 3<br>Enrollment: 37776<br>Rate per 1000 students: 0.1"
11,University of California-Los Angeles,UCLA,405 HILGARD AVE,LOS ANGELES,CA,900951364,1,"Public, 4-year or above",20268,23280,43548,15,9,3,18,"405 HILGARD AVE, LOS ANGELES, CA","[34.0725988, -118.439277]",34.0725988,-118.439277,0.4,0.1,0.2,0.3,"University of California-Los Angeles<br>Los Angeles, CA<br>Crime Count: 18<br>Enrollment: 43548<br>Rate per 1000 students: 0.4","University of California-Los Angeles<br>Los Angeles, CA<br>Crime Count: 3<br>Enrollment: 43548<br>Rate per 1000 students: 0.1","University of California-Los Angeles<br>Los Angeles, CA<br>Crime Count: 9<br>Enrollment: 43548<br>Rate per 1000 students: 0.2","University of California-Los Angeles<br>Los Angeles, CA<br>Crime Count: 15<br>Enrollment: 43548<br>Rate per 1000 students: 0.3"
12,University of California-San Francisco,Mount Zion,1600 Divisadero Street,San Francisco,CA,941430402,1,"Public, 4-year or above",1155,1990,3145,0,0,0,1,"1600 Divisadero Street, San Francisco, CA","[37.784695, -122.4392274]",37.784695,-122.4392274,0.3,0,0,0,"University of California-San Francisco<br>San Francisco, CA<br>Crime Count: 1<br>Enrollment: 3145<br>Rate per 1000 students: 0.3","University of California-San Francisco<br>San Francisco, CA<br>Crime Count: 0<br>Enrollment: 3145<br>Rate per 1000 students: 0.0","University of California-San Francisco<br>San Francisco, CA<br>Crime Count: 0<br>Enrollment: 3145<br>Rate per 1000 students: 0.0","University of California-San Francisco<br>San Francisco, CA<br>Crime Count: 0<br>Enrollment: 3145<br>Rate per 1000 students: 0.0"
13,College of the Canyons,College of the Canyons,26455 ROCKWELL CANYON RD,Valencia,CA,913551899,4,"Public, 2-year",10708,9258,19966,0,2,0,0,"26455 ROCKWELL CANYON RD, Valencia, CA","[34.4043825, -118.5705879]",34.4043825,-118.5705879,0,0,0.1,0,"College of the Canyons<br>Valencia, CA<br>Crime Count: 0<br>Enrollment: 19966<br>Rate per 1000 students: 0.0","College of the Canyons<br>Valencia, CA<br>Crime Count: 0<br>Enrollment: 19966<br>Rate per 1000 students: 0.0","College of the Canyons<br>Valencia, CA<br>Crime Count: 2<br>Enrollment: 19966<br>Rate per 1000 students: 0.1","College of the Canyons<br>Valencia, CA<br>Crime Count: 0<br>Enrollment: 19966<br>Rate per 1000 students: 0.0"
14,Citrus College,Main Campus,1000 W Foothill Blvd.,Glendora,CA,917411899,4,"Public, 2-year",5929,6824,12753,0,2,0,0,"1000 W Foothill Blvd., Glendora, CA","[34.1355248, -117.885398]",34.1355248,-117.885398,0,0,0.2,0,"Citrus College<br>Glendora, CA<br>Crime Count: 0<br>Enrollment: 12753<br>Rate per 1000 students: 0.0","Citrus College<br>Glendora, CA<br>Crime Count: 0<br>Enrollment: 12753<br>Rate per 1000 students: 0.0","Citrus College<br>Glendora, CA<br>Crime Count: 2<br>Enrollment: 12753<br>Rate per 1000 students: 0.2","Citrus College<br>Glendora, CA<br>Crime Count: 0<br>Enrollment: 12753<br>Rate per 1000 students: 0.0"
15,Fashion Institute of Design & Merchandising-Los Angeles,Main Campus,919 S GRAND AVE,LOS ANGELES,CA,900151421,3,"Private for-profit, 4-year or above",289,2335,2624,0,0,0,1,"919 S GRAND AVE, LOS ANGELES, CA","[34.0441185, -118.2600399]",34.0441185,-118.2600399,0.4,0,0,0,"Fashion Institute of Design & Merchandising-Los Angeles<br>Los Angeles, CA<br>Crime Count: 1<br>Enrollment: 2624<br>Rate per 1000 students: 0.4","Fashion Institute of Design & Merchandising-Los Angeles<br>Los Angeles, CA<br>Crime Count: 0<br>Enrollment: 2624<br>Rate per 1000 students: 0.0","Fashion Institute of Design & Merchandising-Los Angeles<br>Los Angeles, CA<br>Crime Count: 0<br>Enrollment: 2624<br>Rate per 1000 students: 0.0","Fashion Institute of Design & Merchandising-Los Angeles<br>Los Angeles, CA<br>Crime Count: 0<br>Enrollment: 2624<br>Rate per 1000 students: 0.0"
16,Glendale Community College,Garfield Campus,1122 E. Garfield Ave,Glendale,CA,912052526,4,"Public, 2-year",6933,8245,15178,0,0,1,0,"1122 E. Garfield Ave, Glendale, CA","[34.1359373, -118.2405981]",34.1359373,-118.2405981,0,0.1,0,0,"Glendale Community College<br>Glendale, CA<br>Crime Count: 0<br>Enrollment: 15178<br>Rate per 1000 students: 0.0","Glendale Community College<br>Glendale, CA<br>Crime Count: 1<br>Enrollment: 15178<br>Rate per 1000 students: 0.1","Glendale Community College<br>Glendale, CA<br>Crime Count: 0<br>Enrollment: 15178<br>Rate per 1000 students: 0.0","Glendale Community College<br>Glendale, CA<br>Crime Count: 0<br>Enrollment: 15178<br>Rate per 1000 students: 0.0"
17,Harvey Mudd College,Main Campus,301 Platt Boulevard,Claremont,CA,917113947,2,"Private nonprofit, 4-year or above",457,385,842,5,8,0,0,"301 Platt Boulevard, Claremont, CA","[34.1061112, -117.7089441]",34.1061112,-117.7089441,0,0,9.5,5.9,"Harvey Mudd College<br>Claremont, CA<br>Crime Count: 0<br>Enrollment: 842<br>Rate per 1000 students: 0.0","Harvey Mudd College<br>Claremont, CA<br>Crime Count: 0<br>Enrollment: 842<br>Rate per 1000 students: 0.0","Harvey Mudd College<br>Claremont, CA<br>Crime Count: 8<br>Enrollment: 842<br>Rate per 1000 students: 9.5","Harvey Mudd College<br>Claremont, CA<br>Crime Count: 5<br>Enrollment: 842<br>Rate per 1000 students: 5.9"
18,Humboldt State University,Humboldt State University,1 HARPST STREET,ARCATA,CA,955218299,1,"Public, 4-year or above",3716,4787,8503,4,1,2,2,"1 HARPST STREET, ARCATA, CA","[40.8770251, -124.0791468]",40.8770251,-124.0791468,0.2,0.2,0.1,0.5,"Humboldt State University<br>Arcata, CA<br>Crime Count: 2<br>Enrollment: 8503<br>Rate per 1000 students: 0.2","Humboldt State University<br>Arcata, CA<br>Crime Count: 2<br>Enrollment: 8503<br>Rate per 1000 students: 0.2","Humboldt State University<br>Arcata, CA<br>Crime Count: 1<br>Enrollment: 8503<br>Rate per 1000 students: 0.1","Humboldt State University<br>Arcata, CA<br>Crime Count: 4<br>Enrollment: 8503<br>Rate per 1000 students: 0.5"
19,Loma Linda University,Loma Linda University,11206 Campus Street Suite A,LOMA LINDA,CA,92354,2,"Private nonprofit, 4-year or above",1633,2811,4444,0,2,0,0,"11206 Campus Street Suite A, LOMA LINDA, CA","[34.0499579, -117.266044]",34.0499579,-117.266044,0,0,0.5,0,"Loma Linda University<br>Loma Linda, CA<br>Crime Count: 0<br>Enrollment: 4444<br>Rate per 1000 students: 0.0","Loma Linda University<br>Loma Linda, CA<br>Crime Count: 0<br>Enrollment: 4444<br>Rate per 1000 students: 0.0","Loma Linda University<br>Loma Linda, CA<br>Crime Count: 2<br>Enrollment: 4444<br>Rate per 1000 students: 0.5","Loma Linda University<br>Loma Linda, CA<br>Crime Count: 0<br>Enrollment: 4444<br>Rate per 1000 students: 0.0"
20,National University,Los Angeles,"5245 Pacific Concourse Drive, Suite 100",Los Angeles,CA,900456905,2,"Private nonprofit, 4-year or above",6755,10437,17192,0,0,1,0,"5245 Pacific Concourse Drive, Suite 100, Los Angeles, CA","[33.9282034, -118.3725372]",33.9282034,-118.3725372,0,0.1,0,0,"National University<br>Los Angeles, CA<br>Crime Count: 0<br>Enrollment: 17192<br>Rate per 1000 students: 0.0","National University<br>Los Angeles, CA<br>Crime Count: 1<br>Enrollment: 17192<br>Rate per 1000 students: 0.1","National University<br>Los Angeles, CA<br>Crime Count: 0<br>Enrollment: 17192<br>Rate per 1000 students: 0.0","National University<br>Los Angeles, CA<br>Crime Count: 0<br>Enrollment: 17192<br>Rate per 1000 students: 0.0"
