UNITID_P,INSTNM,BRANCH,Address,City,State,ZIP,sector_cd,Sector_desc,men_total,women_total,Total,MURD13,NEG_M13,FORCIB13,NONFOR13,ROBBE13,AGG_A13,BURGLA13,VEHIC13,ARSON13,MURD14,NEG_M14,RAPE14,FONDL14,INCES14,STATR14,ROBBE14,AGG_A14,BURGLA14,VEHIC14,ARSON14,MURD15,NEG_M15,RAPE15,FONDL15,INCES15,STATR15,ROBBE15,AGG_A15,BURGLA15,VEHIC15,ARSON15,FILTER13,FILTER14,FILTER15
242699001,Inter American University of Puerto Rico-Guayama,INTER AMERICAN UNIV. OF PUERTO RICO-GUAYAMA CAMPUS,BO MACHETE ST. 744 KM 1.2,GUAYAMA,PR,00785,2,"Private nonprofit, 4-year or above",715,1412,2127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
242705001,Inter American University of Puerto Rico-Bayamon,Main Campus,500 ROAD 830,BAYAMON,PR,00957,2,"Private nonprofit, 4-year or above",2605,2025,4630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
242723001,Inter American University of Puerto Rico-School of Law,FACULTAD DE DERECHO,CALLE FEDERICO COSTA 170 SECTOR TRES MONJITAS,San Juan,PR,009181303,2,"Private nonprofit, 4-year or above",365,468,833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
242750001,International Technical College,Main Campus,104 LOAIZA CORDERO ST,SAN JUAN,PR,009183325,9,"Private for-profit, less-than 2-year",46,57,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
242820001,Liceo de Arte y Tecnologia,LICEO DE ARTE Y TECNOLOGIA,405 Ponce de León Ave.,San Juan,PR,009192346,9,"Private for-profit, less-than 2-year",1291,228,1519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
242945001,Modern Hairstyling Institute-Bayamon,Main Campus,BETANCES #20 ESQUINA DEGETAU,BAYAMON,PR,00961,9,"Private for-profit, less-than 2-year",86,141,227,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
242954001,Modern Hairstyling Institute-Arecibo,Main Campus,VISTA AZUL SHOPPING CENTER #2 KM.80.0,ARECIBO,PR,00612,9,"Private for-profit, less-than 2-year",12,52,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
242972001,National University College-Bayamon,Main Campus,ST RD 2 NATIONAL COLLEGE PLAZA BLDG. KM.,BAYAMON,PR,009602036,3,"Private for-profit, 4-year or above",1676,3596,5272,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,1,1,1
242981001,National University College-Arecibo,Arecibo Branch Campus,Manuel Perez Aviles St. Victor Rojas Avenue,ARECIBO,PR,00612,3,"Private for-profit, 4-year or above",583,868,1451,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,5,2,0,0,1,1,1
243072001,Ponce Paramedical College Inc,Main Campus,1213 ACACIA STREET  VILLA FLORES URB,PONCE,PR,007162901,6,"Private for-profit, 2-year",906,1420,2326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
243072002,Ponce Paramedical College Inc,Ponce Paramedical College Branch,"Road #2, Sábalos #410",Mayaguez,PR,00680,6,"Private for-profit, 2-year",906,1420,2326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
243081001,Ponce School of Medicine and Health Sciences,Ponce Health Sciences University,Urb Industrial Reparada 2 #388,PONCE,PR,007162347,3,"Private for-profit, 4-year or above",272,537,809,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,1
243106001,University of Puerto Rico-Aguadilla,Main Campus,Belt St,Ramey,PR,006046150,1,"Public, 4-year or above",1404,1754,3158,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
243115001,University of Puerto Rico-Arecibo,University Of Puerto Rico At Arecibo,FINCA LAS DUNAS CARR 653 RUTA 129 KM 8,ARECIBO,PR,006144010,1,"Public, 4-year or above",1650,2273,3923,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
243133001,University of Puerto Rico-Bayamon,Main Campus,174 Road  #170 Industrial Minillas,Bayamon,PR,009591911,1,"Public, 4-year or above",2391,2574,4965,0,0,0,0,2,0,2,9,0,0,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,1,0,1,5,0,1,1,1
243142001,University of Puerto Rico-Carolina,Universidad de Puerto Rico en Carolina,CARRETERA 887 BO SAN ANTON,Carolina,PR,009844800,1,"Public, 4-year or above",1484,2312,3796,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
243151001,University of Puerto Rico-Cayey,UPR-Cayey,205 Antonio R. Barcelo Ave.,Cayey,PR,00736,1,"Public, 4-year or above",1283,2424,3707,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
243179001,University of Puerto Rico-Humacao,University of Puerto Rico at Humacao,Call Box 860,Humacao,PR,00792,1,"Public, 4-year or above",1388,2457,3845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
243188001,University of Puerto Rico-Utuado,UNIVERSITY OF PUERTO RICO AT UTUADO,PO BOX 2500 CARR. # 10 KM. 52.2,UTUADO,PR,00641,1,"Public, 4-year or above",700,761,1461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
243197001,University of Puerto Rico-Mayaguez,"University of PR, Mayaguez Campus",POST ST,MAYAGUEZ,PR,006819000,1,"Public, 4-year or above",6898,5873,12771,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,7,0,2,2,1,0,0,0,0,0,0,11,3,0,1,0,1,1,1
243203001,University of Puerto Rico-Medical Sciences,Medical Science Campus,"Medical Science Center, Americo Miranda Avenue",San Juan,PR,009365067,1,"Public, 4-year or above",735,1578,2313,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
243212001,University of Puerto Rico-Ponce,University of Puerto Rico in Ponce,2151 Santiago de los Caballeros Avenue,PONCE,PR,007169996,1,"Public, 4-year or above",1520,2023,3543,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
243221001,University of Puerto Rico-Rio Piedras,University of Puerto Rico-Rio Piedras Campus,PONCE DE LEON  AVE,San Juan,PR,009313301,1,"Public, 4-year or above",6343,10111,16454,0,0,1,0,6,0,48,3,1,0,0,0,1,0,0,7,1,32,11,0,0,0,0,1,0,0,3,0,17,15,0,1,1,1
243346001,Universidad Del Este,Main Campus,"CARR. # 190 Km. 1.8, BO. SABANA ABAJO",CAROLINA,PR,009842010,2,"Private nonprofit, 4-year or above",5128,7930,13058,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1
243346002,Universidad Del Este,University Center Cabo Rojo,Carr. 100 Sector Miradero Km. 4.8,Cabo Rojo,PR,006231159,2,"Private nonprofit, 4-year or above",5128,7930,13058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
243346003,Universidad Del Este,University Center Barceloneta,Carretera #2 Km59 Hm 5 sector Tiburon,Barceloneta,PR,00617,2,"Private nonprofit, 4-year or above",5128,7930,13058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
243346004,Universidad Del Este,University Center Santa Isabel,PO Box 756,Santa Isabel,PR,007579998,2,"Private nonprofit, 4-year or above",5128,7930,13058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
243346005,Universidad Del Este,University Center Arecibo,Urb.Industrial Victor Rojas Calle 1 Lote A,Arecibo,PR,00612,2,"Private nonprofit, 4-year or above",5128,7930,13058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
243346006,Universidad Del Este,University Center Yauco,Calle Santo Domingo Final No. 29,Yauco,PR,00698,2,"Private nonprofit, 4-year or above",5128,7930,13058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
243346007,Universidad Del Este,"University Center Orlando, FL",5601 South Semoran Blvd. Suite 55,Orlando,FL,32822,2,"Private nonprofit, 4-year or above",5128,7930,13058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
243346008,Universidad Del Este,University Center South Florida,3520 Enterprise Way Miramar Park of Commerce,Miramar,FL,33025,2,"Private nonprofit, 4-year or above",5128,7930,13058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
243346009,Universidad Del Este,"University Center Tampa Bay, FL",3655  West Water Ave.,Tampa,FL,33614,2,"Private nonprofit, 4-year or above",5128,7930,13058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
243346010,Universidad Del Este,Capital Area Campus,11006 Veirs Mill Road,Wheaton,MD,20902,2,"Private nonprofit, 4-year or above",5128,7930,13058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
243346011,Universidad Del Este,University Center Dallas,"3010 N Stemmons Fwy Dallas, TX 75247",Dallas,TX,75247,2,"Private nonprofit, 4-year or above",5128,7930,13058,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1
243443001,Universidad del Sagrado Corazon,UNIVERSITY OF THE SACRED HEART,CALLE ROSALES  PDA 26 1/2,SANTURCE,PR,00909,2,"Private nonprofit, 4-year or above",1899,3161,5060,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
243498001,Seminario Evangelico de Puerto Rico,Evangelical Seminary of Puerto Rico,776 PONCE DE LEON AVENUE,SAN JUAN,PR,009252207,2,"Private nonprofit, 4-year or above",147,77,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
243568001,Universidad Central Del Caribe,Universidad Central Del Caribe,Ramon Ruiz Arnau University Hospital Laurel Ave,Bayamon,PR,009606032,2,"Private nonprofit, 4-year or above",218,275,493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
243577001,Universidad Politecnica de Puerto Rico,Universidad Politecnica de Puerto Rico,377 PONCE DE LEON AVE,HATO REY,PR,00918,2,"Private nonprofit, 4-year or above",3312,979,4291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
243586001,Pontifical Catholic University of Puerto Rico-Mayaguez,Pontifical Catholic University of Puerto Rico,482 S Calle Ramon E Betances,MAYAGUEZ,PR,00680,2,"Private nonprofit, 4-year or above",587,918,1505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
243601001,Universidad Del Turabo,Main Campus,CARR. # 189 KM 3.3,GURABO,PR,007783030,2,"Private nonprofit, 4-year or above",7141,10368,17509,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
243601002,Universidad Del Turabo,Yabucoa Campus,Carr. # 901 k.m. 1.4 Bo. Juan Martin,Yabucoa,PR,00767,2,"Private nonprofit, 4-year or above",7141,10368,17509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
243601003,Universidad Del Turabo,Cayey Campus,Carr. # 14 Edificio La Sierra K.m. 70.6 Bo Montell,Cayey,PR,00737,2,"Private nonprofit, 4-year or above",7141,10368,17509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
243601005,Universidad Del Turabo,Isabela Campus,Apartado 807,Isabela,PR,006620807,2,"Private nonprofit, 4-year or above",7141,10368,17509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
243601006,Universidad Del Turabo,Ponce Campus,Carr. #14 Km 3.4 Bo. Machuelos,Ponce,PR,00732,2,"Private nonprofit, 4-year or above",7141,10368,17509,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
243601007,Universidad Del Turabo,Barceloneta Campus,Carr. #2 Km 59 Sector Tiburón,Barceloneta,PR,00617,2,"Private nonprofit, 4-year or above",7141,10368,17509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
243601008,Universidad Del Turabo,Metro Orlando,5601 South Semoran Blvd. Suite 55,Orlando,FL,32822,2,"Private nonprofit, 4-year or above",7141,10368,17509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
243601009,Universidad Del Turabo,"University Center Tampa Bay, FL",3655  West Water Ave.,Tampa,FL,33614,2,"Private nonprofit, 4-year or above",7141,10368,17509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
243601010,Universidad Del Turabo,University Center South Florida,3520 Enterprise Way-Miramar Park of Commerce,Miramar,FL,33025,2,"Private nonprofit, 4-year or above",7141,10368,17509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
243601011,Universidad Del Turabo,Capital Area Campus,11006 Veirs Mill Road,Wheaton,MD,20902,2,"Private nonprofit, 4-year or above",7141,10368,17509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
243601012,Universidad Del Turabo,Dallas,3010 N Stemmons Fwy,Dallas,TX,75247,2,"Private nonprofit, 4-year or above",7141,10368,17509,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1
243638001,College of Micronesia-FSM,National Campus,PO BOX 159 Kolonia,Pohnpei,FM,969410159,4,"Public, 2-year",1006,1209,2215,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,1
243638002,College of Micronesia-FSM,Chuuk Campus,PO BOX 879 WENO,CHUUK,FM,96942,4,"Public, 2-year",1006,1209,2215,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
243638003,College of Micronesia-FSM,Kosrae Campus,PO BOX 37 TOFOL,Kosrae,FM,96944,4,"Public, 2-year",1006,1209,2215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
243638004,College of Micronesia-FSM,Yap Campus,PO BOX 286 COLONIA,Colonia,FM,969430286,4,"Public, 2-year",1006,1209,2215,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
243638005,College of Micronesia-FSM,Pohnpei State Campus,P.O. Box 614,Pohnpei,FM,96941,4,"Public, 2-year",1006,1209,2215,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,1
243638006,College of Micronesia-FSM,FSM Fisheries and Maritime Institute (FMI),P.O. Box 1056,Colonia,FM,969431056,4,"Public, 2-year",1006,1209,2215,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
243647001,Palau Community College,Main Campus,MEDALAII,Koror,PW,96940,4,"Public, 2-year",287,340,627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
243665001,University of the Virgin Islands,St. Thomas Campus (Main Campus),#2 JOHN BREWERS BAY,CHARLOTTE AMALIE,VI,008029990,1,"Public, 4-year or above",764,1557,2321,0,0,0,0,0,8,2,0,0,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,3,1,0,1,1,1
243665002,University of the Virgin Islands,UVI Albert A. Sheen Campus,"RR1 - 10,000 Kingshill",Saint Croix,VI,008509781,1,"Public, 4-year or above",764,1557,2321,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
243744001,Stanford University,Main Campus,Building 10,STANFORD,CA,943052061,2,"Private nonprofit, 4-year or above",9852,7128,16980,0,0,26,0,2,3,94,17,0,0,0,26,4,0,0,0,9,49,20,0,0,0,25,11,0,2,0,0,54,36,0,1,1,1
243744002,Stanford University,Stanford in Washington,"2661 Connecticut Ave, N.W.",Washington,DC,20008,2,"Private nonprofit, 4-year or above",9852,7128,16980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
243744003,Stanford University,Hopkins Marine Station,120 Ocean View Boulevard,Pacific Grove,CA,939503094,2,"Private nonprofit, 4-year or above",9852,7128,16980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
243744004,Stanford University,"Stanford in Santiago, Chile","Santiago, Chile",Santiago,,,2,"Private nonprofit, 4-year or above",9852,7128,16980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
243744006,Stanford University,"Stanford in Berlin, Germany","Berlin, Germany",Berlin,,,2,"Private nonprofit, 4-year or above",9852,7128,16980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
243744007,Stanford University,Stanford Japan Center,"Kyoto, Japan",Kyoto,,,2,"Private nonprofit, 4-year or above",9852,7128,16980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
243744008,Stanford University,Stanford in Paris,"Paris, France",Paris,,,2,"Private nonprofit, 4-year or above",9852,7128,16980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
243744009,Stanford University,Stanford in Florence,Piazza Santa Maria Sopr'Arno 1,Firenze,,0000,2,"Private nonprofit, 4-year or above",9852,7128,16980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
243744010,Stanford University,Stanford in Oxford,"Oxford, England",Oxford,,,2,"Private nonprofit, 4-year or above",9852,7128,16980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
243744012,Stanford University,Stanford in Beijing,"Beijing, China",Beijing,,,2,"Private nonprofit, 4-year or above",9852,7128,16980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
243744013,Stanford University,"Stanford in Madrid, Spain","Instituto Internacional, Miguel Angel, 8",Madrid,,,2,"Private nonprofit, 4-year or above",9852,7128,16980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
243744014,Stanford University,"Stanford in Capetown, South Africa","Waverley Business Park Bldg 11A, Wycroft Road",Cape Town,,,2,"Private nonprofit, 4-year or above",9852,7128,16980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
243780001,Purdue University-Main Campus,Main Campus,1076 FREEHAFER HALL,WEST LAFAYETTE,IN,479071076,1,"Public, 4-year or above",23559,16913,40472,0,0,5,0,0,1,11,0,2,1,0,7,9,0,0,1,0,21,4,2,0,0,12,7,0,0,2,4,21,6,4,1,1,1
243780002,Purdue University-Main Campus,Anderson Campus,2705 Enterprise Dr.,Anderson,IN,46013,1,"Public, 4-year or above",23559,16913,40472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
243780003,Purdue University-Main Campus,Richmond Campus,2325 Chester Boulevard,Richmond,IN,47374,1,"Public, 4-year or above",23559,16913,40472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
243780004,Purdue University-Main Campus,New Albany Campus,3000 Technology Ave.,New Albany,IN,47150,1,"Public, 4-year or above",23559,16913,40472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1
243780005,Purdue University-Main Campus,South Bend Campus,1733 Northside Boulevard,South Bend,IN,466347111,1,"Public, 4-year or above",23559,16913,40472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
243780006,Purdue University-Main Campus,Vincennes Campus,1002 North First St.,Vincennes,IN,47591,1,"Public, 4-year or above",23559,16913,40472,0,0,0,0,1,1,10,0,0,0,0,6,3,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1
243780007,Purdue University-Main Campus,Kokomo Campus,2300 S. Washington St.,Kokomo,IN,469049003,1,"Public, 4-year or above",23559,16913,40472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
243780008,Purdue University-Main Campus,Indianapolis Campus,2175 S. Hoffman Rd.,Indianapolis,IN,462413650,1,"Public, 4-year or above",23559,16913,40472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
243780009,Purdue University-Main Campus,Lafayette Campus,5500 State Road 38 East,Lafayette,IN,47903,1,"Public, 4-year or above",23559,16913,40472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
243780010,Purdue University-Main Campus,Columbus Campus,4444 Kelly St.,Columbus,IN,47203,1,"Public, 4-year or above",23559,16913,40472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
243799001,Blue Hills Regional Technical School,Main Campus,800 RANDOLPH ST,CANTON,MA,020219103,7,"Public, less-than 2-year",7,47,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
243823001,Parker University,PARKER UNIVERSITY,2500 WALNUT HILL LN,DALLAS,TX,752295668,2,"Private nonprofit, 4-year or above",531,484,1015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
243832001,EDP Univeristy of Puerto Rico Inc-San Juan,EDP UNIVERSITY OF PUERTO RICO,PONCE DE LEON AVE. #560,Hato Rey,PR,009192303,2,"Private nonprofit, 4-year or above",590,1126,1716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
243841001,ICPR Junior College-General Institutional,Hato Rey Main Campus,558 MUNOZ RIVERA AVE,HATO REY,PR,009190304,6,"Private for-profit, 2-year",174,459,633,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
244190001,Widener University-Delaware Law School,Delaware Campus,4601 CONCORD PIKE,WILMINGTON,DE,19803,2,"Private nonprofit, 4-year or above",293,360,653,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
244233001,City College-Fort Lauderdale,Main Campus,2000 West Commercial Blvd,FORT LAUDERDALE,FL,333093073,2,"Private nonprofit, 4-year or above",127,363,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
244279001,Meridian College,Main Campus,7020 Professional Pkwy E,SARASOTA,FL,34240,6,"Private for-profit, 2-year",9,152,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
244437001,Georgia Perimeter College,Clarkston Campus,555 N. Indian Creek Drive,Clarkston,GA,30021,4,"Public, 2-year",8584,12504,21088,1,0,1,0,3,0,1,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
244437002,Georgia Perimeter College,Dunwoody Campus,2101 Womack Road,Dunwoody,GA,30338,4,"Public, 2-year",8584,12504,21088,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
244437003,Georgia Perimeter College,Decatur Campus,3251 Panthersville Road,Decatur,GA,30034,4,"Public, 2-year",8584,12504,21088,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
244437005,Georgia Perimeter College,Newton Campus,239 Cedar Lane,Convington,GA,30014,4,"Public, 2-year",8584,12504,21088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
244437006,Georgia Perimeter College,Georgia Perimeter College Alpharetta Campus,3705 Brookside Parkway,Alpharetta,GA,30022,4,"Public, 2-year",8584,12504,21088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
