,Unnamed: 0,INSTNM,BRANCH,Address,City,State,ZIP,sector_cd,Sector_desc,men_total,women_total,Total,RAPE16,FONDL16,ROBBE16,AGG_A16,geo_address,lat_lng,lat,long,Assault,Robbery,Fondling,Rape,AGG_A16_hover_text,ROBBE16_hover_text,FONDL16_hover_text,RAPE16_hover_text
124,4060,Saint Louis Community College,Saint Louis Community College-Florissant Valley,3400 Pershall Road,Saint Louis,MO,63135,4,"Public, 2-year",7579.0,11473.0,19052.0,0,0,0,2,"3400 Pershall Road, Saint Louis, MO","[38.7708991, -90.2839252]",38.7708991,-90.2839252,0.1,0.0,0.0,0.0,"Saint Louis Community College<br>Saint Louis, MO<br>Crime Count: 2<br>Enrollment: 19052<br>Rate per 1000 students: 0.1","Saint Louis Community College<br>Saint Louis, MO<br>Crime Count: 0<br>Enrollment: 19052<br>Rate per 1000 students: 0.0","Saint Louis Community College<br>Saint Louis, MO<br>Crime Count: 0<br>Enrollment: 19052<br>Rate per 1000 students: 0.0","Saint Louis Community College<br>Saint Louis, MO<br>Crime Count: 0<br>Enrollment: 19052<br>Rate per 1000 students: 0.0"
125,4079,Stephens College,Main Campus,1200 E BROADWAY,COLUMBIA,MO,65215,2,"Private nonprofit, 4-year or above",37.0,917.0,954.0,1,0,0,0,"1200 E BROADWAY, COLUMBIA, MO","[38.9517408, -92.32061279999999]",38.9517408,-92.3206128,0.0,0.0,0.0,1.0,"Stephens College<br>Columbia, MO<br>Crime Count: 0<br>Enrollment: 954<br>Rate per 1000 students: 0.0","Stephens College<br>Columbia, MO<br>Crime Count: 0<br>Enrollment: 954<br>Rate per 1000 students: 0.0","Stephens College<br>Columbia, MO<br>Crime Count: 0<br>Enrollment: 954<br>Rate per 1000 students: 0.0","Stephens College<br>Columbia, MO<br>Crime Count: 1<br>Enrollment: 954<br>Rate per 1000 students: 1.0"
126,4085,Missouri State University-Springfield,Springfield Campus,901 S NATIONAL,SPRINGFIELD,MO,65897,1,"Public, 4-year or above",9723.0,13815.0,23538.0,1,11,0,2,"901 S NATIONAL, SPRINGFIELD, MO","[37.1985841, -93.27858119999999]",37.1985841,-93.2785812,0.1,0.0,0.5,0.0,"Missouri State University-Springfield<br>Springfield, MO<br>Crime Count: 2<br>Enrollment: 23538<br>Rate per 1000 students: 0.1","Missouri State University-Springfield<br>Springfield, MO<br>Crime Count: 0<br>Enrollment: 23538<br>Rate per 1000 students: 0.0","Missouri State University-Springfield<br>Springfield, MO<br>Crime Count: 11<br>Enrollment: 23538<br>Rate per 1000 students: 0.5","Missouri State University-Springfield<br>Springfield, MO<br>Crime Count: 1<br>Enrollment: 23538<br>Rate per 1000 students: 0.0"
128,4215,Central Community College,Central Community College - Hastings,"550 South Technical Blvd, PO Box 1024",Hastings,NE,689021024,4,"Public, 2-year",2656.0,3660.0,6316.0,1,0,0,0,"550 South Technical Blvd, PO Box 1024, Hastings, NE","[40.5775083, -98.3316881]",40.5775083,-98.3316881,0.0,0.0,0.0,0.2,"Central Community College<br>Hastings, NE<br>Crime Count: 0<br>Enrollment: 6316<br>Rate per 1000 students: 0.0","Central Community College<br>Hastings, NE<br>Crime Count: 0<br>Enrollment: 6316<br>Rate per 1000 students: 0.0","Central Community College<br>Hastings, NE<br>Crime Count: 0<br>Enrollment: 6316<br>Rate per 1000 students: 0.0","Central Community College<br>Hastings, NE<br>Crime Count: 1<br>Enrollment: 6316<br>Rate per 1000 students: 0.2"
129,4448,Ramapo College of New Jersey,Main Campus,505 RAMAPO VALLEY RD,MAHWAH,NJ,74301680,1,"Public, 4-year or above",2719.0,3515.0,6234.0,11,5,0,1,"505 RAMAPO VALLEY RD, MAHWAH, NJ","[41.0819319, -74.175816]",41.0819319,-74.175816,0.2,0.0,0.8,1.8,"Ramapo College of New Jersey<br>Mahwah, NJ<br>Crime Count: 1<br>Enrollment: 6234<br>Rate per 1000 students: 0.2","Ramapo College of New Jersey<br>Mahwah, NJ<br>Crime Count: 0<br>Enrollment: 6234<br>Rate per 1000 students: 0.0","Ramapo College of New Jersey<br>Mahwah, NJ<br>Crime Count: 5<br>Enrollment: 6234<br>Rate per 1000 students: 0.8","Ramapo College of New Jersey<br>Mahwah, NJ<br>Crime Count: 11<br>Enrollment: 6234<br>Rate per 1000 students: 1.8"
131,4527,Institute of American Indian and Alaska Native Culture,Main Campus,83 AVAN NU PO ROAD,SANTA FE,NM,875081300,1,"Public, 4-year or above",253.0,329.0,582.0,1,0,0,0,"83 AVAN NU PO ROAD, SANTA FE, NM","[35.585956, -106.011667]",35.585956,-106.011667,0.0,0.0,0.0,1.7,"Institute of American Indian and Alaska Native Culture<br>Santa Fe, NM<br>Crime Count: 0<br>Enrollment: 582<br>Rate per 1000 students: 0.0","Institute of American Indian and Alaska Native Culture<br>Santa Fe, NM<br>Crime Count: 0<br>Enrollment: 582<br>Rate per 1000 students: 0.0","Institute of American Indian and Alaska Native Culture<br>Santa Fe, NM<br>Crime Count: 0<br>Enrollment: 582<br>Rate per 1000 students: 0.0","Institute of American Indian and Alaska Native Culture<br>Santa Fe, NM<br>Crime Count: 1<br>Enrollment: 582<br>Rate per 1000 students: 1.7"
132,4613,Cheryl Fells School of Business,Main Campus,2541 MILITARY RD,NIAGARA FALLS,NY,14304,9,"Private for-profit, less-than 2-year",16.0,17.0,33.0,0,0,1,0,"2541 MILITARY RD, NIAGARA FALLS, NY","[43.1065716, -78.98334109999999]",43.1065716,-78.9833411,0.0,30.3,0.0,0.0,"Cheryl Fells School of Business<br>Niagara Falls, NY<br>Crime Count: 0<br>Enrollment: 33<br>Rate per 1000 students: 0.0","Cheryl Fells School of Business<br>Niagara Falls, NY<br>Crime Count: 1<br>Enrollment: 33<br>Rate per 1000 students: 30.3","Cheryl Fells School of Business<br>Niagara Falls, NY<br>Crime Count: 0<br>Enrollment: 33<br>Rate per 1000 students: 0.0","Cheryl Fells School of Business<br>Niagara Falls, NY<br>Crime Count: 0<br>Enrollment: 33<br>Rate per 1000 students: 0.0"
133,4674,CUNY Queens College,Queens College,65 30 Kissena Blvd,Flushing,NY,113670904,1,"Public, 4-year or above",8295.0,11337.0,19632.0,0,3,0,0,"65 30 Kissena Blvd, Flushing, NY","[40.7382423, -73.81947760000001]",40.7382423,-73.8194776,0.0,0.0,0.2,0.0,"CUNY Queens College<br>Flushing, NY<br>Crime Count: 0<br>Enrollment: 19632<br>Rate per 1000 students: 0.0","CUNY Queens College<br>Flushing, NY<br>Crime Count: 0<br>Enrollment: 19632<br>Rate per 1000 students: 0.0","CUNY Queens College<br>Flushing, NY<br>Crime Count: 3<br>Enrollment: 19632<br>Rate per 1000 students: 0.2","CUNY Queens College<br>Flushing, NY<br>Crime Count: 0<br>Enrollment: 19632<br>Rate per 1000 students: 0.0"
134,4707,Genesee Community College,Genesee Community College,One College Road,BATAVIA,NY,14020,4,"Public, 2-year",2293.0,3842.0,6135.0,2,1,0,1,"One College Road, BATAVIA, NY","[43.016226, -78.137984]",43.016226,-78.137984,0.2,0.0,0.2,0.3,"Genesee Community College<br>Batavia, NY<br>Crime Count: 1<br>Enrollment: 6135<br>Rate per 1000 students: 0.2","Genesee Community College<br>Batavia, NY<br>Crime Count: 0<br>Enrollment: 6135<br>Rate per 1000 students: 0.0","Genesee Community College<br>Batavia, NY<br>Crime Count: 1<br>Enrollment: 6135<br>Rate per 1000 students: 0.2","Genesee Community College<br>Batavia, NY<br>Crime Count: 2<br>Enrollment: 6135<br>Rate per 1000 students: 0.3"
135,4744,LIU Brooklyn,Main Campus,1 UNIVERSITY PLAZA,BROOKLYN,NY,112015372,2,"Private nonprofit, 4-year or above",2287.0,5322.0,7609.0,1,0,0,4,"1 UNIVERSITY PLAZA, BROOKLYN, NY","[40.6905175, -73.9808893]",40.6905175,-73.9808893,0.5,0.0,0.0,0.1,"LIU Brooklyn<br>Brooklyn, NY<br>Crime Count: 4<br>Enrollment: 7609<br>Rate per 1000 students: 0.5","LIU Brooklyn<br>Brooklyn, NY<br>Crime Count: 0<br>Enrollment: 7609<br>Rate per 1000 students: 0.0","LIU Brooklyn<br>Brooklyn, NY<br>Crime Count: 0<br>Enrollment: 7609<br>Rate per 1000 students: 0.0","LIU Brooklyn<br>Brooklyn, NY<br>Crime Count: 1<br>Enrollment: 7609<br>Rate per 1000 students: 0.1"
136,4745,LIU Post,LIU Post,720 NORTHERN BLVD,BROOKVILLE,NY,115481300,2,"Private nonprofit, 4-year or above",3226.0,5408.0,8634.0,0,1,0,2,"720 NORTHERN BLVD, BROOKVILLE, NY","[40.8175907, -73.59652799999999]",40.8175907,-73.596528,0.2,0.0,0.1,0.0,"LIU Post<br>Brookville, NY<br>Crime Count: 2<br>Enrollment: 8634<br>Rate per 1000 students: 0.2","LIU Post<br>Brookville, NY<br>Crime Count: 0<br>Enrollment: 8634<br>Rate per 1000 students: 0.0","LIU Post<br>Brookville, NY<br>Crime Count: 1<br>Enrollment: 8634<br>Rate per 1000 students: 0.1","LIU Post<br>Brookville, NY<br>Crime Count: 0<br>Enrollment: 8634<br>Rate per 1000 students: 0.0"
137,4755,Manhattanville College,Main Campus,2900 PURCHASE ST,PURCHASE,NY,10577,2,"Private nonprofit, 4-year or above",974.0,1860.0,2834.0,2,0,0,0,"2900 PURCHASE ST, PURCHASE, NY","[41.0319357, -73.7159001]",41.0319357,-73.7159001,0.0,0.0,0.0,0.7,"Manhattanville College<br>Purchase, NY<br>Crime Count: 0<br>Enrollment: 2834<br>Rate per 1000 students: 0.0","Manhattanville College<br>Purchase, NY<br>Crime Count: 0<br>Enrollment: 2834<br>Rate per 1000 students: 0.0","Manhattanville College<br>Purchase, NY<br>Crime Count: 0<br>Enrollment: 2834<br>Rate per 1000 students: 0.0","Manhattanville College<br>Purchase, NY<br>Crime Count: 2<br>Enrollment: 2834<br>Rate per 1000 students: 0.7"
139,4896,St John's University-New York,STATEN ISLAND,300 HOWARD AVE.,STATEN ISLAND,NY,10301,2,"Private nonprofit, 4-year or above",8884.0,12192.0,21076.0,0,0,0,1,"300 HOWARD AVE., STATEN ISLAND, NY","[40.621295, -74.09066899999999]",40.621295,-74.090669,0.0,0.0,0.0,0.0,"St John's University-New York<br>Staten Island, NY<br>Crime Count: 1<br>Enrollment: 21076<br>Rate per 1000 students: 0.0","St John's University-New York<br>Staten Island, NY<br>Crime Count: 0<br>Enrollment: 21076<br>Rate per 1000 students: 0.0","St John's University-New York<br>Staten Island, NY<br>Crime Count: 0<br>Enrollment: 21076<br>Rate per 1000 students: 0.0","St John's University-New York<br>Staten Island, NY<br>Crime Count: 0<br>Enrollment: 21076<br>Rate per 1000 students: 0.0"
140,4907,SUNY College of Technology at Canton,Main Campus,34 CORNELL DR,CANTON,NY,136171037,1,"Public, 4-year or above",1360.0,1845.0,3205.0,2,0,0,3,"34 CORNELL DR, CANTON, NY","[44.6033134, -75.18347550000001]",44.6033134,-75.1834755,0.9,0.0,0.0,0.6,"SUNY College of Technology at Canton<br>Canton, NY<br>Crime Count: 3<br>Enrollment: 3205<br>Rate per 1000 students: 0.9","SUNY College of Technology at Canton<br>Canton, NY<br>Crime Count: 0<br>Enrollment: 3205<br>Rate per 1000 students: 0.0","SUNY College of Technology at Canton<br>Canton, NY<br>Crime Count: 0<br>Enrollment: 3205<br>Rate per 1000 students: 0.0","SUNY College of Technology at Canton<br>Canton, NY<br>Crime Count: 2<br>Enrollment: 3205<br>Rate per 1000 students: 0.6"
141,4920,SUNY Polytechnic Institute,Utica Campus,100 Seymour Road,UTICA,NY,13502,1,"Public, 4-year or above",1639.0,1058.0,2697.0,3,1,0,1,"100 Seymour Road, UTICA, NY","[43.136227, -75.2283071]",43.136227,-75.2283071,0.4,0.0,0.4,1.1,"SUNY Polytechnic Institute<br>Utica, NY<br>Crime Count: 1<br>Enrollment: 2697<br>Rate per 1000 students: 0.4","SUNY Polytechnic Institute<br>Utica, NY<br>Crime Count: 0<br>Enrollment: 2697<br>Rate per 1000 students: 0.0","SUNY Polytechnic Institute<br>Utica, NY<br>Crime Count: 1<br>Enrollment: 2697<br>Rate per 1000 students: 0.4","SUNY Polytechnic Institute<br>Utica, NY<br>Crime Count: 3<br>Enrollment: 2697<br>Rate per 1000 students: 1.1"
143,4935,SUNY College at Plattsburgh,Main Campus,101 Broad Street,PLATTSBURGH,NY,12901,1,"Public, 4-year or above",2324.0,3196.0,5520.0,10,6,0,2,"101 Broad Street, PLATTSBURGH, NY","[44.6929401, -73.466732]",44.6929401,-73.466732,0.4,0.0,1.1,1.8,"SUNY College at Plattsburgh<br>Plattsburgh, NY<br>Crime Count: 2<br>Enrollment: 5520<br>Rate per 1000 students: 0.4","SUNY College at Plattsburgh<br>Plattsburgh, NY<br>Crime Count: 0<br>Enrollment: 5520<br>Rate per 1000 students: 0.0","SUNY College at Plattsburgh<br>Plattsburgh, NY<br>Crime Count: 6<br>Enrollment: 5520<br>Rate per 1000 students: 1.1","SUNY College at Plattsburgh<br>Plattsburgh, NY<br>Crime Count: 10<br>Enrollment: 5520<br>Rate per 1000 students: 1.8"
144,4991,Tompkins Cortland Community College,Main Campus,170 NORTH ST,DRYDEN,NY,13053,4,"Public, 2-year",1236.0,1607.0,2843.0,0,0,1,2,"170 NORTH ST, DRYDEN, NY","[42.5026424, -76.2865588]",42.5026424,-76.2865588,0.7,0.4,0.0,0.0,"Tompkins Cortland Community College<br>Dryden, NY<br>Crime Count: 2<br>Enrollment: 2843<br>Rate per 1000 students: 0.7","Tompkins Cortland Community College<br>Dryden, NY<br>Crime Count: 1<br>Enrollment: 2843<br>Rate per 1000 students: 0.4","Tompkins Cortland Community College<br>Dryden, NY<br>Crime Count: 0<br>Enrollment: 2843<br>Rate per 1000 students: 0.0","Tompkins Cortland Community College<br>Dryden, NY<br>Crime Count: 0<br>Enrollment: 2843<br>Rate per 1000 students: 0.0"
146,5172,Laurel University,Laurel University,1215 EASTCHESTER DRIVE,HIGH POINT,NC,272653115,2,"Private nonprofit, 4-year or above",69.0,81.0,150.0,0,1,0,0,"1215 EASTCHESTER DRIVE, HIGH POINT, NC","[35.9942826, -79.9984216]",35.9942826,-79.9984216,0.0,0.0,6.7,0.0,"Laurel University<br>High Point, NC<br>Crime Count: 0<br>Enrollment: 150<br>Rate per 1000 students: 0.0","Laurel University<br>High Point, NC<br>Crime Count: 0<br>Enrollment: 150<br>Rate per 1000 students: 0.0","Laurel University<br>High Point, NC<br>Crime Count: 1<br>Enrollment: 150<br>Rate per 1000 students: 6.7","Laurel University<br>High Point, NC<br>Crime Count: 0<br>Enrollment: 150<br>Rate per 1000 students: 0.0"
147,5214,University of North Carolina at Chapel Hill,The University of North Carolina at Chapel Hill,"CB 9100, 103 South Building UNC-Chapel Hill",CHAPEL HILL,NC,275999100,1,"Public, 4-year or above",12641.0,16827.0,29468.0,21,5,7,3,"CB 9100, 103 South Building UNC-Chapel Hill, CHAPEL HILL, NC","[35.9132961, -79.050072]",35.9132961,-79.050072,0.1,0.2,0.2,0.7,"University of North Carolina at Chapel Hill<br>Chapel Hill, NC<br>Crime Count: 3<br>Enrollment: 29468<br>Rate per 1000 students: 0.1","University of North Carolina at Chapel Hill<br>Chapel Hill, NC<br>Crime Count: 7<br>Enrollment: 29468<br>Rate per 1000 students: 0.2","University of North Carolina at Chapel Hill<br>Chapel Hill, NC<br>Crime Count: 5<br>Enrollment: 29468<br>Rate per 1000 students: 0.2","University of North Carolina at Chapel Hill<br>Chapel Hill, NC<br>Crime Count: 21<br>Enrollment: 29468<br>Rate per 1000 students: 0.7"
148,5240,Robeson Community College,Robeson Community College,5160 Fayetteville Rd,LUMBERTON,NC,28360,4,"Public, 2-year",563.0,1280.0,1843.0,1,0,0,1,"5160 Fayetteville Rd, LUMBERTON, NC","[34.677103, -79.006439]",34.677103,-79.006439,0.5,0.0,0.0,0.5,"Robeson Community College<br>Lumberton, NC<br>Crime Count: 1<br>Enrollment: 1843<br>Rate per 1000 students: 0.5","Robeson Community College<br>Lumberton, NC<br>Crime Count: 0<br>Enrollment: 1843<br>Rate per 1000 students: 0.0","Robeson Community College<br>Lumberton, NC<br>Crime Count: 0<br>Enrollment: 1843<br>Rate per 1000 students: 0.0","Robeson Community College<br>Lumberton, NC<br>Crime Count: 1<br>Enrollment: 1843<br>Rate per 1000 students: 0.5"
149,5280,Vance-Granville Community College,Main Campus,"PO BOX 917, 200 Community College Rd./STATE RD 1126",HENDERSON,NC,27536,4,"Public, 2-year",1093.0,2107.0,3200.0,0,1,0,0,"PO BOX 917, 200 Community College Rd./STATE RD 1126, HENDERSON, NC","[36.324434, -78.48824599999999]",36.324434,-78.488246,0.0,0.0,0.3,0.0,"Vance-Granville Community College<br>Henderson, NC<br>Crime Count: 0<br>Enrollment: 3200<br>Rate per 1000 students: 0.0","Vance-Granville Community College<br>Henderson, NC<br>Crime Count: 0<br>Enrollment: 3200<br>Rate per 1000 students: 0.0","Vance-Granville Community College<br>Henderson, NC<br>Crime Count: 1<br>Enrollment: 3200<br>Rate per 1000 students: 0.3","Vance-Granville Community College<br>Henderson, NC<br>Crime Count: 0<br>Enrollment: 3200<br>Rate per 1000 students: 0.0"
152,5454,Defiance College,Main Campus,701 N CLINTON,DEFIANCE,OH,43512,2,"Private nonprofit, 4-year or above",342.0,306.0,648.0,2,0,0,0,"701 N CLINTON, DEFIANCE, OH","[41.2958024, -84.36074599999999]",41.2958024,-84.360746,0.0,0.0,0.0,3.1,"Defiance College<br>Defiance, OH<br>Crime Count: 0<br>Enrollment: 648<br>Rate per 1000 students: 0.0","Defiance College<br>Defiance, OH<br>Crime Count: 0<br>Enrollment: 648<br>Rate per 1000 students: 0.0","Defiance College<br>Defiance, OH<br>Crime Count: 0<br>Enrollment: 648<br>Rate per 1000 students: 0.0","Defiance College<br>Defiance, OH<br>Crime Count: 2<br>Enrollment: 648<br>Rate per 1000 students: 3.1"
153,5460,The University of Findlay,Main Campus,1000 N MAIN ST,FINDLAY,OH,458403695,2,"Private nonprofit, 4-year or above",1906.0,3172.0,5078.0,2,0,0,0,"1000 N MAIN ST, FINDLAY, OH","[41.0532089, -83.6532127]",41.0532089,-83.6532127,0.0,0.0,0.0,0.4,"The University of Findlay<br>Findlay, OH<br>Crime Count: 0<br>Enrollment: 5078<br>Rate per 1000 students: 0.0","The University of Findlay<br>Findlay, OH<br>Crime Count: 0<br>Enrollment: 5078<br>Rate per 1000 students: 0.0","The University of Findlay<br>Findlay, OH<br>Crime Count: 0<br>Enrollment: 5078<br>Rate per 1000 students: 0.0","The University of Findlay<br>Findlay, OH<br>Crime Count: 2<br>Enrollment: 5078<br>Rate per 1000 students: 0.4"
154,5546,Mount Saint Joseph University,Main Campus,5701 DELHI RD,CINCINNATI,OH,452331670,2,"Private nonprofit, 4-year or above",686.0,1359.0,2045.0,2,0,0,0,"5701 DELHI RD, CINCINNATI, OH","[39.0949555, -84.6384041]",39.0949555,-84.6384041,0.0,0.0,0.0,1.0,"Mount Saint Joseph University<br>Cincinnati, OH<br>Crime Count: 0<br>Enrollment: 2045<br>Rate per 1000 students: 0.0","Mount Saint Joseph University<br>Cincinnati, OH<br>Crime Count: 0<br>Enrollment: 2045<br>Rate per 1000 students: 0.0","Mount Saint Joseph University<br>Cincinnati, OH<br>Crime Count: 0<br>Enrollment: 2045<br>Rate per 1000 students: 0.0","Mount Saint Joseph University<br>Cincinnati, OH<br>Crime Count: 2<br>Enrollment: 2045<br>Rate per 1000 students: 1.0"
155,5563,Ohio State University Agricultural Technical Institute,Main Campus,1328 DOVER RD,WOOSTER,OH,446914000,4,"Public, 2-year",350.0,372.0,722.0,0,1,0,0,"1328 DOVER RD, WOOSTER, OH","[40.775025, -81.92310400000001]",40.775025,-81.923104,0.0,0.0,1.4,0.0,"Ohio State University Agricultural Technical Institute<br>Wooster, OH<br>Crime Count: 0<br>Enrollment: 722<br>Rate per 1000 students: 0.0","Ohio State University Agricultural Technical Institute<br>Wooster, OH<br>Crime Count: 0<br>Enrollment: 722<br>Rate per 1000 students: 0.0","Ohio State University Agricultural Technical Institute<br>Wooster, OH<br>Crime Count: 1<br>Enrollment: 722<br>Rate per 1000 students: 1.4","Ohio State University Agricultural Technical Institute<br>Wooster, OH<br>Crime Count: 0<br>Enrollment: 722<br>Rate per 1000 students: 0.0"
157,5668,Wright State University-Main Campus,Dayton (Main) Campus,3640 Colonel Glenn Highway,Dayton,OH,454350001,1,"Public, 4-year or above",7942.0,8713.0,16655.0,2,14,2,1,"3640 Colonel Glenn Highway, Dayton, OH","[39.778275, -84.05921269999999]",39.778275,-84.0592127,0.1,0.1,0.8,0.1,"Wright State University-Main Campus<br>Dayton, OH<br>Crime Count: 1<br>Enrollment: 16655<br>Rate per 1000 students: 0.1","Wright State University-Main Campus<br>Dayton, OH<br>Crime Count: 2<br>Enrollment: 16655<br>Rate per 1000 students: 0.1","Wright State University-Main Campus<br>Dayton, OH<br>Crime Count: 14<br>Enrollment: 16655<br>Rate per 1000 students: 0.8","Wright State University-Main Campus<br>Dayton, OH<br>Crime Count: 2<br>Enrollment: 16655<br>Rate per 1000 students: 0.1"
158,5671,Youngstown State University,Main Campus,One University Plaza,Youngstown,OH,44555,1,"Public, 4-year or above",5855.0,6788.0,12643.0,2,0,0,0,"One University Plaza, Youngstown, OH","[41.1083058, -80.64902169999999]",41.1083058,-80.6490217,0.0,0.0,0.0,0.2,"Youngstown State University<br>Youngstown, OH<br>Crime Count: 0<br>Enrollment: 12643<br>Rate per 1000 students: 0.0","Youngstown State University<br>Youngstown, OH<br>Crime Count: 0<br>Enrollment: 12643<br>Rate per 1000 students: 0.0","Youngstown State University<br>Youngstown, OH<br>Crime Count: 0<br>Enrollment: 12643<br>Rate per 1000 students: 0.0","Youngstown State University<br>Youngstown, OH<br>Crime Count: 2<br>Enrollment: 12643<br>Rate per 1000 students: 0.2"
159,5686,Connors State College,Connors State College/Main Campus,700 College Rd.,WARNER,OK,74469,4,"Public, 2-year",752.0,1596.0,2348.0,0,3,0,0,"700 College Rd., WARNER, OK","[35.4918602, -95.32251099999999]",35.4918602,-95.322511,0.0,0.0,1.3,0.0,"Connors State College<br>Warner, OK<br>Crime Count: 0<br>Enrollment: 2348<br>Rate per 1000 students: 0.0","Connors State College<br>Warner, OK<br>Crime Count: 0<br>Enrollment: 2348<br>Rate per 1000 students: 0.0","Connors State College<br>Warner, OK<br>Crime Count: 3<br>Enrollment: 2348<br>Rate per 1000 students: 1.3","Connors State College<br>Warner, OK<br>Crime Count: 0<br>Enrollment: 2348<br>Rate per 1000 students: 0.0"
160,5694,Langston University,Main Campus,102 Page Hall,LANGSTON,OK,730500907,1,"Public, 4-year or above",854.0,1566.0,2420.0,3,1,3,4,"102 Page Hall, LANGSTON, OK","[35.9459622, -97.262907]",35.9459622,-97.262907,1.7,1.2,0.4,1.2,"Langston University<br>Langston, OK<br>Crime Count: 4<br>Enrollment: 2420<br>Rate per 1000 students: 1.7","Langston University<br>Langston, OK<br>Crime Count: 3<br>Enrollment: 2420<br>Rate per 1000 students: 1.2","Langston University<br>Langston, OK<br>Crime Count: 1<br>Enrollment: 2420<br>Rate per 1000 students: 0.4","Langston University<br>Langston, OK<br>Crime Count: 3<br>Enrollment: 2420<br>Rate per 1000 students: 1.2"
161,5769,Chemeketa Community College,Main Campus,4000 LANCASTER DR NE,SALEM,OR,97305,4,"Public, 2-year",4803.0,5994.0,10797.0,0,1,1,0,"4000 LANCASTER DR NE, SALEM, OR","[44.9785165, -122.977154]",44.9785165,-122.977154,0.0,0.1,0.1,0.0,"Chemeketa Community College<br>Salem, OR<br>Crime Count: 0<br>Enrollment: 10797<br>Rate per 1000 students: 0.0","Chemeketa Community College<br>Salem, OR<br>Crime Count: 1<br>Enrollment: 10797<br>Rate per 1000 students: 0.1","Chemeketa Community College<br>Salem, OR<br>Crime Count: 1<br>Enrollment: 10797<br>Rate per 1000 students: 0.1","Chemeketa Community College<br>Salem, OR<br>Crime Count: 0<br>Enrollment: 10797<br>Rate per 1000 students: 0.0"
162,5855,Portland State University,Portland State University,PO Box 751,PORTLAND,OR,97207,1,"Public, 4-year or above",12102.0,14525.0,26627.0,11,7,5,6,"PO Box 751, PORTLAND, OR","[45.5230622, -122.6764815]",45.5230622,-122.6764815,0.2,0.2,0.3,0.4,"Portland State University<br>Portland, OR<br>Crime Count: 6<br>Enrollment: 26627<br>Rate per 1000 students: 0.2","Portland State University<br>Portland, OR<br>Crime Count: 5<br>Enrollment: 26627<br>Rate per 1000 students: 0.2","Portland State University<br>Portland, OR<br>Crime Count: 7<br>Enrollment: 26627<br>Rate per 1000 students: 0.3","Portland State University<br>Portland, OR<br>Crime Count: 11<br>Enrollment: 26627<br>Rate per 1000 students: 0.4"
163,5943,California University of Pennsylvania,Main Campus,250 UNIVERSITY AVE,CALIFORNIA,PA,154191394,1,"Public, 4-year or above",3297.0,4256.0,7553.0,5,0,0,0,"250 UNIVERSITY AVE, CALIFORNIA, PA","[40.0656021, -79.8859011]",40.0656021,-79.8859011,0.0,0.0,0.0,0.7,"California University of Pennsylvania<br>California, PA<br>Crime Count: 0<br>Enrollment: 7553<br>Rate per 1000 students: 0.0","California University of Pennsylvania<br>California, PA<br>Crime Count: 0<br>Enrollment: 7553<br>Rate per 1000 students: 0.0","California University of Pennsylvania<br>California, PA<br>Crime Count: 0<br>Enrollment: 7553<br>Rate per 1000 students: 0.0","California University of Pennsylvania<br>California, PA<br>Crime Count: 5<br>Enrollment: 7553<br>Rate per 1000 students: 0.7"
164,5948,Carnegie Mellon University,Main Campus,5000 FORBES AVE,PITTSBURGH,PA,15213,2,"Private nonprofit, 4-year or above",7887.0,5371.0,13258.0,8,7,1,0,"5000 FORBES AVE, PITTSBURGH, PA","[40.44416469999999, -79.9433725]",40.4441647,-79.9433725,0.0,0.1,0.5,0.6,"Carnegie Mellon University<br>Pittsburgh, PA<br>Crime Count: 0<br>Enrollment: 13258<br>Rate per 1000 students: 0.0","Carnegie Mellon University<br>Pittsburgh, PA<br>Crime Count: 1<br>Enrollment: 13258<br>Rate per 1000 students: 0.1","Carnegie Mellon University<br>Pittsburgh, PA<br>Crime Count: 7<br>Enrollment: 13258<br>Rate per 1000 students: 0.5","Carnegie Mellon University<br>Pittsburgh, PA<br>Crime Count: 8<br>Enrollment: 13258<br>Rate per 1000 students: 0.6"
168,6038,Immaculata University,Main Campus,1145 KING RD,IMMACULATA,PA,19345,2,"Private nonprofit, 4-year or above",628.0,1982.0,2610.0,2,1,0,0,"1145 KING RD, IMMACULATA, PA","[40.0294205, -75.5704411]",40.0294205,-75.5704411,0.0,0.0,0.4,0.8,"Immaculata University<br>Immaculata, PA<br>Crime Count: 0<br>Enrollment: 2610<br>Rate per 1000 students: 0.0","Immaculata University<br>Immaculata, PA<br>Crime Count: 0<br>Enrollment: 2610<br>Rate per 1000 students: 0.0","Immaculata University<br>Immaculata, PA<br>Crime Count: 1<br>Enrollment: 2610<br>Rate per 1000 students: 0.4","Immaculata University<br>Immaculata, PA<br>Crime Count: 2<br>Enrollment: 2610<br>Rate per 1000 students: 0.8"
