,INSTNM,BRANCH,Address,City,State,ZIP,sector_cd,Sector_desc,men_total,women_total,Total,RAPE16,FONDL16,ROBBE16,AGG_A16,geo_address,lat_lng,lat,long,Assault,Robbery,Fondling,Rape,AGG_A16_hover_text,ROBBE16_hover_text,FONDL16_hover_text,RAPE16_hover_text
2642,Bluegrass Community and Technical College,Bluegrass Community & Technical College--Cooper Campus,470 Cooper Drive,Lexington,KY,405060235,4,"Public, 2-year",4216.0,5724.0,9940.0,7,0,4,0,"470 Cooper Drive, Lexington, KY, 405060235","[38.0247821, -84.5037282]",38.0247821,-84.5037282,0.0,0.4,0.0,0.7,"Bluegrass Community and Technical College<br>Lexington, KY<br>Crime Count: 0<br>Enrollment: 9940<br>Rate per 1000 students: 0.0","Bluegrass Community and Technical College<br>Lexington, KY<br>Crime Count: 4<br>Enrollment: 9940<br>Rate per 1000 students: 0.4","Bluegrass Community and Technical College<br>Lexington, KY<br>Crime Count: 0<br>Enrollment: 9940<br>Rate per 1000 students: 0.0","Bluegrass Community and Technical College<br>Lexington, KY<br>Crime Count: 7<br>Enrollment: 9940<br>Rate per 1000 students: 0.7"
2647,Centre College,Main Campus,600 W WALNUT ST,DANVILLE,KY,404221394,2,"Private nonprofit, 4-year or above",701.0,729.0,1430.0,7,1,0,0,"600 W WALNUT ST, DANVILLE, KY, 404221394","[37.6446002, -84.778188]",37.6446002,-84.778188,0.0,0.0,0.7,4.9,"Centre College<br>Danville, KY<br>Crime Count: 0<br>Enrollment: 1430<br>Rate per 1000 students: 0.0","Centre College<br>Danville, KY<br>Crime Count: 0<br>Enrollment: 1430<br>Rate per 1000 students: 0.0","Centre College<br>Danville, KY<br>Crime Count: 1<br>Enrollment: 1430<br>Rate per 1000 students: 0.7","Centre College<br>Danville, KY<br>Crime Count: 7<br>Enrollment: 1430<br>Rate per 1000 students: 4.9"
2653,Eastern Kentucky University,Main Campus,521 Lancaster Avenue,Richmond,KY,404753102,1,"Public, 4-year or above",7014.0,9867.0,16881.0,14,2,1,0,"521 Lancaster Avenue, Richmond, KY, 404753102","[37.7339804, -84.3005447]",37.7339804,-84.3005447,0.0,0.1,0.1,0.8,"Eastern Kentucky University<br>Richmond, KY<br>Crime Count: 0<br>Enrollment: 16881<br>Rate per 1000 students: 0.0","Eastern Kentucky University<br>Richmond, KY<br>Crime Count: 1<br>Enrollment: 16881<br>Rate per 1000 students: 0.1","Eastern Kentucky University<br>Richmond, KY<br>Crime Count: 2<br>Enrollment: 16881<br>Rate per 1000 students: 0.1","Eastern Kentucky University<br>Richmond, KY<br>Crime Count: 14<br>Enrollment: 16881<br>Rate per 1000 students: 0.8"
2660,Georgetown College,Georgetown College,400 EAST COLLEGE ST,GEORGETOWN,KY,40324,2,"Private nonprofit, 4-year or above",574.0,952.0,1526.0,2,0,0,0,"400 EAST COLLEGE ST, GEORGETOWN, KY, 40324","[38.20740079999999, -84.55679769999999]",38.2074008,-84.5567977,0.0,0.0,0.0,1.3,"Georgetown College<br>Georgetown, KY<br>Crime Count: 0<br>Enrollment: 1526<br>Rate per 1000 students: 0.0","Georgetown College<br>Georgetown, KY<br>Crime Count: 0<br>Enrollment: 1526<br>Rate per 1000 students: 0.0","Georgetown College<br>Georgetown, KY<br>Crime Count: 0<br>Enrollment: 1526<br>Rate per 1000 students: 0.0","Georgetown College<br>Georgetown, KY<br>Crime Count: 2<br>Enrollment: 1526<br>Rate per 1000 students: 1.3"
2662,Hazard Community and Technical College,Hazard Community and Technical College,One Community College Dr.,HAZARD,KY,417012402,4,"Public, 2-year",1563.0,1712.0,3275.0,0,0,1,0,"One Community College Dr., HAZARD, KY, 417012402","[37.2347866, -83.17530020000001]",37.2347866,-83.1753002,0.0,0.3,0.0,0.0,"Hazard Community and Technical College<br>Hazard, KY<br>Crime Count: 0<br>Enrollment: 3275<br>Rate per 1000 students: 0.0","Hazard Community and Technical College<br>Hazard, KY<br>Crime Count: 1<br>Enrollment: 3275<br>Rate per 1000 students: 0.3","Hazard Community and Technical College<br>Hazard, KY<br>Crime Count: 0<br>Enrollment: 3275<br>Rate per 1000 students: 0.0","Hazard Community and Technical College<br>Hazard, KY<br>Crime Count: 0<br>Enrollment: 3275<br>Rate per 1000 students: 0.0"
2693,Kentucky Christian University,Main Campus,100 ACADEMIC PKY,GRAYSON,KY,411432205,2,"Private nonprofit, 4-year or above",272.0,284.0,556.0,0,0,3,1,"100 ACADEMIC PKY, GRAYSON, KY, 411432205","[38.339171, -82.946523]",38.339171,-82.946523,1.8,5.4,0.0,0.0,"Kentucky Christian University<br>Grayson, KY<br>Crime Count: 1<br>Enrollment: 556<br>Rate per 1000 students: 1.8","Kentucky Christian University<br>Grayson, KY<br>Crime Count: 3<br>Enrollment: 556<br>Rate per 1000 students: 5.4","Kentucky Christian University<br>Grayson, KY<br>Crime Count: 0<br>Enrollment: 556<br>Rate per 1000 students: 0.0","Kentucky Christian University<br>Grayson, KY<br>Crime Count: 0<br>Enrollment: 556<br>Rate per 1000 students: 0.0"
2695,Lindsey Wilson College,Lindsey Wilson College,210 LINDSEY WILSON ST,COLUMBIA,KY,427281223,2,"Private nonprofit, 4-year or above",939.0,1649.0,2588.0,1,1,0,0,"210 LINDSEY WILSON ST, COLUMBIA, KY, 427281223","[37.1028076, -85.30146309999999]",37.1028076,-85.3014631,0.0,0.0,0.4,0.4,"Lindsey Wilson College<br>Columbia, KY<br>Crime Count: 0<br>Enrollment: 2588<br>Rate per 1000 students: 0.0","Lindsey Wilson College<br>Columbia, KY<br>Crime Count: 0<br>Enrollment: 2588<br>Rate per 1000 students: 0.0","Lindsey Wilson College<br>Columbia, KY<br>Crime Count: 1<br>Enrollment: 2588<br>Rate per 1000 students: 0.4","Lindsey Wilson College<br>Columbia, KY<br>Crime Count: 1<br>Enrollment: 2588<br>Rate per 1000 students: 0.4"
2722,Sullivan College of Technology and Design,Sullivan College of Technology and Design,3901 ATKINSON SQUARE DR,LOUISVILLE,KY,402184528,3,"Private for-profit, 4-year or above",261.0,115.0,376.0,1,0,0,0,"3901 ATKINSON SQUARE DR, LOUISVILLE, KY, 402184528","[38.199648, -85.688788]",38.199648,-85.688788,0.0,0.0,0.0,2.7,"Sullivan College of Technology and Design<br>Louisville, KY<br>Crime Count: 0<br>Enrollment: 376<br>Rate per 1000 students: 0.0","Sullivan College of Technology and Design<br>Louisville, KY<br>Crime Count: 0<br>Enrollment: 376<br>Rate per 1000 students: 0.0","Sullivan College of Technology and Design<br>Louisville, KY<br>Crime Count: 0<br>Enrollment: 376<br>Rate per 1000 students: 0.0","Sullivan College of Technology and Design<br>Louisville, KY<br>Crime Count: 1<br>Enrollment: 376<br>Rate per 1000 students: 2.7"
2723,University of Louisville,Main Campus,2301 S 3RD ST,LOUISVILLE,KY,402920001,1,"Public, 4-year or above",10538.0,11040.0,21578.0,1,0,1,0,"2301 S 3RD ST, LOUISVILLE, KY, 402920001","[38.2150536, -85.76014339999999]",38.2150536,-85.7601434,0.0,0.0,0.0,0.0,"University of Louisville<br>Louisville, KY<br>Crime Count: 0<br>Enrollment: 21578<br>Rate per 1000 students: 0.0","University of Louisville<br>Louisville, KY<br>Crime Count: 1<br>Enrollment: 21578<br>Rate per 1000 students: 0.0","University of Louisville<br>Louisville, KY<br>Crime Count: 0<br>Enrollment: 21578<br>Rate per 1000 students: 0.0","University of Louisville<br>Louisville, KY<br>Crime Count: 1<br>Enrollment: 21578<br>Rate per 1000 students: 0.0"
2727,Madisonville Community College,Main Campus,2000 College Drive,Madisonville,KY,424319199,4,"Public, 2-year",1475.0,1869.0,3344.0,1,0,0,0,"2000 College Drive, Madisonville, KY, 424319199","[37.3630487, -87.5123962]",37.3630487,-87.5123962,0.0,0.0,0.0,0.3,"Madisonville Community College<br>Madisonville, KY<br>Crime Count: 0<br>Enrollment: 3344<br>Rate per 1000 students: 0.0","Madisonville Community College<br>Madisonville, KY<br>Crime Count: 0<br>Enrollment: 3344<br>Rate per 1000 students: 0.0","Madisonville Community College<br>Madisonville, KY<br>Crime Count: 0<br>Enrollment: 3344<br>Rate per 1000 students: 0.0","Madisonville Community College<br>Madisonville, KY<br>Crime Count: 1<br>Enrollment: 3344<br>Rate per 1000 students: 0.3"
2734,Morehead State University,Morehead State University,150 University Blvd,Morehead,KY,40351,1,"Public, 4-year or above",4235.0,6511.0,10746.0,4,0,0,0,"150 University Blvd, Morehead, KY, 40351","[38.1865976, -83.4356317]",38.1865976,-83.4356317,0.0,0.0,0.0,0.4,"Morehead State University<br>Morehead, KY<br>Crime Count: 0<br>Enrollment: 10746<br>Rate per 1000 students: 0.0","Morehead State University<br>Morehead, KY<br>Crime Count: 0<br>Enrollment: 10746<br>Rate per 1000 students: 0.0","Morehead State University<br>Morehead, KY<br>Crime Count: 0<br>Enrollment: 10746<br>Rate per 1000 students: 0.0","Morehead State University<br>Morehead, KY<br>Crime Count: 4<br>Enrollment: 10746<br>Rate per 1000 students: 0.4"
2735,Murray State University,Main Campus,218 WELLS HALL,MURRAY,KY,42071,1,"Public, 4-year or above",4336.0,6150.0,10486.0,12,2,0,2,"218 WELLS HALL, MURRAY, KY, 42071","[36.6124534, -88.3236652]",36.6124534,-88.3236652,0.2,0.0,0.2,1.1,"Murray State University<br>Murray, KY<br>Crime Count: 2<br>Enrollment: 10486<br>Rate per 1000 students: 0.2","Murray State University<br>Murray, KY<br>Crime Count: 0<br>Enrollment: 10486<br>Rate per 1000 students: 0.0","Murray State University<br>Murray, KY<br>Crime Count: 2<br>Enrollment: 10486<br>Rate per 1000 students: 0.2","Murray State University<br>Murray, KY<br>Crime Count: 12<br>Enrollment: 10486<br>Rate per 1000 students: 1.1"
2748,West Kentucky Community and Technical College,West Kentucky Community & Technical College,4810 ALBEN BARKLEY DRIVE,PADUCAH,KY,420027380,4,"Public, 2-year",2757.0,3308.0,6065.0,0,1,0,0,"4810 ALBEN BARKLEY DRIVE, PADUCAH, KY, 420027380","[37.056794, -88.65697929999999]",37.056794,-88.6569793,0.0,0.0,0.2,0.0,"West Kentucky Community and Technical College<br>Paducah, KY<br>Crime Count: 0<br>Enrollment: 6065<br>Rate per 1000 students: 0.0","West Kentucky Community and Technical College<br>Paducah, KY<br>Crime Count: 0<br>Enrollment: 6065<br>Rate per 1000 students: 0.0","West Kentucky Community and Technical College<br>Paducah, KY<br>Crime Count: 1<br>Enrollment: 6065<br>Rate per 1000 students: 0.2","West Kentucky Community and Technical College<br>Paducah, KY<br>Crime Count: 0<br>Enrollment: 6065<br>Rate per 1000 students: 0.0"
2754,University of Pikeville,Main Campus,147 SYCAMORE ST,PIKEVILLE,KY,41501,2,"Private nonprofit, 4-year or above",1148.0,1217.0,2365.0,0,1,0,0,"147 SYCAMORE ST, PIKEVILLE, KY, 41501","[37.4789954, -82.52114329999999]",37.4789954,-82.5211433,0.0,0.0,0.4,0.0,"University of Pikeville<br>Pikeville, KY<br>Crime Count: 0<br>Enrollment: 2365<br>Rate per 1000 students: 0.0","University of Pikeville<br>Pikeville, KY<br>Crime Count: 0<br>Enrollment: 2365<br>Rate per 1000 students: 0.0","University of Pikeville<br>Pikeville, KY<br>Crime Count: 1<br>Enrollment: 2365<br>Rate per 1000 students: 0.4","University of Pikeville<br>Pikeville, KY<br>Crime Count: 0<br>Enrollment: 2365<br>Rate per 1000 students: 0.0"
2775,Spencerian College-Louisville,Spencerian College,4627 DIXIE HWY,LOUISVILLE,KY,40216,3,"Private for-profit, 4-year or above",57.0,359.0,416.0,1,0,0,0,"4627 DIXIE HWY, LOUISVILLE, KY, 40216","[38.1764332, -85.8195427]",38.1764332,-85.8195427,0.0,0.0,0.0,2.4,"Spencerian College-Louisville<br>Louisville, KY<br>Crime Count: 0<br>Enrollment: 416<br>Rate per 1000 students: 0.0","Spencerian College-Louisville<br>Louisville, KY<br>Crime Count: 0<br>Enrollment: 416<br>Rate per 1000 students: 0.0","Spencerian College-Louisville<br>Louisville, KY<br>Crime Count: 0<br>Enrollment: 416<br>Rate per 1000 students: 0.0","Spencerian College-Louisville<br>Louisville, KY<br>Crime Count: 1<br>Enrollment: 416<br>Rate per 1000 students: 2.4"
2776,Sullivan University,Main Campus,3101 Bardstown Road,Louisville,KY,402053013,3,"Private for-profit, 4-year or above",1462.0,2000.0,3462.0,1,0,0,0,"3101 Bardstown Road, Louisville, KY, 402053013","[38.2130764, -85.67047269999999]",38.2130764,-85.6704727,0.0,0.0,0.0,0.3,"Sullivan University<br>Louisville, KY<br>Crime Count: 0<br>Enrollment: 3462<br>Rate per 1000 students: 0.0","Sullivan University<br>Louisville, KY<br>Crime Count: 0<br>Enrollment: 3462<br>Rate per 1000 students: 0.0","Sullivan University<br>Louisville, KY<br>Crime Count: 0<br>Enrollment: 3462<br>Rate per 1000 students: 0.0","Sullivan University<br>Louisville, KY<br>Crime Count: 1<br>Enrollment: 3462<br>Rate per 1000 students: 0.3"
2780,Transylvania University,Transylvania University,300 N BROADWAY,LEXINGTON,KY,405081797,2,"Private nonprofit, 4-year or above",401.0,562.0,963.0,1,1,1,0,"300 N BROADWAY, LEXINGTON, KY, 405081797","[38.0528459, -84.49226929999999]",38.0528459,-84.4922693,0.0,1.0,1.0,1.0,"Transylvania University<br>Lexington, KY<br>Crime Count: 0<br>Enrollment: 963<br>Rate per 1000 students: 0.0","Transylvania University<br>Lexington, KY<br>Crime Count: 1<br>Enrollment: 963<br>Rate per 1000 students: 1.0","Transylvania University<br>Lexington, KY<br>Crime Count: 1<br>Enrollment: 963<br>Rate per 1000 students: 1.0","Transylvania University<br>Lexington, KY<br>Crime Count: 1<br>Enrollment: 963<br>Rate per 1000 students: 1.0"
2784,Western Kentucky University,Western Kentucky University - Main Campus,1906 College Heights Blvd #11050,Bowling Green,KY,421011050,1,"Public, 4-year or above",8326.0,11945.0,20271.0,2,1,0,0,"1906 College Heights Blvd #11050, Bowling Green, KY, 421011050","[36.9877945, -86.45387439999999]",36.9877945,-86.4538744,0.0,0.0,0.0,0.1,"Western Kentucky University<br>Bowling Green, KY<br>Crime Count: 0<br>Enrollment: 20271<br>Rate per 1000 students: 0.0","Western Kentucky University<br>Bowling Green, KY<br>Crime Count: 0<br>Enrollment: 20271<br>Rate per 1000 students: 0.0","Western Kentucky University<br>Bowling Green, KY<br>Crime Count: 1<br>Enrollment: 20271<br>Rate per 1000 students: 0.0","Western Kentucky University<br>Bowling Green, KY<br>Crime Count: 2<br>Enrollment: 20271<br>Rate per 1000 students: 0.1"
2799,Capital Area Technical College,BR Tech Campus,3250 N ACADIAN THWY E,BATON ROUGE,LA,708056699,4,"Public, 2-year",825.0,377.0,1202.0,0,0,0,1,"3250 N ACADIAN THWY E, BATON ROUGE, LA, 708056699","[30.4769305, -91.1555463]",30.4769305,-91.1555463,0.8,0.0,0.0,0.0,"Capital Area Technical College<br>Baton Rouge, LA<br>Crime Count: 1<br>Enrollment: 1202<br>Rate per 1000 students: 0.8","Capital Area Technical College<br>Baton Rouge, LA<br>Crime Count: 0<br>Enrollment: 1202<br>Rate per 1000 students: 0.0","Capital Area Technical College<br>Baton Rouge, LA<br>Crime Count: 0<br>Enrollment: 1202<br>Rate per 1000 students: 0.0","Capital Area Technical College<br>Baton Rouge, LA<br>Crime Count: 0<br>Enrollment: 1202<br>Rate per 1000 students: 0.0"
2806,Centenary College of Louisiana,Main Campus,2911 Centenary Boulevard,Shreveport,LA,71104,2,"Private nonprofit, 4-year or above",233.0,316.0,549.0,3,0,0,0,"2911 Centenary Boulevard, Shreveport, LA, 71104","[32.4836634, -93.7332287]",32.4836634,-93.7332287,0.0,0.0,0.0,5.5,"Centenary College of Louisiana<br>Shreveport, LA<br>Crime Count: 0<br>Enrollment: 549<br>Rate per 1000 students: 0.0","Centenary College of Louisiana<br>Shreveport, LA<br>Crime Count: 0<br>Enrollment: 549<br>Rate per 1000 students: 0.0","Centenary College of Louisiana<br>Shreveport, LA<br>Crime Count: 0<br>Enrollment: 549<br>Rate per 1000 students: 0.0","Centenary College of Louisiana<br>Shreveport, LA<br>Crime Count: 3<br>Enrollment: 549<br>Rate per 1000 students: 5.5"
2813,Delgado Community College,Main Campus,615 City Park Avenue,New Orleans,LA,701194399,4,"Public, 2-year",4820.0,10290.0,15110.0,0,1,0,1,"615 City Park Avenue, New Orleans, LA, 701194399","[29.983885, -90.104817]",29.983885,-90.104817,0.1,0.0,0.1,0.0,"Delgado Community College<br>New Orleans, LA<br>Crime Count: 1<br>Enrollment: 15110<br>Rate per 1000 students: 0.1","Delgado Community College<br>New Orleans, LA<br>Crime Count: 0<br>Enrollment: 15110<br>Rate per 1000 students: 0.0","Delgado Community College<br>New Orleans, LA<br>Crime Count: 1<br>Enrollment: 15110<br>Rate per 1000 students: 0.1","Delgado Community College<br>New Orleans, LA<br>Crime Count: 0<br>Enrollment: 15110<br>Rate per 1000 students: 0.0"
2824,Dillard University,Dillard University,2601 GENTILLY BLVD,NEW ORLEANS,LA,70122,2,"Private nonprofit, 4-year or above",341.0,920.0,1261.0,2,0,0,0,"2601 GENTILLY BLVD, NEW ORLEANS, LA, 70122","[29.9948773, -90.0675421]",29.9948773,-90.0675421,0.0,0.0,0.0,1.6,"Dillard University<br>New Orleans, LA<br>Crime Count: 0<br>Enrollment: 1261<br>Rate per 1000 students: 0.0","Dillard University<br>New Orleans, LA<br>Crime Count: 0<br>Enrollment: 1261<br>Rate per 1000 students: 0.0","Dillard University<br>New Orleans, LA<br>Crime Count: 0<br>Enrollment: 1261<br>Rate per 1000 students: 0.0","Dillard University<br>New Orleans, LA<br>Crime Count: 2<br>Enrollment: 1261<br>Rate per 1000 students: 1.6"
2826,Grambling State University,GRAMBLING STATE UNIVERSITY,100 FOUNDER STREET,GRAMBLING,LA,71245,1,"Public, 4-year or above",1916.0,2947.0,4863.0,3,0,5,12,"100 FOUNDER STREET, GRAMBLING, LA, 71245","[32.523832, -92.7136708]",32.523832,-92.7136708,2.5,1.0,0.0,0.6,"Grambling State University<br>Grambling, LA<br>Crime Count: 12<br>Enrollment: 4863<br>Rate per 1000 students: 2.5","Grambling State University<br>Grambling, LA<br>Crime Count: 5<br>Enrollment: 4863<br>Rate per 1000 students: 1.0","Grambling State University<br>Grambling, LA<br>Crime Count: 0<br>Enrollment: 4863<br>Rate per 1000 students: 0.0","Grambling State University<br>Grambling, LA<br>Crime Count: 3<br>Enrollment: 4863<br>Rate per 1000 students: 0.6"
2831,Louisiana State University Health Sciences Center-New Orleans,Main Campus,433 BOLIVAR ST,NEW ORLEANS,LA,701122223,1,"Public, 4-year or above",955.0,1803.0,2758.0,0,0,1,0,"433 BOLIVAR ST, NEW ORLEANS, LA, 701122223","[29.9572962, -90.0832621]",29.9572962,-90.0832621,0.0,0.4,0.0,0.0,"Louisiana State University Health Sciences Center-New Orleans<br>New Orleans, LA<br>Crime Count: 0<br>Enrollment: 2758<br>Rate per 1000 students: 0.0","Louisiana State University Health Sciences Center-New Orleans<br>New Orleans, LA<br>Crime Count: 1<br>Enrollment: 2758<br>Rate per 1000 students: 0.4","Louisiana State University Health Sciences Center-New Orleans<br>New Orleans, LA<br>Crime Count: 0<br>Enrollment: 2758<br>Rate per 1000 students: 0.0","Louisiana State University Health Sciences Center-New Orleans<br>New Orleans, LA<br>Crime Count: 0<br>Enrollment: 2758<br>Rate per 1000 students: 0.0"
2832,Louisiana State University-Alexandria,Main Campus,8100 HWY 71 SOUTH,ALEXANDRIA,LA,713029121,1,"Public, 4-year or above",1087.0,2189.0,3276.0,0,0,1,0,"8100 HWY 71 SOUTH, ALEXANDRIA, LA, 713029121","[31.1781285, -92.414097]",31.1781285,-92.414097,0.0,0.3,0.0,0.0,"Louisiana State University-Alexandria<br>Alexandria, LA<br>Crime Count: 0<br>Enrollment: 3276<br>Rate per 1000 students: 0.0","Louisiana State University-Alexandria<br>Alexandria, LA<br>Crime Count: 1<br>Enrollment: 3276<br>Rate per 1000 students: 0.3","Louisiana State University-Alexandria<br>Alexandria, LA<br>Crime Count: 0<br>Enrollment: 3276<br>Rate per 1000 students: 0.0","Louisiana State University-Alexandria<br>Alexandria, LA<br>Crime Count: 0<br>Enrollment: 3276<br>Rate per 1000 students: 0.0"
2833,Louisiana State University and Agricultural & Mechanical College,Main Campus,"University Administration BLDG, 3810 W. Lakeshore Drive",BATON ROUGE,LA,70808,1,"Public, 4-year or above",14884.0,16525.0,31409.0,8,3,3,6,"University Administration BLDG, 3810 W. Lakeshore Drive, BATON ROUGE, LA, 70808","[30.4148203, -91.1692747]",30.4148203,-91.1692747,0.2,0.1,0.1,0.3,"Louisiana State University and Agricultural & Mechanical College<br>Baton Rouge, LA<br>Crime Count: 6<br>Enrollment: 31409<br>Rate per 1000 students: 0.2","Louisiana State University and Agricultural & Mechanical College<br>Baton Rouge, LA<br>Crime Count: 3<br>Enrollment: 31409<br>Rate per 1000 students: 0.1","Louisiana State University and Agricultural & Mechanical College<br>Baton Rouge, LA<br>Crime Count: 3<br>Enrollment: 31409<br>Rate per 1000 students: 0.1","Louisiana State University and Agricultural & Mechanical College<br>Baton Rouge, LA<br>Crime Count: 8<br>Enrollment: 31409<br>Rate per 1000 students: 0.3"
2834,Louisiana State University-Eunice,Main Campus,2048 JOHNSON HWY,EUNICE,LA,70535,4,"Public, 2-year",876.0,2030.0,2906.0,0,1,0,1,"2048 JOHNSON HWY, EUNICE, LA, 70535","[30.4746996, -92.43407440000001]",30.4746996,-92.4340744,0.3,0.0,0.3,0.0,"Louisiana State University-Eunice<br>Eunice, LA<br>Crime Count: 1<br>Enrollment: 2906<br>Rate per 1000 students: 0.3","Louisiana State University-Eunice<br>Eunice, LA<br>Crime Count: 0<br>Enrollment: 2906<br>Rate per 1000 students: 0.0","Louisiana State University-Eunice<br>Eunice, LA<br>Crime Count: 1<br>Enrollment: 2906<br>Rate per 1000 students: 0.3","Louisiana State University-Eunice<br>Eunice, LA<br>Crime Count: 0<br>Enrollment: 2906<br>Rate per 1000 students: 0.0"
2835,Louisiana State University-Shreveport,Main Campus,ONE UNIVERSITY PLACE,SHREVEPORT,LA,711152399,1,"Public, 4-year or above",1900.0,2846.0,4746.0,0,1,0,0,"ONE UNIVERSITY PLACE, SHREVEPORT, LA, 711152399","[32.4281181, -93.7070717]",32.4281181,-93.7070717,0.0,0.0,0.2,0.0,"Louisiana State University-Shreveport<br>Shreveport, LA<br>Crime Count: 0<br>Enrollment: 4746<br>Rate per 1000 students: 0.0","Louisiana State University-Shreveport<br>Shreveport, LA<br>Crime Count: 0<br>Enrollment: 4746<br>Rate per 1000 students: 0.0","Louisiana State University-Shreveport<br>Shreveport, LA<br>Crime Count: 1<br>Enrollment: 4746<br>Rate per 1000 students: 0.2","Louisiana State University-Shreveport<br>Shreveport, LA<br>Crime Count: 0<br>Enrollment: 4746<br>Rate per 1000 students: 0.0"
2839,Louisiana College,Louisiana College,1140 COLLEGE DR,PINEVILLE,LA,713590381,2,"Private nonprofit, 4-year or above",529.0,564.0,1093.0,0,1,0,0,"1140 COLLEGE DR, PINEVILLE, LA, 713590381","[31.325387, -92.4267002]",31.325387,-92.4267002,0.0,0.0,0.9,0.0,"Louisiana College<br>Pineville, LA<br>Crime Count: 0<br>Enrollment: 1093<br>Rate per 1000 students: 0.0","Louisiana College<br>Pineville, LA<br>Crime Count: 0<br>Enrollment: 1093<br>Rate per 1000 students: 0.0","Louisiana College<br>Pineville, LA<br>Crime Count: 1<br>Enrollment: 1093<br>Rate per 1000 students: 0.9","Louisiana College<br>Pineville, LA<br>Crime Count: 0<br>Enrollment: 1093<br>Rate per 1000 students: 0.0"
2841,Louisiana Tech University,Louisiana Tech University,305 Wisteria,RUSTON,LA,71272,1,"Public, 4-year or above",6409.0,6263.0,12672.0,1,0,2,1,"305 Wisteria, RUSTON, LA, 71272","[32.52688, -92.64820530000001]",32.52688,-92.6482053,0.1,0.2,0.0,0.1,"Louisiana Tech University<br>Ruston, LA<br>Crime Count: 1<br>Enrollment: 12672<br>Rate per 1000 students: 0.1","Louisiana Tech University<br>Ruston, LA<br>Crime Count: 2<br>Enrollment: 12672<br>Rate per 1000 students: 0.2","Louisiana Tech University<br>Ruston, LA<br>Crime Count: 0<br>Enrollment: 12672<br>Rate per 1000 students: 0.0","Louisiana Tech University<br>Ruston, LA<br>Crime Count: 1<br>Enrollment: 12672<br>Rate per 1000 students: 0.1"
2842,Loyola University New Orleans,Main Campus,6363 ST CHARLES AVE,NEW ORLEANS,LA,701186143,2,"Private nonprofit, 4-year or above",1343.0,2336.0,3679.0,4,0,0,0,"6363 ST CHARLES AVE, NEW ORLEANS, LA, 701186143","[29.93477949999999, -90.12088179999999]",29.9347795,-90.1208818,0.0,0.0,0.0,1.1,"Loyola University New Orleans<br>New Orleans, LA<br>Crime Count: 0<br>Enrollment: 3679<br>Rate per 1000 students: 0.0","Loyola University New Orleans<br>New Orleans, LA<br>Crime Count: 0<br>Enrollment: 3679<br>Rate per 1000 students: 0.0","Loyola University New Orleans<br>New Orleans, LA<br>Crime Count: 0<br>Enrollment: 3679<br>Rate per 1000 students: 0.0","Loyola University New Orleans<br>New Orleans, LA<br>Crime Count: 4<br>Enrollment: 3679<br>Rate per 1000 students: 1.1"
2843,Loyola University New Orleans,Broadway Campus,7214 St. Charles Avenue,New Orleans,LA,70118,2,"Private nonprofit, 4-year or above",1343.0,2336.0,3679.0,1,0,0,0,"7214 St. Charles Avenue, New Orleans, LA, 70118","[29.9367294, -90.1279014]",29.9367294,-90.1279014,0.0,0.0,0.0,0.3,"Loyola University New Orleans<br>New Orleans, LA<br>Crime Count: 0<br>Enrollment: 3679<br>Rate per 1000 students: 0.0","Loyola University New Orleans<br>New Orleans, LA<br>Crime Count: 0<br>Enrollment: 3679<br>Rate per 1000 students: 0.0","Loyola University New Orleans<br>New Orleans, LA<br>Crime Count: 0<br>Enrollment: 3679<br>Rate per 1000 students: 0.0","Loyola University New Orleans<br>New Orleans, LA<br>Crime Count: 1<br>Enrollment: 3679<br>Rate per 1000 students: 0.3"
2849,McNeese State University,McNeese State UIniveristy Main Campus,4205 RYAN ST,LAKE CHARLES,LA,70609,1,"Public, 4-year or above",3022.0,4599.0,7621.0,0,0,1,3,"4205 RYAN ST, LAKE CHARLES, LA, 70609","[30.1804575, -93.21787289999999]",30.1804575,-93.2178729,0.4,0.1,0.0,0.0,"McNeese State University<br>Lake Charles, LA<br>Crime Count: 3<br>Enrollment: 7621<br>Rate per 1000 students: 0.4","McNeese State University<br>Lake Charles, LA<br>Crime Count: 1<br>Enrollment: 7621<br>Rate per 1000 students: 0.1","McNeese State University<br>Lake Charles, LA<br>Crime Count: 0<br>Enrollment: 7621<br>Rate per 1000 students: 0.0","McNeese State University<br>Lake Charles, LA<br>Crime Count: 0<br>Enrollment: 7621<br>Rate per 1000 students: 0.0"
2850,University of New Orleans,Main Campus,2000 Lakeshore Drive,New Orleans,LA,70148,1,"Public, 4-year or above",3846.0,4191.0,8037.0,6,0,1,3,"2000 Lakeshore Drive, New Orleans, LA, 70148","[30.0316137, -90.06354619999999]",30.0316137,-90.0635462,0.4,0.1,0.0,0.7,"University of New Orleans<br>New Orleans, LA<br>Crime Count: 3<br>Enrollment: 8037<br>Rate per 1000 students: 0.4","University of New Orleans<br>New Orleans, LA<br>Crime Count: 1<br>Enrollment: 8037<br>Rate per 1000 students: 0.1","University of New Orleans<br>New Orleans, LA<br>Crime Count: 0<br>Enrollment: 8037<br>Rate per 1000 students: 0.0","University of New Orleans<br>New Orleans, LA<br>Crime Count: 6<br>Enrollment: 8037<br>Rate per 1000 students: 0.7"
